,背番号,名前,年俸,打率,試合数,打席数,打数,安打,二塁打,三塁打,本塁打,塁打数,得点,打点,三振,四球,死球,盗塁,出塁率,長打率,OPS,三振率,チーム
378,8,辰己涼介,2200,0.223,104.0,282.0,251.0,56.0,9.0,3.0,8.0,95.0,38.0,28.0,57.0,20.0,2.0,11.0,0.286,0.378,0.664,0.202,楽天
379,9,S.ロメロ,6500,0.272,103.0,404.0,356.0,97.0,19.0,2.0,24.0,192.0,46.0,63.0,108.0,38.0,8.0,0.0,0.354,0.539,0.893,0.267,楽天
380,24,黒川史陽,650,0.143,10.0,17.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,1.0,0.0,0.235,0.143,0.378,0.353,楽天
381,25,田中和基,3200,0.24,80.0,282.0,254.0,61.0,10.0,1.0,8.0,97.0,38.0,25.0,76.0,23.0,1.0,6.0,0.305,0.382,0.687,0.27,楽天
382,26,渡辺直人,2000,0.5,1.0,4.0,4.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.75,1.25,0.25,楽天
383,27,岡島豪郎,2700,0.2,35.0,85.0,75.0,15.0,6.0,1.0,0.0,23.0,10.0,9.0,26.0,8.0,0.0,0.0,0.277,0.307,0.584,0.306,楽天
384,29,山下斐紹,1250,0.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.125,0.0,0.125,0.375,楽天
385,33,銀次,11000,0.236,88.0,245.0,212.0,50.0,8.0,0.0,0.0,58.0,16.0,23.0,28.0,23.0,2.0,3.0,0.312,0.274,0.586,0.114,楽天
386,34,山崎幹史,1100,0.167,20.0,16.0,12.0,2.0,1.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,0.214,0.25,0.464,0.125,楽天
387,35,島内宏明,10000,0.281,114.0,471.0,406.0,114.0,17.0,2.0,8.0,159.0,50.0,53.0,71.0,48.0,7.0,9.0,0.363,0.392,0.755,0.151,楽天
388,36,内田靖人,1200,0.172,38.0,109.0,93.0,16.0,3.0,0.0,5.0,34.0,9.0,18.0,31.0,14.0,1.0,1.0,0.284,0.366,0.65,0.284,楽天
389,38,岩見雅紀,920,0.216,16.0,38.0,37.0,8.0,1.0,1.0,1.0,14.0,2.0,4.0,11.0,1.0,0.0,0.0,0.237,0.378,0.615,0.289,楽天
390,40,ウィーラー,20000,,,,,,,,,,,,,,,,,,,,楽天
391,44,足立祐一,1500,0.167,42.0,66.0,60.0,10.0,1.0,1.0,1.0,16.0,6.0,3.0,15.0,6.0,0.0,0.0,0.242,0.267,0.509,0.227,楽天
392,46,下水流昂,1700,0.188,20.0,35.0,32.0,6.0,0.0,1.0,1.0,11.0,1.0,5.0,11.0,2.0,1.0,0.0,0.257,0.344,0.601,0.314,楽天
393,48,渡邊佳明,1400,0.235,35.0,95.0,85.0,20.0,5.0,1.0,0.0,27.0,9.0,12.0,15.0,3.0,0.0,0.0,0.258,0.318,0.576,0.158,楽天
394,51,小郷裕哉,730,0.295,58.0,129.0,105.0,31.0,3.0,0.0,4.0,46.0,23.0,12.0,34.0,19.0,1.0,8.0,0.405,0.438,0.843,0.264,楽天
395,54,和田恋,1000,0.125,7.0,17.0,16.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,0.176,0.188,0.364,0.235,楽天
396,65,堀内謙伍,1200,0.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,楽天
397,66,村林一輝,730,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,楽天
398,67,下妻貴寛,550,0.156,43.0,90.0,77.0,12.0,4.0,0.0,1.0,19.0,5.0,9.0,26.0,1.0,0.0,0.0,0.165,0.247,0.411,0.289,楽天
399,69,ブラッシュ,14000,0.235,37.0,149.0,119.0,28.0,7.0,0.0,2.0,41.0,25.0,18.0,46.0,25.0,2.0,1.0,0.369,0.345,0.714,0.309,楽天
400,70,石原彪,520,0.174,18.0,24.0,23.0,4.0,1.0,0.0,0.0,5.0,1.0,1.0,13.0,0.0,0.0,0.0,0.174,0.217,0.391,0.542,楽天
401,71,武藤敦貴,560,,,,,,,,,,,,,,,,,,,,楽天
402,78,水上桂,560,,,,,,,,,,,,,,,,,,,,楽天
403,97,フェルナンド,600,,,,,,,,,,,,,,,,,,,,楽天
404,129,南要輔,270,,,,,,,,,,,,,,,,,,,,楽天
405,133,松本京志郎,250,,,,,,,,,,,,,,,,,,,,楽天
406,134,中村和希,250,,,,,,,,,,,,,,,,,,,,楽天
407,137,江川侑斗,240,,,,,,,,,,,,,,,,,,,,楽天
408,140,山崎真彰,300,,,,,,,,,,,,,,,,,,,,楽天
409,141,澤野聖悠,240,,,,,,,,,,,,,,,,,,,,楽天
410,150,耀飛,700,,,,,,,,,,,,,,,,,,,,楽天
411,0,勝俣翔貴,800,0.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,オリックス
412,00,西浦颯大,1350,0.187,49.0,97.0,91.0,17.0,1.0,0.0,2.0,24.0,13.0,4.0,21.0,5.0,0.0,3.0,0.229,0.264,0.493,0.216,オリックス
413,1,モヤ,6600,0.274,46.0,176.0,164.0,45.0,8.0,2.0,12.0,93.0,20.0,38.0,33.0,11.0,1.0,0.0,0.324,0.567,0.891,0.188,オリックス
414,2,白崎浩之,1500,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,オリックス
415,3,安達了一,9000,0.289,78.0,311.0,266.0,77.0,9.0,2.0,2.0,96.0,32.0,23.0,48.0,26.0,1.0,15.0,0.353,0.361,0.713,0.154,オリックス
416,4,福田周平,4500,0.258,76.0,312.0,260.0,67.0,12.0,4.0,0.0,87.0,33.0,24.0,44.0,43.0,3.0,13.0,0.366,0.335,0.7,0.141,オリックス
417,004,平野大和,240,,,,,,,,,,,,,,,,,,,,オリックス
418,005,鶴見凌也,240,,,,,,,,,,,,,,,,,,,,オリックス
419,5,西野真弘,2800,0.246,23.0,77.0,69.0,17.0,3.0,0.0,0.0,20.0,10.0,3.0,10.0,5.0,0.0,0.0,0.297,0.29,0.587,0.13,オリックス
420,6,宗佑磨,1900,0.225,72.0,203.0,182.0,41.0,10.0,1.0,1.0,56.0,16.0,9.0,32.0,10.0,6.0,5.0,0.288,0.308,0.596,0.158,オリックス
421,006,大下誠一郎,240,0.216,32.0,104.0,88.0,19.0,6.0,0.0,2.0,31.0,10.0,9.0,15.0,8.0,5.0,0.0,0.314,0.352,0.666,0.144,オリックス
422,007,佐藤優悟,240,,,,,,,,,,,,,,,,,,,,オリックス
423,8,後藤駿太,2800,0.12,23.0,62.0,50.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,17.0,8.0,0.0,2.0,0.241,0.12,0.361,0.274,オリックス
424,9,大城滉二,4200,0.207,94.0,285.0,251.0,52.0,3.0,0.0,1.0,58.0,25.0,14.0,51.0,20.0,3.0,7.0,0.274,0.231,0.505,0.179,オリックス
425,10,ジョーンズ,44000,0.258,87.0,338.0,302.0,78.0,12.0,0.0,12.0,126.0,29.0,43.0,66.0,32.0,2.0,1.0,0.331,0.417,0.749,0.195,オリックス
426,23,伏見寅威,1650,0.259,71.0,198.0,189.0,49.0,7.0,2.0,6.0,78.0,14.0,23.0,35.0,6.0,0.0,0.0,0.281,0.413,0.693,0.177,オリックス
427,24,紅林弘太郎,720,0.235,5.0,18.0,17.0,4.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,1.0,0.0,0.0,0.278,0.235,0.513,0.222,オリックス
428,25,西村凌,1200,0.161,29.0,76.0,62.0,10.0,2.0,0.0,1.0,15.0,7.0,3.0,12.0,9.0,0.0,2.0,0.268,0.242,0.51,0.158,オリックス
429,31,太田椋,800,0.259,20.0,61.0,54.0,14.0,2.0,0.0,3.0,25.0,6.0,5.0,19.0,4.0,1.0,0.0,0.322,0.463,0.785,0.311,オリックス
430,33,松井雅人,2800,0.222,23.0,40.0,36.0,8.0,2.0,0.0,1.0,13.0,5.0,4.0,7.0,3.0,1.0,0.0,0.3,0.361,0.661,0.175,オリックス
431,34,吉田正尚,20000,0.35,120.0,492.0,408.0,143.0,22.0,1.0,14.0,209.0,55.0,64.0,29.0,72.0,8.0,8.0,0.453,0.512,0.966,0.059,オリックス
432,36,山足達也,1150,0.219,63.0,105.0,96.0,21.0,5.0,0.0,1.0,29.0,21.0,5.0,13.0,2.0,1.0,3.0,0.242,0.302,0.545,0.124,オリックス
433,37,若月健矢,4500,0.24,75.0,215.0,192.0,46.0,12.0,0.0,3.0,67.0,14.0,19.0,40.0,9.0,5.0,2.0,0.29,0.349,0.639,0.186,オリックス
434,38,小島脩平,2600,0.15,13.0,20.0,20.0,3.0,2.0,0.0,0.0,5.0,1.0,0.0,9.0,0.0,0.0,0.0,0.15,0.25,0.4,0.45,オリックス
435,41,佐野皓大,1290,0.214,77.0,162.0,140.0,30.0,5.0,3.0,0.0,41.0,22.0,3.0,37.0,9.0,0.0,20.0,0.262,0.293,0.555,0.228,オリックス
436,42,A.ロドリゲス,7000,0.218,59.0,211.0,193.0,42.0,10.0,0.0,6.0,70.0,11.0,25.0,55.0,14.0,3.0,1.0,0.28,0.363,0.642,0.261,オリックス
437,44,頓宮裕真,1200,0.312,12.0,35.0,32.0,10.0,3.0,0.0,2.0,19.0,5.0,5.0,11.0,3.0,0.0,0.0,0.371,0.594,0.965,0.314,オリックス
438,45,飯田大祐,860,,,,,,,,,,,,,,,,,,,,オリックス
439,50,小田裕也,2400,0.239,87.0,94.0,88.0,21.0,3.0,2.0,1.0,31.0,19.0,7.0,23.0,2.0,1.0,4.0,0.264,0.352,0.616,0.245,オリックス
440,53,宜保翔,550,0.118,10.0,18.0,17.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,0.118,0.176,0.294,0.389,オリックス
441,55,Ｔ-岡田,9000,0.256,100.0,377.0,328.0,84.0,18.0,0.0,16.0,150.0,36.0,55.0,87.0,40.0,4.0,5.0,0.34,0.457,0.797,0.231,オリックス
442,56,松井佑介,1500,0.208,29.0,53.0,53.0,11.0,2.0,1.0,0.0,15.0,2.0,2.0,12.0,0.0,0.0,0.0,0.208,0.283,0.491,0.226,オリックス
443,59,根本薫,460,,,,,,,,,,,,,,,,,,,,オリックス
444,62,山崎勝己,1500,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,オリックス
445,64,廣澤伸哉,480,0.158,23.0,22.0,19.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.158,0.158,0.316,0.318,オリックス
446,67,中川圭太,2800,0.146,45.0,155.0,144.0,21.0,3.0,0.0,2.0,30.0,15.0,13.0,25.0,9.0,0.0,3.0,0.195,0.208,0.403,0.161,オリックス
447,99,杉本裕太郎,880,0.268,41.0,141.0,127.0,34.0,3.0,1.0,2.0,45.0,13.0,17.0,34.0,10.0,4.0,1.0,0.34,0.354,0.695,0.241,オリックス
448,120,岡崎大輔,560,,,,,,,,,,,,,,,,,,,,オリックス
449,123,稲富宏樹,260,,,,,,,,,,,,,,,,,,,,オリックス
450,129,比屋根彰人,250,,,,,,,,,,,,,,,,,,,,オリックス
451,130,フェリペ,250,,,,,,,,,,,,,,,,,,,,オリックス
