,背番号,名前,年俸,打率,試合数,打席数,打数,安打,二塁打,三塁打,本塁打,塁打数,得点,打点,三振,四球,死球,盗塁,出塁率,長打率,OPS,三振率,チーム
350,44,井上晴哉,4200.0,0.179,32.0,106.0,95.0,17.0,6.0,0.0,1.0,26.0,3.0,8.0,24.0,9.0,1.0,1.0,0.255,0.274,0.528,0.226,ロッテ
351,50,石川慎吾,1800.0,0.348,44.0,118.0,112.0,39.0,6.0,0.0,2.0,51.0,10.0,10.0,20.0,6.0,0.0,0.0,0.381,0.455,0.837,0.169,ロッテ
352,51,山口航輝,2800.0,0.235,115.0,474.0,421.0,99.0,21.0,0.0,14.0,162.0,46.0,57.0,122.0,43.0,5.0,0.0,0.31,0.385,0.695,0.257,ロッテ
353,53,江村直也,1050.0,0.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,ロッテ
354,57,小川龍成,1200.0,0.15,52.0,24.0,20.0,3.0,1.0,0.0,0.0,4.0,7.0,1.0,7.0,1.0,0.0,3.0,0.19,0.2,0.39,0.292,ロッテ
355,59,西川僚祐,500.0,,,,,,,,,,,,,,,,,,,,ロッテ
356,61,山本大斗,440.0,0.143,2.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.143,0.143,0.286,0.571,ロッテ
357,63,和田康士朗,1800.0,0.265,80.0,113.0,98.0,26.0,4.0,2.0,3.0,43.0,30.0,9.0,32.0,9.0,3.0,20.0,0.345,0.439,0.784,0.283,ロッテ
358,67,茶谷健太,1100.0,0.284,79.0,187.0,169.0,48.0,6.0,1.0,0.0,56.0,18.0,9.0,26.0,11.0,2.0,2.0,0.333,0.331,0.665,0.139,ロッテ
359,68,金田優太,500.0,,,,,,,,,,,,,,,,,,,,ロッテ
360,72,マイク・ブロッソー,,0.191,37.0,147.0,136.0,26.0,10.0,0.0,1.0,39.0,9.0,11.0,30.0,2.0,4.0,0.0,0.218,0.287,0.504,0.204,ロッテ
361,95,植田将太,440.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,ロッテ
362,99,柿沼友哉,1500.0,0.103,18.0,38.0,29.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,6.0,3.0,1.0,0.0,0.212,0.103,0.316,0.158,ロッテ
363,122,谷川唯人,240.0,,,,,,,,,,,,,,,,,,,,ロッテ
364,123,速水将大,300.0,,,,,,,,,,,,,,,,,,,,ロッテ
365,126,村山亮介,240.0,,,,,,,,,,,,,,,,,,,,ロッテ
366,129,勝又琉偉,240.0,,,,,,,,,,,,,,,,,,,,ロッテ
367,130,黒川凱星,240.0,,,,,,,,,,,,,,,,,,,,ロッテ
368,133,シェルテン・アポステル,,,,,,,,,,,,,,,,,,,,,ロッテ
369,0,児玉亮涼,1000.0,0.221,56.0,132.0,122.0,27.0,3.0,2.0,0.0,34.0,11.0,8.0,30.0,4.0,0.0,2.0,0.244,0.279,0.523,0.227,西武
370,1,栗山巧,17900.0,0.217,77.0,191.0,157.0,34.0,4.0,0.0,7.0,59.0,17.0,19.0,32.0,31.0,1.0,1.0,0.346,0.376,0.721,0.168,西武
371,2,岡田雅利,3000.0,,,,,,,,,,,,,,,,,,,,西武
372,3,山川穂高,27000.0,0.254,17.0,62.0,59.0,15.0,4.0,0.0,0.0,19.0,3.0,5.0,17.0,3.0,0.0,0.0,0.29,0.322,0.612,0.274,西武
373,4,山野辺翔,1070.0,0.205,35.0,43.0,39.0,8.0,1.0,0.0,0.0,9.0,4.0,2.0,3.0,1.0,1.0,6.0,0.244,0.231,0.475,0.07,西武
374,5,外崎修汰,16000.0,0.26,136.0,571.0,503.0,131.0,28.0,3.0,12.0,201.0,60.0,54.0,114.0,56.0,5.0,26.0,0.338,0.4,0.738,0.2,西武
375,6,源田壮亮,30000.0,0.257,100.0,435.0,397.0,102.0,9.0,4.0,0.0,119.0,30.0,22.0,82.0,26.0,3.0,5.0,0.307,0.3,0.607,0.189,西武
376,7,金子侑司,12600.0,0.179,47.0,91.0,84.0,15.0,2.0,1.0,0.0,19.0,6.0,2.0,24.0,4.0,1.0,1.0,0.222,0.226,0.448,0.264,西武
377,8,渡部健人,1200.0,0.214,57.0,209.0,192.0,41.0,13.0,0.0,6.0,72.0,17.0,25.0,63.0,11.0,5.0,2.0,0.273,0.375,0.648,0.301,西武
378,9,蛭間拓哉,1600.0,0.232,56.0,223.0,198.0,46.0,6.0,0.0,2.0,58.0,17.0,20.0,37.0,14.0,0.0,0.0,0.28,0.293,0.573,0.166,西武
379,10,ペイトン,8000.0,0.215,57.0,225.0,205.0,44.0,8.0,0.0,5.0,67.0,18.0,22.0,46.0,14.0,1.0,1.0,0.266,0.327,0.593,0.204,西武
380,22,古賀悠斗,1500.0,0.218,100.0,282.0,239.0,52.0,14.0,0.0,2.0,72.0,12.0,20.0,54.0,23.0,3.0,1.0,0.294,0.301,0.596,0.191,西武
381,30,マキノン,9000.0,0.259,127.0,514.0,464.0,120.0,17.0,2.0,15.0,186.0,50.0,50.0,91.0,48.0,0.0,1.0,0.327,0.401,0.728,0.177,西武
382,31,平沼翔太,1500.0,0.245,67.0,110.0,102.0,25.0,2.0,2.0,2.0,37.0,16.0,6.0,18.0,5.0,1.0,3.0,0.284,0.363,0.647,0.164,西武
383,32,山村崇嘉,700.0,0.286,4.0,15.0,14.0,4.0,0.0,0.0,2.0,10.0,3.0,3.0,5.0,1.0,0.0,0.0,0.333,0.714,1.048,0.333,西武
384,33,古川雄大,750.0,,,,,,,,,,,,,,,,,,,,西武
385,34,高松渡,1060.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,西武
386,35,若林楽人,1220.0,0.244,36.0,94.0,90.0,22.0,5.0,1.0,1.0,32.0,7.0,7.0,30.0,2.0,0.0,4.0,0.261,0.356,0.616,0.319,西武
387,37,柘植世那,2000.0,0.184,59.0,137.0,125.0,23.0,4.0,0.0,0.0,27.0,5.0,13.0,23.0,3.0,2.0,0.0,0.214,0.216,0.43,0.168,西武
388,38,野田海人,650.0,,,,,,,,,,,,,,,,,,,,西武
389,39,呉念庭,2800.0,0.205,41.0,92.0,78.0,16.0,2.0,1.0,1.0,23.0,8.0,11.0,25.0,13.0,0.0,1.0,0.319,0.295,0.614,0.272,西武
390,46,鈴木将平,1500.0,0.24,72.0,267.0,242.0,58.0,8.0,2.0,0.0,70.0,19.0,15.0,34.0,15.0,1.0,10.0,0.286,0.289,0.575,0.127,西武
391,49,タイシンガー・ブランドン大河,700.0,,,,,,,,,,,,,,,,,,,,西武
392,50,中山誠吾,700.0,,,,,,,,,,,,,,,,,,,,西武
393,51,西川愛也,850.0,0.227,41.0,109.0,97.0,22.0,4.0,0.0,1.0,29.0,9.0,8.0,16.0,5.0,1.0,4.0,0.269,0.299,0.568,0.147,西武
394,52,陽川尚将,2200.0,0.167,9.0,28.0,24.0,4.0,0.0,0.0,1.0,7.0,1.0,1.0,11.0,2.0,2.0,0.0,0.286,0.292,0.577,0.393,西武
395,53,愛斗,3300.0,0.214,73.0,267.0,257.0,55.0,18.0,0.0,4.0,85.0,19.0,15.0,55.0,3.0,2.0,2.0,0.228,0.331,0.559,0.206,西武
396,56,川野涼多,750.0,,,,,,,,,,,,,,,,,,,,西武
397,58,佐藤龍世,1100.0,0.263,91.0,257.0,209.0,55.0,9.0,3.0,3.0,79.0,27.0,16.0,41.0,42.0,2.0,2.0,0.39,0.378,0.768,0.16,西武
398,60,中村剛也,20000.0,0.258,88.0,322.0,283.0,73.0,12.0,0.0,17.0,136.0,34.0,40.0,76.0,31.0,5.0,1.0,0.339,0.481,0.819,0.236,西武
399,62,滝澤夏央,750.0,0.188,16.0,17.0,16.0,3.0,0.0,0.0,1.0,6.0,4.0,1.0,4.0,0.0,0.0,0.0,0.188,0.375,0.562,0.235,西武
400,63,長谷川信哉,670.0,0.222,59.0,198.0,180.0,40.0,9.0,0.0,4.0,61.0,17.0,12.0,34.0,11.0,3.0,3.0,0.276,0.339,0.614,0.172,西武
401,64,中熊大智,450.0,,,,,,,,,,,,,,,,,,,,西武
402,65,古市尊,280.0,0.16,29.0,56.0,50.0,8.0,0.0,0.0,0.0,8.0,2.0,0.0,13.0,2.0,1.0,0.0,0.208,0.16,0.368,0.232,西武
403,66,仲三河優太,600.0,,,,,,,,,,,,,,,,,,,,西武
404,68,岸潤一郎,1450.0,0.209,61.0,197.0,177.0,37.0,5.0,0.0,3.0,51.0,16.0,12.0,33.0,11.0,4.0,3.0,0.269,0.288,0.558,0.168,西武
405,72,川越誠司,1400.0,0.133,12.0,38.0,30.0,4.0,0.0,0.0,1.0,7.0,2.0,5.0,13.0,6.0,1.0,0.0,0.297,0.233,0.531,0.342,西武
406,73,高木渉,750.0,0.158,5.0,19.0,19.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.158,0.158,0.316,0.421,西武
407,78,齊藤誠人,580.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西武
408,115,コドラド,400.0,,,,,,,,,,,,,,,,,,,,西武
409,117,牧野翔矢,740.0,,,,,,,,,,,,,,,,,,,,西武
410,118,野村和輝,320.0,,,,,,,,,,,,,,,,,,,,西武
411,119,日隈モンテル,400.0,,,,,,,,,,,,,,,,,,,,西武
412,122,是澤涼輔,400.0,,,,,,,,,,,,,,,,,,,,西武
413,123,宮本ジョセフ拳,400.0,,,,,,,,,,,,,,,,,,,,西武
414,0,小深田大翔,5000.0,0.258,134.0,549.0,477.0,123.0,8.0,6.0,5.0,158.0,67.0,37.0,83.0,48.0,3.0,36.0,0.329,0.331,0.66,0.151,楽天
415,2,太田光,3300.0,0.243,104.0,233.0,173.0,42.0,6.0,0.0,3.0,57.0,19.0,14.0,47.0,27.0,4.0,1.0,0.356,0.329,0.686,0.202,楽天
416,3,浅村栄斗,50000.0,0.274,143.0,601.0,522.0,143.0,20.0,0.0,26.0,241.0,64.0,78.0,108.0,75.0,3.0,2.0,0.368,0.462,0.829,0.18,楽天
417,4,阿部寿樹,6500.0,0.255,78.0,253.0,216.0,55.0,17.0,1.0,4.0,86.0,16.0,24.0,47.0,27.0,2.0,0.0,0.34,0.398,0.738,0.186,楽天
418,5,茂木栄五郎,7400.0,0.083,8.0,15.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.267,0.083,0.35,0.2,楽天
419,6,西川遥輝,7000.0,0.181,35.0,87.0,72.0,13.0,2.0,1.0,1.0,20.0,11.0,4.0,24.0,11.0,0.0,2.0,0.286,0.278,0.563,0.276,楽天
420,7,鈴木大地,20000.0,0.244,101.0,292.0,250.0,61.0,9.0,1.0,5.0,87.0,25.0,27.0,36.0,24.0,9.0,0.0,0.33,0.348,0.678,0.123,楽天
421,8,辰己涼介,5300.0,0.263,133.0,495.0,434.0,114.0,16.0,5.0,9.0,167.0,45.0,43.0,99.0,40.0,12.0,13.0,0.341,0.385,0.726,0.2,楽天
422,9,吉野創士,920.0,,,,,,,,,,,,,,,,,,,,楽天
423,022,水上桂,450.0,,,,,,,,,,,,,,,,,,,,楽天
424,23,フランコ,10000.0,0.221,95.0,334.0,312.0,69.0,11.0,0.0,12.0,116.0,31.0,32.0,52.0,21.0,1.0,0.0,0.272,0.372,0.644,0.156,楽天
425,24,黒川史陽,780.0,0.091,9.0,24.0,22.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,0.0,0.0,0.0,0.087,0.227,0.314,0.208,楽天
426,25,田中和基,2000.0,0.088,95.0,41.0,34.0,3.0,0.0,0.0,2.0,9.0,22.0,3.0,13.0,5.0,0.0,3.0,0.205,0.265,0.47,0.317,楽天
427,26,炭谷銀仁朗,10000.0,0.221,65.0,145.0,131.0,29.0,2.0,0.0,1.0,34.0,9.0,10.0,23.0,5.0,2.0,0.0,0.259,0.26,0.519,0.159,楽天
428,27,岡島豪郎,4200.0,0.266,114.0,410.0,361.0,96.0,20.0,0.0,6.0,134.0,33.0,43.0,67.0,33.0,3.0,3.0,0.327,0.371,0.698,0.163,楽天
429,30,平良竜哉,920.0,,,,,,,,,,,,,,,,,,,,楽天
430,33,銀次,7000.0,0.1,6.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,楽天
431,34,山崎剛,1900.0,0.203,117.0,307.0,261.0,53.0,6.0,5.0,2.0,75.0,29.0,19.0,58.0,35.0,3.0,13.0,0.303,0.287,0.591,0.189,楽天
432,35,島内宏明,12000.0,0.236,104.0,369.0,322.0,76.0,13.0,0.0,7.0,110.0,21.0,38.0,41.0,41.0,3.0,2.0,0.325,0.342,0.667,0.111,楽天
433,36,前田銀治,550.0,,,,,,,,,,,,,,,,,,,,楽天
434,39,伊藤裕季也,850.0,0.245,87.0,216.0,188.0,46.0,6.0,1.0,5.0,69.0,20.0,16.0,48.0,15.0,1.0,3.0,0.301,0.367,0.668,0.222,楽天
435,42,ギッテンス,10300.0,,,,,,,,,,,,,,,,,,,,楽天
436,44,田中貴也,830.0,,,,,,,,,,,,,,,,,,,,楽天
437,48,渡邊佳明,1450.0,0.143,25.0,57.0,49.0,7.0,0.0,0.0,0.0,7.0,3.0,3.0,7.0,5.0,0.0,0.0,0.222,0.143,0.365,0.123,楽天
438,50,武藤敦貴,860.0,,,,,,,,,,,,,,,,,,,,楽天
439,51,小郷裕哉,850.0,0.262,120.0,441.0,390.0,102.0,16.0,3.0,10.0,154.0,53.0,49.0,85.0,36.0,1.0,13.0,0.321,0.395,0.716,0.193,楽天
440,54,和田恋,690.0,0.2,2.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.167,0.2,0.367,0.5,楽天
441,55,安田悠馬,1100.0,0.218,53.0,127.0,110.0,24.0,2.0,0.0,3.0,35.0,7.0,7.0,25.0,16.0,1.0,0.0,0.323,0.318,0.641,0.197,楽天
442,61,横尾俊建,1050.0,,,,,,,,,,,,,,,,,,,,楽天
443,63,入江大樹,550.0,,,,,,,,,,,,,,,,,,,,楽天
444,65,堀内謙伍,730.0,0.5,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.667,0.5,1.167,0.0,楽天
445,66,村林一輝,1000.0,0.256,98.0,340.0,301.0,77.0,14.0,2.0,2.0,101.0,35.0,32.0,55.0,21.0,4.0,11.0,0.311,0.336,0.647,0.162,楽天
446,67,正隨優弥,750.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,楽天
447,70,石原彪,500.0,,,,,,,,,,,,,,,,,,,,楽天
448,78,辰見鴻之介,250.0,,,,,,,,,,,,,,,,,,,,楽天
449,131,永田颯太郎,250.0,,,,,,,,,,,,,,,,,,,,楽天
450,137,江川侑斗,230.0,,,,,,,,,,,,,,,,,,,,楽天
451,138,ウレーニャ,990.0,,,,,,,,,,,,,,,,,,,,楽天
452,141,澤野聖悠,230.0,,,,,,,,,,,,,,,,,,,,楽天
453,142,柳澤大空,250.0,,,,,,,,,,,,,,,,,,,,楽天
454,144,大河原翔,230.0,,,,,,,,,,,,,,,,,,,,楽天
455,00,石岡諒太,700.0,,,,,,,,,,,,,,,,,,,,オリックス
456,0,渡部遼人,900.0,0.171,32.0,52.0,41.0,7.0,2.0,0.0,0.0,9.0,7.0,1.0,7.0,8.0,0.0,2.0,0.3,0.22,0.52,0.135,オリックス
457,1,福田周平,7500.0,0.191,36.0,114.0,94.0,18.0,1.0,0.0,0.0,19.0,6.0,5.0,15.0,15.0,1.0,5.0,0.306,0.202,0.508,0.132,オリックス
458,2,若月健矢,4800.0,0.255,96.0,318.0,286.0,73.0,14.0,1.0,6.0,107.0,27.0,17.0,66.0,15.0,1.0,2.0,0.295,0.374,0.669,0.208,オリックス
459,3,安達了一,7000.0,0.183,23.0,68.0,60.0,11.0,0.0,0.0,0.0,11.0,4.0,4.0,18.0,5.0,0.0,1.0,0.246,0.183,0.429,0.265,オリックス
460,4,森友哉,21000.0,0.294,110.0,453.0,384.0,113.0,24.0,2.0,18.0,195.0,49.0,64.0,61.0,54.0,7.0,4.0,0.385,0.508,0.893,0.135,オリックス
461,5,西野真弘,2400.0,0.197,43.0,138.0,122.0,24.0,6.0,0.0,0.0,30.0,5.0,8.0,9.0,11.0,0.0,0.0,0.263,0.246,0.509,0.065,オリックス
462,6,宗佑磨,7800.0,0.245,122.0,478.0,428.0,105.0,17.0,3.0,2.0,134.0,38.0,22.0,55.0,36.0,4.0,1.0,0.309,0.313,0.622,0.115,オリックス
463,8,マーウィン・ゴンザレス,18000.0,0.217,84.0,321.0,299.0,65.0,14.0,0.0,12.0,115.0,28.0,38.0,85.0,15.0,5.0,2.0,0.266,0.385,0.65,0.265,オリックス
464,9,野口智哉,1500.0,0.226,76.0,257.0,226.0,51.0,11.0,3.0,2.0,74.0,19.0,19.0,70.0,21.0,5.0,4.0,0.306,0.327,0.633,0.272,オリックス
465,10,大城滉二,2800.0,0.196,57.0,51.0,46.0,9.0,3.0,0.0,1.0,15.0,7.0,10.0,8.0,4.0,1.0,1.0,0.275,0.326,0.601,0.157,オリックス
466,014,釣寿生,240.0,,,,,,,,,,,,,,,,,,,,オリックス
467,020,山中尭之,240.0,,,,,,,,,,,,,,,,,,,,オリックス
468,021,園部佳太,240.0,,,,,,,,,,,,,,,,,,,,オリックス
469,23,フランク・シュウィンデル,9000.0,0.188,20.0,70.0,69.0,13.0,3.0,0.0,1.0,19.0,4.0,11.0,17.0,0.0,0.0,0.0,0.186,0.275,0.461,0.243,オリックス
470,24,紅林弘太郎,4200.0,0.275,127.0,482.0,443.0,122.0,19.0,1.0,8.0,167.0,37.0,39.0,63.0,28.0,1.0,4.0,0.318,0.377,0.695,0.131,オリックス
471,25,内藤鵬,600.0,,,,,,,,,,,,,,,,,,,,オリックス
472,27,元謙太,700.0,,,,,,,,,,,,,,,,,,,,オリックス
473,30,廣岡大志,1700.0,0.2,44.0,103.0,90.0,18.0,4.0,1.0,1.0,27.0,12.0,9.0,26.0,12.0,0.0,0.0,0.294,0.3,0.594,0.252,オリックス
474,31,太田椋,1700.0,0.25,18.0,70.0,60.0,15.0,3.0,0.0,2.0,24.0,9.0,7.0,8.0,3.0,3.0,0.0,0.318,0.4,0.718,0.114,オリックス
475,32,福永奨,950.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,オリックス
476,33,杉澤龍,900.0,0.2,2.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.4,0.4,オリックス
477,034,村上喬一朗,240.0,,,,,,,,,,,,,,,,,,,,オリックス
478,36,山足達也,2000.0,0.2,32.0,27.0,25.0,5.0,1.0,0.0,0.0,6.0,7.0,0.0,5.0,2.0,0.0,2.0,0.259,0.24,0.499,0.185,オリックス
479,37,石川亮,1700.0,0.091,14.0,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.091,0.091,0.182,0.273,オリックス
480,38,来田涼斗,800.0,0.0,4.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.091,0.0,0.091,0.545,オリックス
481,39,池田陵真,550.0,0.206,12.0,39.0,34.0,7.0,1.0,0.0,0.0,8.0,4.0,0.0,9.0,4.0,1.0,1.0,0.308,0.235,0.543,0.231,オリックス
482,40,レアンドロ・セデーニョ,4000.0,0.244,57.0,187.0,176.0,43.0,7.0,0.0,9.0,77.0,12.0,34.0,47.0,8.0,1.0,0.0,0.278,0.438,0.716,0.251,オリックス
483,41,佐野皓大,2300.0,0.167,47.0,38.0,36.0,6.0,0.0,0.0,1.0,9.0,11.0,3.0,7.0,0.0,0.0,5.0,0.167,0.25,0.417,0.184,オリックス
484,44,頓宮裕真,3500.0,0.307,113.0,451.0,401.0,123.0,23.0,0.0,16.0,194.0,49.0,49.0,69.0,41.0,6.0,0.0,0.378,0.484,0.862,0.153,オリックス
485,49,渡邉大樹,1200.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,オリックス
486,50,小田裕也,2500.0,0.29,77.0,68.0,62.0,18.0,5.0,0.0,1.0,26.0,15.0,8.0,15.0,2.0,2.0,5.0,0.333,0.419,0.753,0.221,オリックス
487,53,宜保翔,900.0,0.279,62.0,162.0,147.0,41.0,5.0,0.0,0.0,46.0,14.0,9.0,25.0,6.0,1.0,1.0,0.31,0.313,0.623,0.154,オリックス
488,55,Ｔ-岡田,7200.0,0.179,20.0,42.0,39.0,7.0,0.0,0.0,0.0,7.0,3.0,4.0,9.0,2.0,0.0,0.0,0.214,0.179,0.394,0.214,オリックス
489,60,佐野如一,500.0,,,,,,,,,,,,,,,,,,,,オリックス
490,61,茶野篤政,240.0,0.237,91.0,344.0,312.0,74.0,7.0,0.0,1.0,84.0,37.0,23.0,76.0,16.0,8.0,7.0,0.291,0.269,0.56,0.221,オリックス
491,62,中川拓真,450.0,,,,,,,,,,,,,,,,,,,,オリックス
492,64,大里昂生,240.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,オリックス
493,67,中川圭太,6000.0,0.269,135.0,563.0,506.0,136.0,29.0,5.0,12.0,211.0,66.0,55.0,90.0,43.0,7.0,5.0,0.334,0.417,0.751,0.16,オリックス
494,68,平野大和,250.0,0.2,4.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.4,0.4,オリックス
495,99,杉本裕太郎,7200.0,0.242,96.0,370.0,339.0,82.0,12.0,1.0,16.0,144.0,34.0,41.0,101.0,19.0,9.0,0.0,0.298,0.425,0.723,0.273,オリックス
496,124,上野響平,450.0,,,,,,,,,,,,,,,,,,,,オリックス
