,背番号,名前,年俸,防御率,試合数,勝利,敗戦,投球回数,勝率,完投,完封,セーブ,ホールド,奪三振,奪三振率,失点,自責点,被安打,被本塁打,与四球,与死球,与四球率,チーム
190,26,山野太一,750.0,4.15,5.0,1.0,3.0,26.0,0.25,0.0,0.0,0.0,0.0,15.0,5.19,13.0,12.0,25.0,2.0,11.0,1.0,3.81,ヤクルト
191,28,吉田大喜,1100.0,,,,,,,,,,,,,,,,,,,,ヤクルト
192,29,小川泰弘,16000.0,3.38,23.0,10.0,8.0,144.0,0.556,0.0,0.0,0.0,0.0,86.0,5.38,60.0,54.0,124.0,14.0,33.0,4.0,2.06,ヤクルト
193,34,田口麗斗,8800.0,1.86,50.0,3.0,5.0,,0.375,0.0,0.0,33.0,6.0,55.0,10.24,11.0,10.0,39.0,2.0,13.0,0.0,2.42,ヤクルト
194,35,杉山晃基,680.0,,,,,,,,,,,,,,,,,,,,ヤクルト
195,37,エルビン・ロドリゲス,4900.0,4.09,7.0,1.0,5.0,33.0,0.167,0.0,0.0,0.0,0.0,23.0,6.27,20.0,15.0,33.0,5.0,13.0,1.0,3.55,ヤクルト
196,38,梅野雄吾,3500.0,3.38,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4.5,3.0,3.0,9.0,1.0,4.0,0.0,4.5,ヤクルト
197,40,市川悠太,750.0,8.36,4.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,4.5,14.0,13.0,14.0,4.0,5.0,4.0,3.21,ヤクルト
198,41,柴田大地,1100.0,,,,,,,,,,,,,,,,,,,,ヤクルト
199,43,山本大貴,950.0,2.55,42.0,2.0,0.0,,1.0,0.0,0.0,0.0,9.0,26.0,6.62,11.0,10.0,32.0,4.0,13.0,3.0,3.31,ヤクルト
200,44,大西広樹,2500.0,3.6,46.0,2.0,2.0,55.0,0.5,0.0,0.0,0.0,6.0,35.0,5.73,23.0,22.0,53.0,3.0,12.0,3.0,1.96,ヤクルト
201,45,小澤怜史,1100.0,3.02,29.0,6.0,4.0,,0.6,1.0,1.0,0.0,2.0,83.0,7.37,38.0,34.0,83.0,10.0,29.0,9.0,2.58,ヤクルト
202,47,高橋奎二,5000.0,4.6,20.0,4.0,9.0,,0.308,0.0,0.0,0.0,0.0,94.0,8.32,53.0,52.0,104.0,20.0,47.0,6.0,4.16,ヤクルト
203,48,金久保優斗,1000.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0.0,0.0,0.0,0.0,3.0,2.0,6.75,ヤクルト
204,49,成田翔,670.0,5.4,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,5.4,2.0,2.0,4.0,0.0,1.0,2.0,2.7,ヤクルト
205,52,尾仲祐哉,600.0,5.17,11.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,8.0,4.6,9.0,9.0,21.0,2.0,7.0,1.0,4.02,ヤクルト
206,53,長谷川宙輝,800.0,13.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,3.0,3.0,3.0,1.0,3.0,0.0,13.5,ヤクルト
207,54,サイスニード,19500.0,3.67,23.0,7.0,8.0,135.0,0.467,2.0,2.0,0.0,0.0,103.0,6.87,61.0,55.0,133.0,15.0,36.0,3.0,2.4,ヤクルト
208,56,坂本拓己,500.0,,,,,,,,,,,,,,,,,,,,ヤクルト
209,58,阪口皓亮,900.0,3.31,13.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,17.0,9.37,7.0,6.0,19.0,0.0,6.0,0.0,3.31,ヤクルト
210,61,久保拓眞,1300.0,6.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,8.0,2.0,3.0,1.0,9.0,ヤクルト
211,62,竹山日向,550.0,,,,,,,,,,,,,,,,,,,,ヤクルト
212,63,ピーターズ,10500.0,3.22,18.0,6.0,5.0,,0.545,0.0,0.0,0.0,0.0,66.0,5.9,41.0,36.0,99.0,8.0,21.0,5.0,1.88,ヤクルト
213,64,大下佑馬,1300.0,,,,,,,,,,,,,,,,,,,,ヤクルト
214,67,嘉手苅浩太,530.0,,,,,,,,,,,,,,,,,,,,ヤクルト
215,68,丸山翔大,300.0,4.05,22.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,25.0,8.44,12.0,12.0,20.0,3.0,16.0,2.0,5.4,ヤクルト
216,69,今野龍太,4200.0,3.77,26.0,1.0,0.0,31.0,1.0,0.0,0.0,0.0,2.0,13.0,3.77,13.0,13.0,31.0,4.0,10.0,2.0,2.9,ヤクルト
217,99,エスピナル,9100.0,5.4,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,7.2,3.0,3.0,1.0,1.0,5.0,0.0,9.0,ヤクルト
218,7,根尾昂,1850.0,0.71,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,2.84,5.0,1.0,9.0,0.0,8.0,0.0,5.68,中日
219,11,小笠原慎之介,6600.0,3.59,25.0,7.0,12.0,,0.368,1.0,1.0,0.0,0.0,134.0,7.51,69.0,64.0,153.0,14.0,41.0,4.0,2.3,中日
220,12,田島慎二,3500.0,4.85,32.0,1.0,2.0,,0.333,0.0,0.0,0.0,10.0,31.0,9.4,16.0,16.0,24.0,3.0,17.0,1.0,5.16,中日
221,13,橋本侑樹,1100.0,1.17,13.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,9.0,5.28,2.0,2.0,9.0,0.0,10.0,3.0,5.87,中日
222,14,谷元圭介,4200.0,8.44,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.38,8.0,5.0,5.0,1.0,6.0,0.0,10.12,中日
223,17,柳裕也,10800.0,2.44,24.0,4.0,11.0,,0.267,2.0,0.0,0.0,0.0,105.0,5.97,46.0,43.0,126.0,6.0,47.0,4.0,2.67,中日
224,18,梅津晃大,950.0,0.95,3.0,1.0,1.0,19.0,0.5,0.0,0.0,0.0,0.0,11.0,5.21,3.0,2.0,9.0,2.0,5.0,2.0,2.37,中日
225,19,高橋宏斗,3500.0,2.53,25.0,7.0,11.0,146.0,0.389,1.0,1.0,0.0,0.0,145.0,8.94,52.0,41.0,129.0,6.0,51.0,9.0,3.14,中日
226,20,涌井秀章,10000.0,3.97,21.0,5.0,13.0,111.0,0.278,0.0,0.0,0.0,0.0,89.0,7.22,53.0,49.0,116.0,9.0,30.0,2.0,2.43,中日
227,21,岡田俊哉,1900.0,,,,,,,,,,,,,,,,,,,,中日
228,22,大野雄大,30000.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.86,1.0,0.0,3.0,0.0,1.0,0.0,1.29,中日
229,24,福谷浩司,2200.0,5.17,14.0,3.0,4.0,54.0,0.429,0.0,0.0,0.0,0.0,36.0,6.0,34.0,31.0,72.0,6.0,11.0,1.0,1.83,中日
230,26,石森大誠,900.0,,,,,,,,,,,,,,,,,,,,中日
231,28,森博人,1450.0,,,,,,,,,,,,,,,,,,,,中日
232,29,ジャリエル・ロドリゲス,20000.0,,,,,,,,,,,,,,,,,,,,中日
233,31,仲地礼亜,1600.0,4.98,9.0,2.0,5.0,,0.286,0.0,0.0,0.0,0.0,37.0,7.68,24.0,24.0,41.0,6.0,25.0,0.0,5.19,中日
234,33,祖父江大輔,10000.0,3.57,45.0,3.0,5.0,,0.375,0.0,0.0,0.0,13.0,35.0,7.81,16.0,16.0,39.0,4.0,8.0,1.0,1.79,中日
235,34,福敬登,5000.0,2.55,29.0,1.0,0.0,,1.0,0.0,0.0,0.0,12.0,15.0,7.64,8.0,5.0,12.0,1.0,8.0,1.0,4.08,中日
236,36,岡野祐一郎,850.0,5.73,15.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,19.0,7.77,14.0,14.0,22.0,3.0,2.0,3.0,0.82,中日
237,38,松葉貴大,5000.0,3.28,11.0,1.0,4.0,,0.2,0.0,0.0,0.0,0.0,20.0,3.12,23.0,21.0,55.0,1.0,14.0,1.0,2.18,中日
238,40,森山暁生,600.0,,,,,,,,,,,,,,,,,,,,中日
239,41,勝野昌慶,1900.0,2.01,50.0,5.0,2.0,,0.714,0.0,0.0,1.0,20.0,49.0,8.94,11.0,11.0,33.0,2.0,22.0,2.0,4.01,中日
240,46,鈴木博志,1350.0,4.07,9.0,1.0,2.0,,0.333,0.0,0.0,0.0,1.0,5.0,1.85,12.0,11.0,23.0,1.0,12.0,2.0,4.44,中日
241,47,砂田毅樹,5000.0,4.61,18.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,12.0,7.9,7.0,7.0,12.0,1.0,7.0,0.0,4.61,中日
242,50,清水達也,3200.0,3.09,50.0,3.0,3.0,,0.5,0.0,0.0,0.0,25.0,54.0,10.41,16.0,16.0,34.0,3.0,30.0,1.0,5.79,中日
243,54,藤嶋健人,4600.0,1.07,56.0,1.0,1.0,,0.5,0.0,0.0,4.0,14.0,46.0,8.17,10.0,6.0,34.0,1.0,14.0,1.0,2.49,中日
244,59,山本拓実,1350.0,5.54,14.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,7.62,11.0,8.0,17.0,1.0,5.0,0.0,3.46,中日
245,59,齋藤綱記,1300.0,0.73,31.0,2.0,0.0,,1.0,0.0,0.0,0.0,11.0,24.0,8.76,3.0,2.0,18.0,0.0,10.0,1.0,3.65,中日
246,64,福島章太,585.0,13.5,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,5.4,5.0,5.0,8.0,0.0,1.0,1.0,2.7,中日
247,67,上田洸太朗,810.0,4.5,13.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,6.75,13.0,10.0,22.0,0.0,9.0,0.0,4.05,中日
248,70,近藤廉,510.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,8.0,8.0,0.0,4.0,1.0,36.0,中日
249,90,松山晋也,300.0,1.27,36.0,1.0,1.0,,0.5,0.0,0.0,0.0,17.0,50.0,12.74,6.0,5.0,23.0,0.0,14.0,6.0,3.57,中日
250,91,ウンベルト・メヒア,5000.0,2.23,8.0,3.0,1.0,,0.75,0.0,0.0,0.0,0.0,20.0,4.06,11.0,11.0,31.0,3.0,18.0,2.0,3.65,中日
251,92,ライデル・マルティネス,20000.0,0.39,48.0,3.0,1.0,,0.75,0.0,0.0,32.0,9.0,62.0,11.96,4.0,2.0,31.0,1.0,4.0,0.0,0.77,中日
252,93,マイケル・フェリス,,3.14,19.0,1.0,0.0,,1.0,0.0,0.0,0.0,9.0,16.0,10.05,5.0,5.0,9.0,1.0,11.0,2.0,6.91,中日
253,201,竹内龍臣,525.0,,,,,,,,,,,,,,,,,,,,中日
254,202,フランク・アルバレス,1000.0,,,,,,,,,,,,,,,,,,,,中日
255,203,岩嵜翔,2800.0,,,,,,,,,,,,,,,,,,,,中日
256,204,加藤翼,550.0,,,,,,,,,,,,,,,,,,,,中日
257,205,垣越建伸,525.0,,,,,,,,,,,,,,,,,,,,中日
258,206,松木平優太,315.0,,,,,,,,,,,,,,,,,,,,中日
259,207,松田亘哲,315.0,,,,,,,,,,,,,,,,,,,,中日
260,208,石川翔,530.0,,,,,,,,,,,,,,,,,,,,中日
261,212,野中天翔,300.0,,,,,,,,,,,,,,,,,,,,中日
262,12,矢澤宏太,1500.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,日本ハム
263,13,生田目翼,900.0,2.16,5.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,5.0,5.4,3.0,2.0,5.0,0.0,4.0,2.0,4.32,日本ハム
264,14,加藤貴之,13500.0,2.87,24.0,7.0,9.0,,0.438,3.0,1.0,0.0,0.0,83.0,4.57,59.0,52.0,162.0,14.0,16.0,1.0,0.88,日本ハム
265,15,上沢直之,17000.0,2.96,24.0,9.0,9.0,170.0,0.5,2.0,2.0,0.0,0.0,124.0,6.56,66.0,56.0,152.0,14.0,41.0,5.0,2.17,日本ハム
266,16,達孝太,1000.0,,,,,,,,,,,,,,,,,,,,日本ハム
267,17,伊藤大海,8500.0,3.46,24.0,7.0,10.0,,0.412,3.0,1.0,0.0,0.0,134.0,7.87,64.0,59.0,147.0,11.0,41.0,8.0,2.41,日本ハム
268,18,吉田輝星,2000.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,5.0,1.0,2.0,0.0,6.0,日本ハム
269,19,玉井大翔,6800.0,2.63,50.0,0.0,2.0,,0.0,0.0,0.0,2.0,10.0,21.0,5.02,14.0,11.0,43.0,3.0,7.0,3.0,1.67,日本ハム
270,20,上原健太,2400.0,2.75,19.0,4.0,7.0,,0.364,0.0,0.0,0.0,0.0,74.0,6.57,40.0,31.0,101.0,7.0,22.0,4.0,1.95,日本ハム
271,22,杉浦稔大,6000.0,2.78,24.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,22.0,8.74,9.0,7.0,22.0,4.0,10.0,2.0,3.97,日本ハム
272,24,金村尚真,1100.0,1.8,4.0,2.0,1.0,25.0,0.667,0.0,0.0,0.0,0.0,23.0,8.28,7.0,5.0,18.0,0.0,5.0,0.0,1.8,日本ハム
273,25,宮西尚生,5000.0,2.66,31.0,1.0,3.0,,0.25,0.0,0.0,1.0,13.0,24.0,9.13,7.0,7.0,29.0,3.0,10.0,3.0,3.8,日本ハム
274,26,田中正義,1200.0,3.5,47.0,2.0,3.0,,0.4,0.0,0.0,25.0,8.0,46.0,8.94,18.0,18.0,43.0,6.0,13.0,0.0,2.53,日本ハム
275,28,河野竜生,2700.0,1.7,50.0,1.0,4.0,,0.2,0.0,0.0,0.0,20.0,35.0,7.44,9.0,8.0,30.0,1.0,9.0,3.0,1.91,日本ハム
276,29,井口和朋,3300.0,5.4,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.6,3.0,3.0,6.0,0.0,3.0,0.0,5.4,日本ハム
277,31,ジェームス・マーベル,2500.0,2.49,8.0,2.0,2.0,,0.5,0.0,0.0,0.0,0.0,12.0,4.98,9.0,6.0,21.0,1.0,9.0,1.0,3.74,日本ハム
278,33,立野和明,1600.0,6.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,10.5,4.0,4.0,10.0,2.0,1.0,0.0,1.5,日本ハム
279,34,堀瑞輝,5500.0,9.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,6.75,4.0,4.0,9.0,3.0,1.0,0.0,2.25,日本ハム
280,40,福田俊,1200.0,0.0,29.0,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,19.0,6.49,0.0,0.0,11.0,0.0,10.0,2.0,3.42,日本ハム
281,41,ブライアン・ロドリゲス,12000.0,5.09,37.0,1.0,7.0,,0.125,0.0,0.0,0.0,12.0,20.0,5.09,21.0,20.0,42.0,5.0,20.0,0.0,5.09,日本ハム
282,45,コディ・ポンセ,18000.0,3.66,10.0,4.0,5.0,,0.444,0.0,0.0,0.0,0.0,43.0,7.49,27.0,21.0,59.0,3.0,17.0,3.0,2.96,日本ハム
283,46,畔柳亨丞,540.0,,,,,,,,,,,,,,,,,,,,日本ハム
284,47,鈴木健矢,1900.0,2.63,24.0,6.0,4.0,65.0,0.6,0.0,0.0,0.0,1.0,23.0,3.18,24.0,19.0,59.0,3.0,21.0,3.0,2.91,日本ハム
285,48,齋藤友貴哉,1700.0,,,,,,,,,,,,,,,,,,,,日本ハム
286,51,石川直也,4000.0,5.87,16.0,0.0,0.0,,0.0,0.0,0.0,1.0,3.0,12.0,7.04,10.0,10.0,17.0,1.0,4.0,1.0,2.35,日本ハム
287,52,池田隆英,1600.0,2.86,51.0,1.0,5.0,,0.167,0.0,0.0,0.0,25.0,45.0,8.05,18.0,16.0,33.0,5.0,12.0,2.0,2.15,日本ハム
288,53,長谷川威展,710.0,1.08,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,5.4,1.0,1.0,8.0,0.0,3.0,1.0,3.24,日本ハム
289,54,安西叶翔,530.0,,,,,,,,,,,,,,,,,,,,日本ハム
290,55,松浦慶斗,540.0,,,,,,,,,,,,,,,,,,,,日本ハム
291,57,北山亘基,2700.0,3.41,14.0,6.0,5.0,66.0,0.545,0.0,0.0,0.0,0.0,58.0,7.91,26.0,25.0,49.0,9.0,34.0,0.0,4.64,日本ハム
292,59,根本悠楓,1300.0,2.88,5.0,3.0,1.0,25.0,0.75,0.0,0.0,0.0,0.0,23.0,8.28,8.0,8.0,12.0,2.0,14.0,3.0,5.04,日本ハム
293,62,宮内春輝,850.0,6.48,15.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,18.0,9.72,12.0,12.0,23.0,1.0,5.0,0.0,2.7,日本ハム
294,63,北浦竜次,770.0,3.09,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,8.49,4.0,4.0,12.0,1.0,2.0,0.0,1.54,日本ハム
295,67,齋藤綱記,1300.0,10.8,4.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,3.0,8.1,4.0,4.0,5.0,2.0,0.0,0.0,0.0,日本ハム
296,67,山本拓実,1350.0,1.5,26.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,19.0,7.12,4.0,4.0,23.0,2.0,6.0,0.0,2.25,日本ハム
297,68,松岡洸希,600.0,,,,,,,,,,,,,,,,,,,,日本ハム
298,93,田中瑛斗,700.0,5.4,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.32,5.0,5.0,8.0,1.0,7.0,1.0,7.56,日本ハム
299,114,松本遼大,290.0,,,,,,,,,,,,,,,,,,,,日本ハム
300,115,齊藤伸治,290.0,,,,,,,,,,,,,,,,,,,,日本ハム
301,121,福島蓮,260.0,,,,,,,,,,,,,,,,,,,,日本ハム
302,123,柳川大晟,260.0,,,,,,,,,,,,,,,,,,,,日本ハム
303,126,中山晶量,260.0,,,,,,,,,,,,,,,,,,,,日本ハム
304,128,山本晃大,260.0,,,,,,,,,,,,,,,,,,,,日本ハム
305,137,柿木蓮,440.0,,,,,,,,,,,,,,,,,,,,日本ハム
306,161,姫野優也,440.0,,,,,,,,,,,,,,,,,,,,日本ハム
307,1,風間球打,1080.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
308,2,スチュワート・ジュニア,11000.0,3.38,14.0,3.0,6.0,,0.333,0.0,0.0,0.0,0.0,67.0,7.8,31.0,29.0,70.0,7.0,42.0,1.0,4.89,ソフトバンク
309,11,津森宥紀,4100.0,3.51,56.0,4.0,4.0,,0.5,0.0,0.0,0.0,22.0,44.0,8.14,20.0,19.0,37.0,4.0,21.0,3.0,3.88,ソフトバンク
310,14,又吉克樹,15000.0,2.25,32.0,2.0,2.0,28.0,0.5,0.0,0.0,0.0,10.0,15.0,4.82,7.0,7.0,21.0,2.0,10.0,2.0,3.21,ソフトバンク
311,16,東浜巨,15000.0,4.52,17.0,6.0,7.0,,0.462,0.0,0.0,0.0,0.0,73.0,6.59,50.0,50.0,114.0,6.0,24.0,0.0,2.17,ソフトバンク
312,17,有原航平,50000.0,2.31,17.0,10.0,5.0,,0.667,1.0,1.0,0.0,0.0,74.0,5.52,40.0,31.0,105.0,13.0,25.0,7.0,1.86,ソフトバンク
313,18,武田翔太,15000.0,3.91,29.0,1.0,2.0,46.0,0.333,0.0,0.0,0.0,2.0,38.0,7.43,20.0,20.0,45.0,1.0,19.0,2.0,3.72,ソフトバンク
314,20,甲斐野央,3600.0,2.53,46.0,3.0,1.0,,0.75,0.0,0.0,2.0,8.0,39.0,8.23,12.0,12.0,33.0,2.0,13.0,2.0,2.74,ソフトバンク
315,21,和田毅,16500.0,3.24,21.0,8.0,6.0,100.0,0.571,0.0,0.0,0.0,0.0,85.0,7.65,39.0,36.0,89.0,10.0,29.0,3.0,2.61,ソフトバンク
316,26,大津亮介,1200.0,2.43,46.0,2.0,0.0,,1.0,0.0,0.0,0.0,13.0,21.0,4.65,14.0,11.0,34.0,5.0,11.0,2.0,2.43,ソフトバンク
317,27,J.ガンケル,16000.0,5.82,5.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,11.0,5.82,14.0,11.0,21.0,3.0,5.0,2.0,2.65,ソフトバンク
318,28,高橋礼,4300.0,10.8,5.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.54,14.0,14.0,23.0,3.0,6.0,1.0,4.63,ソフトバンク
319,29,石川柊太,15000.0,4.15,23.0,4.0,8.0,,0.333,1.0,1.0,0.0,0.0,119.0,8.52,63.0,58.0,108.0,15.0,61.0,8.0,4.37,ソフトバンク
320,34,椎野新,1900.0,3.86,11.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,17.0,9.37,9.0,7.0,17.0,1.0,9.0,0.0,4.96,ソフトバンク
321,35,L.モイネロ,30000.0,0.98,27.0,3.0,0.0,,1.0,0.0,0.0,5.0,13.0,37.0,12.04,3.0,3.0,11.0,0.0,5.0,0.0,1.63,ソフトバンク
322,38,森唯斗,46000.0,4.6,6.0,2.0,3.0,,0.4,0.0,0.0,0.0,0.0,27.0,8.28,15.0,15.0,28.0,2.0,9.0,0.0,2.76,ソフトバンク
323,39,尾形崇斗,800.0,4.0,12.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,7.5,11.0,8.0,18.0,3.0,3.0,1.0,1.5,ソフトバンク
324,40,杉山一樹,1600.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
325,42,大関友久,4500.0,2.92,17.0,5.0,7.0,,0.417,2.0,1.0,0.0,0.0,76.0,6.54,36.0,34.0,86.0,11.0,35.0,6.0,3.01,ソフトバンク
326,47,高橋純平,2100.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
327,48,藤井皓哉,5000.0,2.33,34.0,5.0,3.0,,0.625,0.0,0.0,0.0,9.0,84.0,10.85,21.0,18.0,46.0,3.0,33.0,7.0,4.26,ソフトバンク
328,49,松本晴,800.0,7.11,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,4.0,5.68,5.0,5.0,8.0,0.0,3.0,1.0,4.26,ソフトバンク
329,50,板東湧梧,3400.0,3.04,30.0,5.0,4.0,83.0,0.556,0.0,0.0,0.0,1.0,58.0,6.29,32.0,28.0,73.0,5.0,34.0,3.0,3.69,ソフトバンク
330,53,泉圭輔,2700.0,16.88,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,6.75,5.0,5.0,4.0,1.0,3.0,2.0,10.12,ソフトバンク
331,54,ロベルト・オスナ,65000.0,0.92,49.0,3.0,2.0,49.0,0.6,0.0,0.0,26.0,12.0,42.0,7.71,5.0,5.0,28.0,3.0,6.0,0.0,1.1,ソフトバンク
332,56,田浦文丸,960.0,2.38,45.0,2.0,1.0,34.0,0.667,0.0,0.0,0.0,7.0,28.0,7.41,9.0,9.0,31.0,1.0,12.0,7.0,3.18,ソフトバンク
333,57,嘉弥真新也,16000.0,5.25,23.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,7.0,7.0,5.25,7.0,7.0,16.0,1.0,6.0,1.0,4.5,ソフトバンク
334,58,木村大成,550.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
335,60,大野稼頭央,500.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
336,61,ダーウィンゾン・ヘルナンデス,,27.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,13.5,2.0,2.0,3.0,1.0,1.0,1.0,13.5,ソフトバンク
337,63,古川侑利,1300.0,4.5,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,9.9,5.0,5.0,12.0,3.0,1.0,0.0,0.9,ソフトバンク
338,66,松本裕樹,4000.0,2.68,53.0,2.0,2.0,47.0,0.5,0.0,0.0,0.0,25.0,60.0,11.49,16.0,14.0,32.0,5.0,17.0,0.0,3.26,ソフトバンク
339,67,笠谷俊介,2100.0,1.59,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,8.74,2.0,2.0,8.0,0.0,8.0,0.0,6.35,ソフトバンク
340,68,木村光,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
341,70,田上奏大,650.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
342,120,佐藤宏樹,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
343,123,中道佑哉,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
344,124,桑原秀侍,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
345,126,奥村政稔,900.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
346,133,岡本直也,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
347,134,大城真乃,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
348,135,A.アルメンタ,1000.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
349,136,大竹風雅,600.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
350,137,中村亮太,650.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
351,138,重田倫明,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
352,139,井崎燦志郎,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
353,140,三浦瑞樹,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
354,141,M.フェリックス,1000.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
355,143,村上舜,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
356,145,田中怜利ハモンド,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
357,147,加藤洸稀,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
358,148,山崎琢磨,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
359,152,瀧本将生,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
360,154,佐藤琢磨,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
361,156,ルイス・ロドリゲス,1000.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
362,158,赤羽蓮,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
363,161,内野海斗,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
364,162,岡植純平,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
365,163,佐々木明都,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
366,164,水口創太,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
367,165,宮崎颯,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
368,167,前田純,400.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
369,169,飛田悠成,360.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
370,172,渡邊佑樹,700.0,,,,,,,,,,,,,,,,,,,,ソフトバンク
371,11,佐々木千隼,3850.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,ロッテ
372,12,石川歩,15000.0,,,,,,,,,,,,,,,,,,,,ロッテ
373,14,小島和哉,6800.0,3.47,25.0,10.0,6.0,,0.625,0.0,0.0,0.0,0.0,114.0,6.48,64.0,61.0,143.0,14.0,57.0,6.0,3.24,ロッテ
374,15,美馬学,14000.0,4.76,18.0,3.0,9.0,,0.25,0.0,0.0,0.0,0.0,67.0,6.13,55.0,52.0,106.0,13.0,32.0,3.0,2.93,ロッテ
375,16,種市篤暉,1800.0,3.42,23.0,10.0,7.0,,0.588,0.0,0.0,0.0,0.0,157.0,10.34,56.0,52.0,124.0,12.0,45.0,7.0,2.96,ロッテ
