,背番号,名前,年俸,防御率,試合数,勝利,敗戦,投球回数,勝率,完投,完封,セーブ,ホールド,奪三振,奪三振率,失点,自責点,被安打,被本塁打,与四球,与死球,与四球率,チーム
13,30,一岡竜司,7700,2.9,33.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,16.0,18.0,5.23,11.0,10.0,29.0,1.0,10.0,2.0,2.9,広島
14,34,高橋昂也,800,,,,,,,,,,,,,,,,,,,,広島
15,36,塹江敦哉,650,6.1,11.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,23.0,10.02,14.0,14.0,20.0,4.0,14.0,1.0,6.1,広島
16,39,飯田哲矢,900,,,,,,,,,,,,,,,,,,,,広島
17,41,藤井皓哉,750,14.21,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,11.37,10.0,10.0,13.0,0.0,9.0,0.0,12.79,広島
18,42,K.ジョンソン,33000,2.59,27.0,11.0,8.0,,0.579,1.0,1.0,0.0,0.0,132.0,7.58,50.0,45.0,132.0,12.0,58.0,4.0,3.33,広島
19,43,島内颯太郎,1000,4.4,25.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,33.0,10.36,15.0,14.0,19.0,1.0,19.0,2.0,5.97,広島
20,46,高橋樹也,900,,,,,,,,,,,,,,,,,,,,広島
21,47,山口翔,600,4.85,9.0,1.0,3.0,26.0,0.25,0.0,0.0,0.0,0.0,21.0,7.27,14.0,14.0,25.0,3.0,13.0,3.0,4.5,広島
22,48,アドゥワ誠,2200,4.32,19.0,3.0,5.0,,0.375,1.0,0.0,0.0,0.0,52.0,5.11,52.0,44.0,101.0,14.0,27.0,4.0,2.65,広島
23,53,戸田隆矢,1600,,,,,,,,,,,,,,,,,,,,広島
24,57,田中法彦,450,,,,,,,,,,,,,,,,,,,,広島
25,58,レグナルト,4400,3.34,52.0,6.0,3.0,,0.667,0.0,0.0,0.0,15.0,67.0,10.16,25.0,22.0,53.0,7.0,34.0,3.0,5.16,広島
26,59,菊池保則,1100,2.8,58.0,1.0,3.0,61.0,0.25,0.0,0.0,0.0,15.0,43.0,6.34,21.0,19.0,39.0,4.0,23.0,0.0,3.39,広島
27,62,ヘルウェグ,9900,0.0,5.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,2.0,4.91,0.0,0.0,2.0,0.0,1.0,0.0,2.45,広島
28,64,中村恭平,750,2.64,43.0,0.0,1.0,,0.0,0.0,0.0,0.0,12.0,58.0,11.77,16.0,13.0,31.0,5.0,17.0,2.0,3.45,広島
29,65,長井良太,520,,,,,,,,,,,,,,,,,,,,広島
30,66,遠藤淳志,480,3.16,34.0,1.0,1.0,,0.5,0.0,0.0,1.0,6.0,38.0,8.02,19.0,15.0,36.0,1.0,25.0,1.0,5.27,広島
31,67,中村祐太,1200,12.71,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,6.35,8.0,8.0,11.0,3.0,5.0,0.0,7.94,広島
32,68,平岡敬人,500,,,,,,,,,,,,,,,,,,,,広島
33,70,ローレンス,5720,10.8,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.4,6.0,6.0,4.0,1.0,4.0,0.0,7.2,広島
34,97,フランスア,3980,2.76,67.0,8.0,6.0,,0.571,0.0,0.0,12.0,18.0,94.0,11.8,29.0,22.0,55.0,8.0,32.0,7.0,4.02,広島
35,98,モンティージャ,860,14.54,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,8.0,16.62,8.0,7.0,11.0,1.0,4.0,0.0,8.31,広島
36,120,岡林飛翔,300,,,,,,,,,,,,,,,,,,,,広島
37,121,藤井黎來,300,,,,,,,,,,,,,,,,,,,,広島
38,122,佐々木健,300,,,,,,,,,,,,,,,,,,,,広島
39,003,山川和大,280,,,,,,,,,,,,,,,,,,,,巨人
40,11,山口俊,23000,2.91,26.0,15.0,4.0,170.0,0.789,0.0,0.0,0.0,0.0,188.0,9.95,60.0,55.0,137.0,8.0,60.0,13.0,3.18,巨人
41,011,高井俊,270,,,,,,,,,,,,,,,,,,,,巨人
42,12,高橋優貴,1500,3.19,18.0,5.0,7.0,93.0,0.417,0.0,0.0,0.0,0.0,89.0,8.61,34.0,33.0,70.0,14.0,48.0,5.0,4.65,巨人
43,012,平井快青,240,,,,,,,,,,,,,,,,,,,,巨人
44,13,森福允彦,8400,6.23,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,5.0,10.38,3.0,3.0,5.0,2.0,0.0,0.0,0.0,巨人
45,013,堀岡隼人,250,6.23,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,4.15,3.0,3.0,5.0,1.0,3.0,0.0,6.23,巨人
46,15,澤村拓一,12150,2.61,43.0,2.0,2.0,,0.5,0.0,0.0,1.0,13.0,55.0,10.24,14.0,14.0,40.0,3.0,17.0,3.0,3.17,巨人
47,015,巽大介,500,,,,,,,,,,,,,,,,,,,,巨人
48,016,沼田翔平,240,,,,,,,,,,,,,,,,,,,,巨人
49,17,大竹寛,2625,2.77,32.0,4.0,0.0,26.0,1.0,0.0,0.0,0.0,8.0,24.0,8.31,9.0,8.0,26.0,2.0,8.0,0.0,2.77,巨人
50,017,山上信吾,260,,,,,,,,,,,,,,,,,,,,巨人
51,18,菅野智之,65000,3.89,22.0,11.0,6.0,,0.647,3.0,1.0,0.0,0.0,120.0,7.92,65.0,59.0,138.0,20.0,32.0,3.0,2.11,巨人
52,19,上原浩治,5000,,,,,,,,,,,,,,,,,,,,巨人
53,019,田中優大,310,,,,,,,,,,,,,,,,,,,,巨人
54,20,マシソン,35500,4.37,28.0,2.0,2.0,,0.5,0.0,0.0,1.0,8.0,19.0,7.54,11.0,11.0,28.0,2.0,9.0,0.0,3.57,巨人
55,020,橋本篤郎,310,,,,,,,,,,,,,,,,,,,,巨人
56,21,岩隈久志,5000,,,,,,,,,,,,,,,,,,,,巨人
57,23,野上亮磨,15000,3.5,13.0,1.0,2.0,18.0,0.333,0.0,0.0,1.0,3.0,16.0,8.0,10.0,7.0,19.0,1.0,6.0,0.0,3.0,巨人
58,023,與那原大剛,510,,,,,,,,,,,,,,,,,,,,巨人
59,24,クック,14300,4.8,13.0,0.0,2.0,15.0,0.0,0.0,0.0,6.0,0.0,9.0,5.4,8.0,8.0,19.0,2.0,6.0,0.0,3.6,巨人
60,024,山下亜文,300,,,,,,,,,,,,,,,,,,,,巨人
61,025,ラモス,240,,,,,,,,,,,,,,,,,,,,巨人
62,28,田口麗斗,7500,4.13,55.0,3.0,3.0,,0.5,0.0,0.0,1.0,14.0,66.0,9.09,30.0,30.0,59.0,11.0,18.0,2.0,2.48,巨人
63,29,鍬原拓也,1650,4.74,15.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,2.0,16.0,7.58,11.0,10.0,17.0,4.0,4.0,2.0,1.89,巨人
64,30,宮國椋丞,2640,3.94,28.0,0.0,2.0,,0.0,0.0,0.0,0.0,3.0,21.0,6.37,16.0,13.0,26.0,2.0,9.0,1.0,2.73,巨人
65,31,畠世周,1920,6.89,5.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,14.0,8.04,14.0,12.0,26.0,2.0,5.0,1.0,2.87,巨人
66,32,鍵谷陽平,4300,3.0,27.0,0.0,2.0,27.0,0.0,0.0,0.0,0.0,6.0,11.0,3.67,11.0,9.0,21.0,4.0,18.0,0.0,6.0,巨人
67,35,桜井俊貴,1000,4.32,29.0,8.0,6.0,,0.571,0.0,0.0,0.0,0.0,82.0,6.81,53.0,52.0,109.0,12.0,42.0,4.0,3.49,巨人
68,37,田原誠次,3600,4.32,25.0,2.0,2.0,,0.5,0.0,0.0,0.0,5.0,9.0,4.86,8.0,8.0,14.0,1.0,7.0,0.0,3.78,巨人
69,40,谷岡竜平,1500,,,,,,,,,,,,,,,,,,,,巨人
70,41,中川皓太,1900,2.37,67.0,4.0,3.0,,0.571,0.0,0.0,16.0,17.0,74.0,10.3,19.0,17.0,57.0,3.0,18.0,2.0,2.51,巨人
71,42,C.C.メルセデス,850,3.52,22.0,8.0,8.0,,0.5,0.0,0.0,0.0,0.0,89.0,6.66,49.0,47.0,137.0,12.0,28.0,5.0,2.09,巨人
72,45,今村信貴,2600,4.08,17.0,3.0,2.0,,0.6,0.0,0.0,0.0,0.0,54.0,5.95,39.0,37.0,82.0,9.0,26.0,8.0,2.87,巨人
73,47,吉川光夫,7500,9.95,9.0,0.0,1.0,,0.0,0.0,0.0,0.0,3.0,4.0,5.68,7.0,7.0,12.0,2.0,6.0,0.0,8.53,巨人
74,48,池田駿,1700,18.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,0.0,9.0,巨人
75,49,ヤングマン,11000,6.09,10.0,3.0,4.0,,0.429,0.0,0.0,0.0,0.0,28.0,5.68,33.0,30.0,49.0,9.0,26.0,3.0,5.28,巨人
76,50,戸根千明,1500,1.99,26.0,0.0,1.0,,0.0,0.0,0.0,0.0,8.0,21.0,8.34,7.0,5.0,17.0,2.0,17.0,3.0,6.75,巨人
77,53,高田萌生,680,5.4,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,12.6,3.0,3.0,7.0,0.0,2.0,0.0,3.6,巨人
78,54,直江大輔,500,,,,,,,,,,,,,,,,,,,,巨人
79,57,高木京介,500,3.83,55.0,3.0,1.0,54.0,0.75,0.0,0.0,0.0,10.0,48.0,8.0,23.0,23.0,51.0,11.0,13.0,0.0,2.17,巨人
80,58,坂本工宜,370,13.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.5,3.0,3.0,5.0,0.0,0.0,1.0,0.0,巨人
81,62,横川凱,500,,,,,,,,,,,,,,,,,,,,巨人
82,64,大江竜聖,560,6.75,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,7.0,5.91,9.0,8.0,13.0,3.0,3.0,0.0,2.53,巨人
83,67,古川侑利,1600,7.2,3.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,0.0,10.0,18.0,4.0,4.0,4.0,0.0,2.0,0.0,3.6,巨人
84,68,戸郷翔征,500,2.08,2.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,11.0,11.42,2.0,2.0,6.0,1.0,3.0,1.0,3.12,巨人
85,92,アダメス,910,6.75,11.0,0.0,1.0,,0.0,0.0,0.0,0.0,3.0,4.0,3.86,7.0,7.0,10.0,2.0,4.0,0.0,3.86,巨人
86,97,ルビー・デラロサ,3000,2.25,26.0,1.0,0.0,24.0,1.0,0.0,0.0,8.0,5.0,32.0,12.0,6.0,6.0,16.0,4.0,5.0,1.0,1.88,巨人
87,11,東克樹,5550,3.76,7.0,4.0,2.0,,0.667,0.0,0.0,0.0,0.0,31.0,7.28,17.0,16.0,38.0,4.0,10.0,1.0,2.35,DeNA
88,12,阪口皓亮,600,5.87,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.7,5.0,5.0,9.0,0.0,4.0,1.0,4.7,DeNA
89,14,石田健大,5800,2.14,40.0,4.0,1.0,,0.8,0.0,0.0,0.0,10.0,78.0,9.84,19.0,17.0,59.0,7.0,21.0,0.0,2.65,DeNA
90,15,井納翔一,7200,4.76,15.0,4.0,5.0,70.0,0.444,0.0,0.0,0.0,0.0,50.0,6.43,43.0,37.0,74.0,5.0,28.0,3.0,3.6,DeNA
91,16,大貫晋一,1150,5.0,15.0,6.0,5.0,,0.545,0.0,0.0,0.0,0.0,54.0,7.29,38.0,37.0,81.0,7.0,25.0,2.0,3.38,DeNA
92,17,三嶋一輝,4800,4.33,71.0,5.0,4.0,,0.556,0.0,0.0,0.0,23.0,62.0,7.68,36.0,35.0,67.0,10.0,31.0,0.0,3.84,DeNA
93,19,山崎康晃,25000,1.95,61.0,3.0,2.0,60.0,0.6,0.0,0.0,30.0,4.0,54.0,8.1,18.0,13.0,44.0,6.0,19.0,0.0,2.85,DeNA
94,21,今永昇太,6700,2.91,25.0,13.0,7.0,170.0,0.65,3.0,3.0,0.0,0.0,186.0,9.85,59.0,55.0,128.0,18.0,56.0,4.0,2.96,DeNA
95,22,熊原健人,1000,,,,,,,,,,,,,,,,,,,,DeNA
96,24,齋藤俊介,950,5.76,16.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0,7.2,19.0,16.0,31.0,1.0,8.0,2.0,2.88,DeNA
97,26,濱口遥大,5050,3.17,17.0,6.0,5.0,,0.545,2.0,2.0,0.0,1.0,85.0,9.29,33.0,29.0,59.0,8.0,38.0,3.0,4.15,DeNA
98,27,上茶谷大河,1500,3.96,25.0,7.0,6.0,134.0,0.538,1.0,1.0,0.0,0.0,102.0,6.85,68.0,59.0,136.0,14.0,51.0,3.0,3.43,DeNA
99,28,勝又温史,560,,,,,,,,,,,,,,,,,,,,DeNA
100,30,飯塚悟史,1400,11.12,5.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,9.0,7.15,14.0,14.0,17.0,4.0,3.0,1.0,2.38,DeNA
101,34,平田真吾,1550,9.31,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,11.0,10.24,11.0,10.0,15.0,2.0,4.0,2.0,3.72,DeNA
102,35,三上朋也,10500,5.79,6.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,5.0,9.64,4.0,3.0,5.0,0.0,6.0,0.0,11.57,DeNA
103,41,櫻井周斗,570,4.86,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,17.0,9.18,9.0,9.0,17.0,1.0,10.0,1.0,5.4,DeNA
104,42,エディソン・バリオス,3300,4.3,3.0,1.0,2.0,,0.333,0.0,0.0,0.0,0.0,11.0,6.75,8.0,7.0,12.0,0.0,10.0,2.0,6.14,DeNA
105,43,進藤拓也,700,9.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,6.43,7.0,7.0,10.0,2.0,6.0,2.0,7.71,DeNA
106,45,綾部翔,590,,,,,,,,,,,,,,,,,,,,DeNA
107,46,田中健二朗,4600,,,,,,,,,,,,,,,,,,,,DeNA
108,47,砂田毅樹,7200,5.11,16.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,10.0,7.3,9.0,7.0,21.0,2.0,8.0,1.0,5.84,DeNA
109,48,京山将弥,1050,5.8,9.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,29.0,7.32,26.0,23.0,45.0,3.0,27.0,0.0,6.81,DeNA
110,49,赤間謙,1150,5.59,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,4.66,6.0,6.0,7.0,2.0,3.0,0.0,2.79,DeNA
111,53,パットン,16000,5.15,42.0,0.0,3.0,,0.0,0.0,0.0,0.0,22.0,45.0,11.05,24.0,21.0,38.0,4.0,22.0,3.0,5.4,DeNA
112,54,寺田光輝,600,,,,,,,,,,,,,,,,,,,,DeNA
113,56,濱矢廣大,900,32.4,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,5.0,0.0,27.0,DeNA
114,58,武藤祐太,1200,3.32,31.0,1.0,2.0,38.0,0.333,0.0,0.0,0.0,3.0,28.0,6.63,17.0,14.0,31.0,4.0,18.0,1.0,4.26,DeNA
115,59,平良拳太郎,1300,4.11,15.0,5.0,6.0,70.0,0.455,0.0,0.0,0.0,0.0,55.0,7.07,34.0,32.0,68.0,9.0,17.0,0.0,2.19,DeNA
116,62,エスコバー,9500,2.51,74.0,5.0,4.0,,0.556,0.0,0.0,0.0,33.0,88.0,10.51,23.0,21.0,60.0,7.0,24.0,2.0,2.87,DeNA
117,65,国吉佑樹,1700,4.8,53.0,5.0,3.0,,0.625,0.0,0.0,0.0,9.0,81.0,10.51,37.0,37.0,62.0,9.0,28.0,2.0,3.63,DeNA
118,67,古村徹,600,,,,,,,,,,,,,,,,,,,,DeNA
119,68,藤岡好明,1150,1.86,32.0,1.0,0.0,29.0,1.0,0.0,0.0,0.0,1.0,23.0,7.14,6.0,6.0,27.0,2.0,15.0,0.0,4.66,DeNA
120,91,中後悠平,950,3.38,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.38,1.0,1.0,3.0,0.0,2.0,0.0,6.75,DeNA
121,92,田村丈,440,,,,,,,,,,,,,,,,,,,,DeNA
122,94,笠井崇正,440,4.03,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.0,7.25,10.0,10.0,23.0,3.0,14.0,0.0,5.64,DeNA
123,97,S.ソリス,3300,2.08,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,4.15,1.0,1.0,4.0,1.0,2.0,0.0,4.15,DeNA
124,100,宮城滝太,340,,,,,,,,,,,,,,,,,,,,DeNA
125,104,中川虎大,360,5.4,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.4,3.0,3.0,7.0,2.0,3.0,0.0,5.4,DeNA
126,106,水野滉也,950,,,,,,,,,,,,,,,,,,,,DeNA
127,107,コルデロ,240,,,,,,,,,,,,,,,,,,,,DeNA
128,13,岡本洋介,2500,8.44,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,6.75,5.0,5.0,6.0,2.0,3.0,1.0,5.06,阪神
129,14,能見篤史,11000,4.3,51.0,1.0,2.0,44.0,0.333,0.0,0.0,0.0,18.0,41.0,8.39,21.0,21.0,37.0,5.0,24.0,1.0,4.91,阪神
130,16,西勇輝,12000,2.92,26.0,10.0,8.0,,0.556,1.0,1.0,0.0,0.0,112.0,5.85,60.0,56.0,159.0,12.0,36.0,9.0,1.88,阪神
131,17,岩貞祐太,3800,4.02,8.0,2.0,4.0,,0.333,0.0,0.0,0.0,0.0,33.0,7.36,19.0,18.0,43.0,4.0,15.0,0.0,3.35,阪神
132,18,馬場皐輔,1450,10.8,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,10.8,4.0,4.0,7.0,3.0,1.0,0.0,2.7,阪神
133,19,藤浪晋太郎,8400,2.08,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,6.23,1.0,1.0,4.0,0.0,6.0,2.0,12.46,阪神
134,21,岩田稔,3800,4.52,14.0,3.0,4.0,,0.429,1.0,0.0,0.0,0.0,43.0,4.98,46.0,39.0,90.0,13.0,21.0,3.0,2.43,阪神
135,22,藤川球児,14000,1.77,56.0,4.0,1.0,56.0,0.8,0.0,0.0,16.0,23.0,83.0,13.34,11.0,11.0,29.0,3.0,32.0,0.0,5.14,阪神
136,26,呂彦青,800,,,,,,,,,,,,,,,,,,,,阪神
137,27,尾仲祐哉,1000,6.35,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,9.53,4.0,4.0,6.0,1.0,5.0,1.0,7.94,阪神
138,28,小野泰己,2700,2.31,14.0,0.0,1.0,,0.0,0.0,0.0,0.0,5.0,6.0,4.63,3.0,3.0,11.0,0.0,13.0,1.0,10.03,阪神
139,29,高橋遥人,1300,3.78,19.0,3.0,9.0,,0.25,0.0,0.0,0.0,1.0,125.0,10.26,56.0,46.0,115.0,9.0,38.0,0.0,3.12,阪神
140,30,石崎剛,1440,6.75,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,6.75,阪神
141,30,高野圭佑,1000,4.76,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,6.0,9.53,4.0,3.0,6.0,0.0,1.0,1.0,1.59,阪神
142,34,谷川昌希,900,3.68,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.91,4.0,3.0,8.0,0.0,3.0,0.0,3.68,阪神
143,35,才木浩人,1500,4.7,3.0,2.0,1.0,,0.667,0.0,0.0,0.0,0.0,14.0,8.22,8.0,8.0,20.0,0.0,5.0,0.0,2.93,阪神
144,36,浜地真澄,500,6.11,21.0,2.0,1.0,28.0,0.667,0.0,0.0,0.0,0.0,27.0,8.68,21.0,19.0,35.0,4.0,8.0,0.0,2.57,阪神
145,40,福永春吾,680,22.5,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.5,5.0,5.0,6.0,1.0,1.0,0.0,4.5,阪神
146,41,高橋聡文,5500,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,阪神
147,43,守屋功輝,700,3.0,57.0,2.0,2.0,54.0,0.5,0.0,0.0,0.0,7.0,53.0,8.83,19.0,18.0,45.0,3.0,17.0,0.0,2.83,阪神
148,46,秋山拓巳,3600,4.26,10.0,4.0,3.0,,0.571,0.0,0.0,0.0,0.0,35.0,6.22,27.0,24.0,56.0,5.0,12.0,1.0,2.13,阪神
149,47,川原陸,500,,,,,,,,,,,,,,,,,,,,阪神
150,48,齋藤友貴哉,1000,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,13.5,阪神
151,50,青柳晃洋,1200,3.14,25.0,9.0,9.0,,0.5,1.0,1.0,0.0,0.0,100.0,6.28,56.0,50.0,145.0,14.0,42.0,12.0,2.64,阪神
152,52,P.ジョンソン,9000,1.38,58.0,2.0,3.0,,0.4,0.0,0.0,0.0,40.0,91.0,13.96,12.0,9.0,34.0,2.0,13.0,1.0,1.99,阪神
153,54,メッセンジャー,35000,4.67,14.0,3.0,7.0,79.0,0.3,1.0,0.0,0.0,0.0,55.0,6.27,45.0,41.0,71.0,11.0,38.0,2.0,4.33,阪神
154,56,飯田優也,1900,10.8,3.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,6.0,16.2,4.0,4.0,5.0,0.0,5.0,0.0,13.5,阪神
155,61,望月惇志,1100,4.02,8.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,26.0,7.47,15.0,14.0,33.0,4.0,16.0,3.0,4.6,阪神
156,64,桑原謙太朗,6000,9.0,7.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,6.0,10.8,9.0,5.0,10.0,1.0,3.0,1.0,5.4,阪神
157,65,湯浅京己,500,,,,,,,,,,,,,,,,,,,,阪神
158,66,牧丈一郎,480,,,,,,,,,,,,,,,,,,,,阪神
159,67,岩崎優,5000,1.01,48.0,3.0,0.0,,1.0,0.0,0.0,0.0,26.0,58.0,9.73,11.0,6.0,24.0,5.0,17.0,3.0,2.85,阪神
160,69,島本浩也,850,1.67,63.0,4.0,0.0,,1.0,0.0,0.0,1.0,11.0,60.0,9.1,13.0,11.0,42.0,4.0,14.0,4.0,2.12,阪神
161,77,ガルシア,17000,4.69,21.0,6.0,8.0,,0.429,1.0,1.0,0.0,0.0,79.0,6.86,66.0,54.0,123.0,8.0,40.0,6.0,3.47,阪神
162,92,伊藤和雄,850,,,,,,,,,,,,,,,,,,,,阪神
163,97,歳内宏明,1100,,,,,,,,,,,,,,,,,,,,阪神
164,98,ドリス,17000,2.11,56.0,5.0,4.0,,0.556,0.0,0.0,19.0,10.0,50.0,8.13,16.0,13.0,36.0,1.0,11.0,1.0,1.79,阪神
165,115,横山雄哉,700,,,,,,,,,,,,,,,,,,,,阪神
166,121,石井将希,300,,,,,,,,,,,,,,,,,,,,阪神
167,12,石山泰稚,10000,2.73,34.0,2.0,2.0,33.0,0.5,0.0,0.0,10.0,5.0,31.0,8.45,12.0,10.0,30.0,2.0,8.0,0.0,2.18,ヤクルト
168,13,中尾輝,2000,8.36,12.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,18.0,11.57,13.0,13.0,17.0,3.0,8.0,0.0,5.14,ヤクルト
169,14,高梨裕稔,3600,6.23,21.0,5.0,7.0,78.0,0.417,0.0,0.0,0.0,0.0,82.0,9.46,56.0,54.0,90.0,13.0,34.0,4.0,3.92,ヤクルト
170,15,大下佑馬,1500,5.18,31.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,30.0,6.48,26.0,24.0,52.0,7.0,12.0,0.0,2.59,ヤクルト
171,16,原樹理,4000,4.86,12.0,3.0,7.0,74.0,0.3,1.0,0.0,0.0,0.0,57.0,6.93,44.0,40.0,85.0,10.0,19.0,5.0,2.31,ヤクルト
172,17,清水昇,1400,7.27,11.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,24.0,8.31,25.0,21.0,33.0,7.0,13.0,0.0,4.5,ヤクルト
173,18,寺島成輝,1100,2.25,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,2.0,0.0,4.5,ヤクルト
174,19,石川雅規,9500,3.84,23.0,8.0,6.0,,0.571,0.0,0.0,0.0,0.0,88.0,6.37,57.0,53.0,117.0,18.0,26.0,4.0,1.88,ヤクルト
175,20,近藤一樹,6000,3.57,59.0,3.0,3.0,53.0,0.5,0.0,0.0,0.0,19.0,54.0,9.17,23.0,21.0,57.0,6.0,32.0,0.0,5.43,ヤクルト
176,22,蔵本治孝,750,9.24,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,6.39,13.0,13.0,26.0,3.0,3.0,1.0,2.13,ヤクルト
