,背番号,名前,年俸,打率,試合数,打席数,打数,安打,二塁打,三塁打,本塁打,塁打数,得点,打点,三振,四球,死球,盗塁,出塁率,長打率,OPS,三振率,チーム
33,123,持丸泰輝,270,,,,,,,,,,,,,,,,,,,,広島
34,124,木下元秀,270,,,,,,,,,,,,,,,,,,,,広島
35,00,湯浅大,600,0.385,33.0,13.0,13.0,5.0,1.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,0.385,0.462,0.846,0.077,巨人
36,0,増田大輝,2200,0.136,56.0,25.0,22.0,3.0,1.0,0.0,1.0,7.0,13.0,2.0,6.0,2.0,0.0,8.0,0.208,0.318,0.527,0.24,巨人
37,001,加藤廉,400,,,,,,,,,,,,,,,,,,,,巨人
38,002,平間隼人,360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,巨人
39,2,陽岱鋼,30000,0.143,7.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.143,0.143,0.286,0.286,巨人
40,5,中島宏之,5000,0.271,81.0,195.0,181.0,49.0,10.0,0.0,6.0,77.0,11.0,26.0,35.0,9.0,3.0,0.0,0.314,0.425,0.74,0.179,巨人
41,006,坂本勇人,360,,,,,,,,,,,,,,,,,,,,巨人
42,6,坂本勇人,50000,0.271,117.0,487.0,424.0,115.0,26.0,0.0,19.0,198.0,53.0,46.0,90.0,58.0,1.0,2.0,0.359,0.467,0.826,0.185,巨人
43,8,丸佳浩,45000,0.265,118.0,457.0,392.0,104.0,21.0,0.0,23.0,194.0,58.0,55.0,120.0,63.0,0.0,5.0,0.365,0.495,0.86,0.263,巨人
44,008,加藤壮太,240,,,,,,,,,,,,,,,,,,,,巨人
45,9,亀井善行,10000,0.215,92.0,206.0,186.0,40.0,12.0,1.0,3.0,63.0,15.0,17.0,47.0,13.0,2.0,1.0,0.27,0.339,0.608,0.228,巨人
46,10,J.スモーク,31000,0.272,34.0,125.0,114.0,31.0,3.0,0.0,7.0,55.0,11.0,14.0,37.0,10.0,1.0,0.0,0.336,0.482,0.818,0.296,巨人
47,13,梶谷隆幸,7400,0.282,61.0,246.0,227.0,64.0,10.0,1.0,4.0,88.0,31.0,23.0,40.0,15.0,3.0,11.0,0.333,0.388,0.721,0.163,巨人
48,021,黒田響生,260,,,,,,,,,,,,,,,,,,,,巨人
49,22,小林誠司,10000,0.093,64.0,79.0,75.0,7.0,2.0,0.0,1.0,12.0,2.0,3.0,24.0,1.0,1.0,1.0,0.117,0.16,0.277,0.304,巨人
50,24,大城卓三,4500,0.231,125.0,386.0,347.0,80.0,12.0,0.0,11.0,125.0,36.0,37.0,80.0,33.0,2.0,0.0,0.3,0.36,0.66,0.207,巨人
51,024,前田研輝,400,,,,,,,,,,,,,,,,,,,,巨人
52,25,岡本和真,21000,0.265,143.0,592.0,521.0,138.0,19.0,1.0,39.0,276.0,71.0,113.0,108.0,57.0,7.0,1.0,0.341,0.53,0.871,0.182,巨人
53,025,岡本大翔,360,,,,,,,,,,,,,,,,,,,,巨人
54,27,炭谷銀仁朗,15000,0.188,44.0,54.0,48.0,9.0,0.0,0.0,1.0,12.0,4.0,7.0,17.0,4.0,0.0,0.0,0.245,0.25,0.495,0.315,巨人
55,027,喜多隆介,400,,,,,,,,,,,,,,,,,,,,巨人
56,29,吉川尚輝,3300,0.272,108.0,329.0,305.0,83.0,13.0,1.0,5.0,113.0,35.0,25.0,48.0,17.0,2.0,7.0,0.313,0.37,0.683,0.146,巨人
57,31,松原聖弥,2200,0.274,135.0,477.0,431.0,118.0,20.0,4.0,12.0,182.0,69.0,37.0,100.0,38.0,2.0,15.0,0.333,0.422,0.756,0.21,巨人
58,32,廣岡大志,1600,0.189,78.0,117.0,106.0,20.0,2.0,2.0,5.0,41.0,11.0,15.0,25.0,7.0,3.0,2.0,0.256,0.387,0.643,0.214,巨人
59,36,石川慎吾,2000,0.189,26.0,41.0,37.0,7.0,2.0,0.0,0.0,9.0,3.0,0.0,8.0,4.0,0.0,0.0,0.268,0.243,0.512,0.195,巨人
60,37,若林晃弘,2200,0.239,96.0,242.0,213.0,51.0,11.0,0.0,5.0,77.0,25.0,16.0,46.0,22.0,2.0,1.0,0.314,0.362,0.675,0.19,巨人
61,38,岸田行倫,1500,0.182,27.0,24.0,22.0,4.0,0.0,1.0,0.0,6.0,1.0,2.0,8.0,2.0,0.0,0.0,0.25,0.273,0.523,0.333,巨人
62,39,立岡宗一郎,1700,0.205,47.0,47.0,44.0,9.0,0.0,0.0,0.0,9.0,2.0,1.0,7.0,3.0,0.0,0.0,0.255,0.205,0.46,0.149,巨人
63,40,中山礼都,600,,,,,,,,,,,,,,,,,,,,巨人
64,43,重信慎之介,2800,0.218,73.0,86.0,78.0,17.0,2.0,0.0,2.0,25.0,11.0,6.0,26.0,7.0,0.0,6.0,0.282,0.321,0.603,0.302,巨人
65,44,テームズ,12500,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,巨人
66,48,ウィーラー,5000,0.289,121.0,427.0,384.0,111.0,28.0,0.0,15.0,184.0,44.0,56.0,78.0,34.0,8.0,3.0,0.358,0.479,0.837,0.183,巨人
67,51,八百板卓丸,500,0.167,16.0,12.0,12.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.167,0.167,0.333,0.333,巨人
68,52,北村拓己,1500,0.25,53.0,103.0,92.0,23.0,3.0,0.0,4.0,38.0,13.0,11.0,28.0,8.0,1.0,1.0,0.317,0.413,0.73,0.272,巨人
69,055,保科広一,400,,,,,,,,,,,,,,,,,,,,巨人
70,60,菊田拡和,600,,,,,,,,,,,,,,,,,,,,巨人
71,61,増田陸,650,,,,,,,,,,,,,,,,,,,,巨人
72,65,松井義弥,470,,,,,,,,,,,,,,,,,,,,巨人
73,66,香月一也,700,0.203,39.0,67.0,59.0,12.0,3.0,0.0,3.0,24.0,9.0,6.0,12.0,4.0,2.0,0.0,0.277,0.407,0.684,0.179,巨人
74,67,山瀬慎之助,560,,,,,,,,,,,,,,,,,,,,巨人
75,68,秋広優人,540,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,巨人
76,69,萩原哲,740,,,,,,,,,,,,,,,,,,,,巨人
77,97,伊藤海斗,540,,,,,,,,,,,,,,,,,,,,巨人
78,98,ウレーニャ,1000,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,巨人
79,099,山下航汰,510,,,,,,,,,,,,,,,,,,,,巨人
80,0,中井大介,2520,0.133,13.0,15.0,15.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.133,0.133,0.267,0.4,DeNA
81,00,宮本秀明,705,0.2,35.0,11.0,10.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,6.0,1.0,0.0,2.0,0.273,0.2,0.473,0.545,DeNA
82,1,桑原将志,4900,0.31,135.0,571.0,519.0,161.0,39.0,2.0,14.0,246.0,84.0,43.0,75.0,44.0,4.0,12.0,0.369,0.474,0.843,0.131,DeNA
83,2,牧秀悟,1300,0.314,137.0,523.0,487.0,153.0,35.0,3.0,22.0,260.0,73.0,71.0,85.0,27.0,6.0,2.0,0.356,0.534,0.89,0.163,DeNA
84,4,伊藤裕季也,1200,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,DeNA
85,5,倉本寿彦,5110,0.208,46.0,74.0,72.0,15.0,0.0,0.0,0.0,15.0,5.0,6.0,17.0,2.0,0.0,0.0,0.23,0.208,0.438,0.23,DeNA
86,6,森敬斗,1000,0.194,44.0,113.0,103.0,20.0,4.0,2.0,0.0,28.0,15.0,5.0,30.0,7.0,0.0,4.0,0.241,0.272,0.513,0.265,DeNA
87,7,佐野恵太,7000,0.303,143.0,615.0,545.0,165.0,34.0,2.0,17.0,254.0,73.0,72.0,73.0,61.0,5.0,0.0,0.376,0.466,0.842,0.119,DeNA
88,8,神里和毅,5200,0.191,88.0,118.0,110.0,21.0,3.0,0.0,4.0,36.0,13.0,15.0,49.0,6.0,0.0,4.0,0.231,0.327,0.558,0.415,DeNA
89,9,大和,10000,0.252,106.0,294.0,270.0,68.0,13.0,0.0,2.0,87.0,18.0,26.0,44.0,19.0,0.0,1.0,0.3,0.322,0.622,0.15,DeNA
90,10,戸柱恭孝,4160,0.22,56.0,135.0,127.0,28.0,5.0,1.0,3.0,44.0,10.0,14.0,18.0,4.0,1.0,0.0,0.25,0.346,0.596,0.133,DeNA
91,23,タイラー・オースティン,11000,0.303,107.0,439.0,373.0,113.0,25.0,1.0,28.0,224.0,60.0,74.0,111.0,60.0,5.0,1.0,0.405,0.601,1.006,0.253,DeNA
92,29,伊藤光,11000,0.212,53.0,192.0,160.0,34.0,6.0,0.0,2.0,46.0,14.0,13.0,43.0,17.0,2.0,1.0,0.294,0.287,0.582,0.224,DeNA
93,31,柴田竜拓,5500,0.234,85.0,266.0,222.0,52.0,15.0,0.0,2.0,73.0,21.0,15.0,39.0,26.0,1.0,1.0,0.313,0.329,0.642,0.147,DeNA
94,32,益子京右,540,0.2,3.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,DeNA
95,33,乙坂智,3300,0.211,17.0,20.0,19.0,4.0,1.0,0.0,0.0,5.0,5.0,0.0,6.0,1.0,0.0,0.0,0.25,0.263,0.513,0.3,DeNA
96,36,高城俊人,1250,0.25,7.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.25,0.75,0.0,DeNA
97,37,楠本泰史,1380,0.254,76.0,127.0,114.0,29.0,7.0,0.0,2.0,42.0,9.0,18.0,23.0,10.0,2.0,1.0,0.323,0.368,0.691,0.181,DeNA
98,38,田中俊太,1700,0.146,58.0,60.0,48.0,7.0,0.0,0.0,0.0,7.0,10.0,8.0,16.0,7.0,0.0,0.0,0.246,0.146,0.391,0.267,DeNA
99,39,嶺井博希,3000,0.189,36.0,80.0,74.0,14.0,4.0,0.0,0.0,18.0,1.0,7.0,24.0,4.0,2.0,0.0,0.25,0.243,0.493,0.3,DeNA
100,44,小深田大地,560,,,,,,,,,,,,,,,,,,,,DeNA
101,50,山本祐大,605,0.131,51.0,111.0,99.0,13.0,2.0,0.0,1.0,18.0,4.0,4.0,27.0,4.0,1.0,0.0,0.173,0.182,0.355,0.243,DeNA
102,51,宮崎敏郎,17000,0.301,141.0,569.0,519.0,156.0,32.0,0.0,16.0,236.0,61.0,73.0,53.0,41.0,4.0,0.0,0.353,0.455,0.808,0.093,DeNA
103,52,細川成也,880,0.154,37.0,44.0,39.0,6.0,1.0,0.0,0.0,7.0,3.0,1.0,13.0,3.0,2.0,0.0,0.25,0.179,0.429,0.295,DeNA
104,55,田部隼人,540,,,,,,,,,,,,,,,,,,,,DeNA
105,57,東妻純平,600,,,,,,,,,,,,,,,,,,,,DeNA
106,60,知野直人,620,0.176,36.0,40.0,34.0,6.0,1.0,1.0,1.0,12.0,4.0,3.0,12.0,3.0,1.0,0.0,0.263,0.353,0.616,0.3,DeNA
107,61,蝦名達夫,825,0.167,31.0,21.0,18.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,7.0,3.0,0.0,0.0,0.286,0.167,0.452,0.333,DeNA
108,63,関根大気,1000,0.226,103.0,139.0,124.0,28.0,6.0,0.0,1.0,37.0,17.0,4.0,27.0,9.0,1.0,2.0,0.284,0.298,0.582,0.194,DeNA
109,66,山下幸輝,1050,0.2,46.0,52.0,50.0,10.0,1.0,0.0,0.0,11.0,3.0,4.0,7.0,2.0,0.0,0.0,0.231,0.22,0.451,0.135,DeNA
110,99,ネフタリ・ソト,25000,0.234,123.0,451.0,410.0,96.0,18.0,1.0,21.0,179.0,42.0,62.0,116.0,35.0,5.0,0.0,0.302,0.437,0.738,0.257,DeNA
111,108,フランディー・デラロサ,240,,,,,,,,,,,,,,,,,,,,DeNA
112,00,山本泰寛,1800,0.186,69.0,51.0,43.0,8.0,3.0,0.0,0.0,11.0,8.0,3.0,10.0,6.0,1.0,2.0,0.294,0.256,0.55,0.196,阪神
113,0,木浪聖也,3000,0.227,92.0,132.0,119.0,27.0,8.0,0.0,1.0,38.0,9.0,15.0,20.0,7.0,1.0,0.0,0.269,0.319,0.589,0.152,阪神
114,2,梅野隆太郎,11000,0.225,130.0,458.0,404.0,91.0,15.0,3.0,3.0,121.0,33.0,33.0,107.0,41.0,5.0,8.0,0.303,0.3,0.603,0.234,阪神
115,3,大山悠輔,10000,0.26,129.0,512.0,466.0,121.0,23.0,2.0,21.0,211.0,55.0,71.0,89.0,37.0,2.0,2.0,0.312,0.453,0.765,0.174,阪神
116,4,熊谷敬宥,1000,0.0,73.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.167,阪神
117,5,近本光司,7500,0.313,140.0,612.0,569.0,178.0,33.0,5.0,10.0,251.0,91.0,50.0,58.0,33.0,4.0,24.0,0.354,0.441,0.795,0.095,阪神
118,7,糸井嘉男,18500,0.208,77.0,119.0,106.0,22.0,5.0,0.0,3.0,36.0,8.0,18.0,37.0,9.0,1.0,1.0,0.269,0.34,0.609,0.311,阪神
119,8,佐藤輝明,1600,0.238,126.0,455.0,425.0,101.0,25.0,0.0,24.0,198.0,56.0,64.0,173.0,25.0,3.0,6.0,0.284,0.466,0.749,0.38,阪神
120,9,高山俊,3000,,,,,,,,,,,,,,,,,,,,阪神
121,12,坂本誠志郎,1500,0.185,45.0,73.0,65.0,12.0,2.0,1.0,1.0,19.0,4.0,6.0,21.0,5.0,0.0,0.0,0.239,0.292,0.532,0.288,阪神
122,24,メル・ロハス・ジュニア,25750,0.217,60.0,206.0,189.0,41.0,7.0,0.0,8.0,72.0,18.0,21.0,58.0,15.0,2.0,1.0,0.282,0.381,0.663,0.282,阪神
123,25,江越大賀,1300,0.0,31.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.333,阪神
124,26,北條史也,2200,0.2,33.0,57.0,50.0,10.0,2.0,0.0,1.0,15.0,6.0,6.0,11.0,4.0,1.0,0.0,0.273,0.3,0.573,0.193,阪神
125,31,ジェフリー・マルテ,6700,0.258,128.0,526.0,446.0,115.0,18.0,1.0,22.0,201.0,55.0,71.0,72.0,74.0,4.0,0.0,0.367,0.451,0.818,0.137,阪神
126,32,井上広大,720,,,,,,,,,,,,,,,,,,,,阪神
127,33,糸原健斗,5500,0.286,125.0,488.0,441.0,126.0,17.0,3.0,2.0,155.0,34.0,30.0,61.0,41.0,2.0,6.0,0.347,0.351,0.698,0.125,阪神
128,38,小幡竜平,1100,0.261,43.0,25.0,23.0,6.0,1.0,1.0,0.0,9.0,5.0,0.0,7.0,2.0,0.0,3.0,0.32,0.391,0.711,0.28,阪神
129,39,榮枝裕貴,800,,,,,,,,,,,,,,,,,,,,阪神
130,45,遠藤成,500,,,,,,,,,,,,,,,,,,,,阪神
131,51,中野拓夢,800,0.273,135.0,525.0,466.0,127.0,15.0,4.0,1.0,153.0,45.0,36.0,81.0,29.0,6.0,30.0,0.321,0.328,0.649,0.154,阪神
132,52,ジェリー・サンズ,15500,0.248,120.0,461.0,408.0,101.0,21.0,1.0,20.0,184.0,47.0,65.0,89.0,49.0,1.0,1.0,0.328,0.451,0.779,0.193,阪神
133,53,島田海吏,900,0.243,57.0,78.0,70.0,17.0,3.0,0.0,0.0,20.0,7.0,9.0,13.0,5.0,0.0,8.0,0.293,0.286,0.579,0.167,阪神
134,55,陽川尚将,2400,0.174,41.0,52.0,46.0,8.0,1.0,0.0,2.0,15.0,2.0,6.0,19.0,3.0,2.0,0.0,0.255,0.326,0.581,0.365,阪神
135,57,長坂拳弥,750,,,,,,,,,,,,,,,,,,,,阪神
136,58,荒木郁也,800,,,,,,,,,,,,,,,,,,,,阪神
137,59,藤田健斗,500,,,,,,,,,,,,,,,,,,,,阪神
138,60,中谷将大,2500,,,,,,,,,,,,,,,,,,,,阪神
139,62,植田海,1650,0.333,64.0,7.0,6.0,2.0,0.0,0.0,0.0,2.0,15.0,0.0,2.0,1.0,0.0,10.0,0.429,0.333,0.762,0.286,阪神
140,63,板山祐太郎,800,0.143,43.0,17.0,14.0,2.0,1.0,1.0,0.0,5.0,5.0,1.0,6.0,2.0,0.0,0.0,0.25,0.357,0.607,0.353,阪神
141,67,高寺望夢,480,,,,,,,,,,,,,,,,,,,,阪神
142,68,俊介,1600,,,,,,,,,,,,,,,,,,,,阪神
143,94,原口文仁,2800,0.204,56.0,58.0,49.0,10.0,2.0,1.0,0.0,14.0,3.0,3.0,12.0,5.0,4.0,0.0,0.328,0.286,0.613,0.207,阪神
144,95,片山雄哉,420,,,,,,,,,,,,,,,,,,,,阪神
145,125,藤谷洸介,630,,,,,,,,,,,,,,,,,,,,阪神
146,127,小野寺暖,300,0.179,34.0,73.0,67.0,12.0,2.0,0.0,1.0,17.0,7.0,2.0,19.0,5.0,1.0,0.0,0.247,0.254,0.5,0.26,阪神
147,128,奥山皓太,300,,,,,,,,,,,,,,,,,,,,阪神
148,0,奥村展征,1050,0.05,16.0,21.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.095,0.05,0.145,0.238,ヤクルト
149,0,並木秀尊,750,0.25,27.0,6.0,4.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,4.0,0.4,0.5,0.9,0.167,ヤクルト
150,1,山田哲人,50000,0.272,137.0,581.0,493.0,134.0,18.0,0.0,34.0,254.0,84.0,101.0,100.0,76.0,5.0,4.0,0.37,0.515,0.885,0.172,ヤクルト
151,2,中村悠平,9000,0.279,123.0,445.0,377.0,105.0,24.0,0.0,2.0,135.0,47.0,36.0,66.0,46.0,4.0,0.0,0.36,0.358,0.718,0.148,ヤクルト
152,3,西浦直亨,3400,0.223,92.0,276.0,242.0,54.0,9.0,0.0,5.0,78.0,27.0,24.0,60.0,24.0,3.0,1.0,0.298,0.322,0.62,0.217,ヤクルト
153,5,川端慎吾,2000,0.372,91.0,93.0,86.0,32.0,5.0,1.0,1.0,42.0,8.0,18.0,16.0,7.0,0.0,0.0,0.419,0.488,0.908,0.172,ヤクルト
154,6,元山飛優,750,0.255,97.0,235.0,208.0,53.0,1.0,3.0,3.0,69.0,20.0,17.0,42.0,17.0,4.0,2.0,0.322,0.332,0.653,0.179,ヤクルト
155,7,内川聖一,5000,0.208,38.0,56.0,53.0,11.0,1.0,0.0,0.0,12.0,3.0,2.0,12.0,2.0,1.0,0.0,0.25,0.226,0.476,0.214,ヤクルト
156,8,中山翔太,1400,0.091,9.0,14.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.286,0.091,0.377,0.214,ヤクルト
157,9,塩見泰隆,1350,0.278,140.0,534.0,474.0,132.0,21.0,7.0,14.0,209.0,80.0,59.0,156.0,48.0,10.0,21.0,0.357,0.441,0.798,0.292,ヤクルト
158,10,荒木貴裕,2500,0.2,100.0,67.0,55.0,11.0,0.0,0.0,0.0,11.0,10.0,5.0,9.0,4.0,1.0,2.0,0.262,0.2,0.462,0.134,ヤクルト
159,13,ホセ・オスナ,8400,0.258,120.0,495.0,469.0,121.0,24.0,2.0,13.0,188.0,42.0,60.0,80.0,22.0,2.0,3.0,0.293,0.401,0.694,0.162,ヤクルト
160,022,松井聖,280,,,,,,,,,,,,,,,,,,,,ヤクルト
161,023,赤羽由紘,280,,,,,,,,,,,,,,,,,,,,ヤクルト
162,23,青木宣親,33000,0.258,122.0,501.0,446.0,115.0,29.0,0.0,9.0,171.0,57.0,56.0,44.0,43.0,10.0,0.0,0.335,0.383,0.719,0.088,ヤクルト
163,025,内山太嗣,300,,,,,,,,,,,,,,,,,,,,ヤクルト
164,25,ドミンゴ・サンタナ,11000,0.29,116.0,418.0,372.0,108.0,23.0,1.0,19.0,190.0,39.0,62.0,103.0,42.0,3.0,2.0,0.366,0.511,0.877,0.246,ヤクルト
165,30,西田明央,2500,0.111,11.0,19.0,18.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.158,0.111,0.269,0.211,ヤクルト
166,31,山崎晃大朗,2200,0.247,114.0,245.0,215.0,53.0,10.0,3.0,1.0,72.0,41.0,12.0,53.0,19.0,1.0,8.0,0.311,0.335,0.646,0.216,ヤクルト
167,32,松本直樹,950,,,,,,,,,,,,,,,,,,,,ヤクルト
168,33,内山壮真,580,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.167,0.0,0.167,0.167,ヤクルト
169,39,宮本丈,1300,0.286,62.0,92.0,70.0,20.0,4.0,0.0,1.0,27.0,9.0,8.0,10.0,12.0,2.0,0.0,0.395,0.386,0.781,0.109,ヤクルト
170,41,雄平,7500,0.5,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,ヤクルト
171,42,坂口智隆,12000,0.16,25.0,57.0,50.0,8.0,1.0,0.0,0.0,9.0,7.0,0.0,12.0,4.0,2.0,0.0,0.25,0.18,0.43,0.211,ヤクルト
172,45,嶋基宏,4000,0.2,17.0,15.0,10.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.385,0.2,0.585,0.067,ヤクルト
173,46,太田賢吾,1350,0.222,29.0,79.0,72.0,16.0,5.0,0.0,0.0,21.0,4.0,5.0,18.0,5.0,0.0,3.0,0.269,0.292,0.561,0.228,ヤクルト
