,背番号,名前,年俸,打率,試合数,打席数,打数,安打,二塁打,三塁打,本塁打,塁打数,得点,打点,三振,四球,死球,盗塁,出塁率,長打率,OPS,三振率,チーム
174,49,渡邉大樹,750,0.171,94.0,42.0,35.0,6.0,2.0,0.0,0.0,8.0,19.0,3.0,9.0,1.0,1.0,5.0,0.216,0.229,0.445,0.214,ヤクルト
175,51,濱田太貴,750,,,,,,,,,,,,,,,,,,,,ヤクルト
176,55,村上宗隆,10000,0.278,143.0,615.0,500.0,139.0,27.0,0.0,39.0,283.0,82.0,112.0,133.0,106.0,6.0,12.0,0.408,0.566,0.974,0.216,ヤクルト
177,57,古賀優大,700,0.224,54.0,125.0,116.0,26.0,2.0,0.0,0.0,28.0,12.0,7.0,16.0,4.0,1.0,0.0,0.256,0.241,0.498,0.128,ヤクルト
178,58,長岡秀樹,550,0.0,5.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.1,0.0,0.1,0.4,ヤクルト
179,59,大村孟,630,,,,,,,,,,,,,,,,,,,,ヤクルト
180,60,武岡龍世,550,0.25,1.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,ヤクルト
181,65,松本友,550,0.353,27.0,41.0,34.0,12.0,4.0,0.0,0.0,16.0,8.0,2.0,8.0,7.0,0.0,1.0,0.463,0.471,0.934,0.195,ヤクルト
182,66,吉田大成,720,0.225,18.0,52.0,40.0,9.0,1.0,0.0,1.0,13.0,8.0,2.0,10.0,11.0,0.0,2.0,0.392,0.325,0.717,0.192,ヤクルト
183,0,高松渡,552,0.25,78.0,123.0,112.0,28.0,1.0,0.0,0.0,29.0,18.0,4.0,35.0,3.0,1.0,15.0,0.274,0.259,0.532,0.285,中日
184,1,京田陽太,6700,0.257,113.0,448.0,409.0,105.0,7.0,4.0,3.0,129.0,41.0,24.0,75.0,21.0,7.0,6.0,0.302,0.315,0.618,0.167,中日
185,2,石川昂弥,1275,,,,,,,,,,,,,,,,,,,,中日
186,3,高橋周平,8000,0.259,137.0,520.0,475.0,123.0,27.0,0.0,5.0,165.0,40.0,39.0,79.0,40.0,1.0,1.0,0.315,0.347,0.663,0.152,中日
187,4,藤井淳志,4200,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,中日
188,5,阿部寿樹,4500,0.209,66.0,240.0,215.0,45.0,10.0,0.0,5.0,70.0,18.0,16.0,36.0,19.0,0.0,0.0,0.271,0.326,0.597,0.15,中日
189,6,平田良介,18000,0.155,21.0,62.0,58.0,9.0,2.0,2.0,0.0,15.0,3.0,4.0,13.0,3.0,1.0,1.0,0.21,0.259,0.468,0.21,中日
190,7,根尾昂,1100,0.178,72.0,188.0,169.0,30.0,4.0,1.0,1.0,39.0,12.0,16.0,53.0,15.0,2.0,0.0,0.251,0.231,0.482,0.282,中日
191,8,大島洋平,25000,0.292,141.0,596.0,548.0,160.0,19.0,5.0,1.0,192.0,54.0,34.0,60.0,42.0,3.0,16.0,0.345,0.35,0.695,0.101,中日
192,9,福留孝介,3000,0.218,91.0,216.0,193.0,42.0,12.0,0.0,4.0,66.0,17.0,18.0,56.0,23.0,0.0,0.0,0.301,0.342,0.643,0.259,中日
193,23,遠藤一星,1260,,,,,,,,,,,,,,,,,,,,中日
194,26,井領雅貴,1200,0.219,38.0,68.0,64.0,14.0,3.0,1.0,1.0,22.0,6.0,2.0,19.0,4.0,0.0,0.0,0.265,0.344,0.608,0.279,中日
195,27,大野奨太,7450,0.143,8.0,15.0,14.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,0.2,0.143,0.343,0.333,中日
196,30,三好大倫,840,,,,,,,,,,,,,,,,,,,,中日
197,31,渡辺勝,680,0.21,48.0,134.0,119.0,25.0,2.0,0.0,2.0,33.0,13.0,11.0,25.0,9.0,0.0,3.0,0.266,0.277,0.543,0.187,中日
198,32,石垣雅海,800,0.1,9.0,11.0,10.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.1,0.2,0.3,0.273,中日
199,35,木下拓哉,2400,0.27,123.0,393.0,352.0,95.0,17.0,0.0,11.0,145.0,33.0,43.0,58.0,35.0,1.0,1.0,0.336,0.412,0.748,0.148,中日
200,37,三ツ俣大樹,700,0.222,58.0,138.0,117.0,26.0,5.0,1.0,1.0,36.0,8.0,11.0,27.0,7.0,1.0,0.0,0.272,0.308,0.58,0.196,中日
201,44,郡司裕也,1080,0.462,9.0,15.0,13.0,6.0,1.0,0.0,0.0,7.0,0.0,3.0,3.0,2.0,0.0,0.0,0.533,0.538,1.072,0.2,中日
202,45,土田龍空,600,0.4,9.0,7.0,5.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.571,0.6,1.171,0.286,中日
203,48,溝脇隼人,900,0.268,22.0,47.0,41.0,11.0,0.0,1.0,0.0,13.0,2.0,2.0,10.0,3.0,0.0,1.0,0.318,0.317,0.635,0.213,中日
204,49,伊藤康祐,640,0.053,25.0,21.0,19.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,0.053,0.105,0.158,0.429,中日
205,51,滝野要,624,0.103,38.0,30.0,29.0,3.0,0.0,1.0,0.0,5.0,6.0,0.0,4.0,1.0,0.0,3.0,0.133,0.172,0.306,0.133,中日
206,52,加藤匠馬,1500,,,,,,,,,,,,,,,,,,,,中日
207,55,福田永将,5500,0.244,110.0,305.0,279.0,68.0,21.0,2.0,8.0,117.0,21.0,28.0,49.0,22.0,3.0,1.0,0.305,0.419,0.724,0.161,中日
208,56,武田健吾,1600,0.132,93.0,41.0,38.0,5.0,2.0,0.0,1.0,10.0,8.0,1.0,17.0,1.0,0.0,0.0,0.154,0.263,0.417,0.415,中日
209,57,アリエル・マルティネス,3000,0.244,48.0,94.0,82.0,20.0,0.0,0.0,2.0,26.0,7.0,7.0,30.0,10.0,2.0,0.0,0.34,0.317,0.657,0.319,中日
210,58,石橋康太,655,0.143,11.0,16.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.2,0.143,0.343,0.188,中日
211,60,岡林勇希,580,0.254,24.0,62.0,59.0,15.0,4.0,0.0,0.0,19.0,6.0,4.0,13.0,1.0,0.0,2.0,0.262,0.322,0.584,0.21,中日
212,63,堂上直倫,3000,0.219,75.0,234.0,219.0,48.0,10.0,0.0,5.0,73.0,15.0,25.0,42.0,9.0,0.0,1.0,0.248,0.333,0.581,0.179,中日
213,66,ビシエド,35000,0.275,130.0,526.0,480.0,132.0,23.0,1.0,17.0,208.0,44.0,70.0,56.0,35.0,8.0,1.0,0.333,0.433,0.766,0.106,中日
214,68,桂依央利,690,0.254,36.0,75.0,71.0,18.0,4.0,2.0,1.0,29.0,6.0,7.0,24.0,1.0,1.0,0.0,0.274,0.408,0.682,0.32,中日
215,99,ガーバー,5000,0.156,12.0,46.0,45.0,7.0,1.0,0.0,0.0,8.0,3.0,1.0,18.0,1.0,0.0,0.0,0.174,0.178,0.352,0.391,中日
216,205,石岡諒太,540,0.091,6.0,11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.091,0.091,0.182,0.455,中日
217,209,山下斐紹,600,0.1,5.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.2,0.5,中日
218,210,ルーク・ワカマツ,300,,,,,,,,,,,,,,,,,,,,中日
219,2,杉谷拳士,3500,0.117,54.0,93.0,77.0,9.0,2.0,1.0,2.0,19.0,10.0,9.0,27.0,10.0,4.0,2.0,0.253,0.247,0.499,0.29,日本ハム
220,3,王柏融,10000,0.242,95.0,283.0,252.0,61.0,20.0,0.0,9.0,108.0,22.0,48.0,70.0,25.0,5.0,1.0,0.322,0.429,0.75,0.247,日本ハム
221,4,谷口雄也,1500,0.167,8.0,12.0,12.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.167,0.167,0.333,0.417,日本ハム
222,5,大田泰示,13000,0.204,76.0,206.0,191.0,39.0,5.0,2.0,3.0,57.0,11.0,20.0,50.0,14.0,0.0,1.0,0.257,0.298,0.556,0.243,日本ハム
223,6,中田翔,34000,0.193,39.0,150.0,135.0,26.0,3.0,0.0,4.0,41.0,13.0,13.0,31.0,14.0,1.0,0.0,0.273,0.304,0.577,0.207,日本ハム
224,7,西川遥輝,24000,0.233,130.0,547.0,447.0,104.0,19.0,5.0,3.0,142.0,68.0,35.0,99.0,89.0,4.0,24.0,0.362,0.318,0.68,0.181,日本ハム
225,8,近藤健介,19500,0.298,133.0,545.0,447.0,133.0,37.0,4.0,11.0,211.0,61.0,69.0,84.0,88.0,4.0,4.0,0.413,0.472,0.885,0.154,日本ハム
226,9,中島卓也,8000,0.186,67.0,117.0,97.0,18.0,0.0,0.0,0.0,18.0,11.0,1.0,29.0,12.0,0.0,7.0,0.275,0.186,0.461,0.248,日本ハム
227,10,清水優心,2400,0.206,100.0,256.0,214.0,44.0,6.0,0.0,4.0,62.0,19.0,18.0,60.0,28.0,0.0,0.0,0.294,0.29,0.584,0.234,日本ハム
228,12,松本剛,2100,0.261,47.0,104.0,92.0,24.0,2.0,0.0,0.0,26.0,13.0,2.0,13.0,8.0,2.0,1.0,0.333,0.283,0.616,0.125,日本ハム
229,21,清宮幸太郎,2200,,,,,,,,,,,,,,,,,,,,日本ハム
230,22,鶴岡慎也,3000,0.263,13.0,20.0,19.0,5.0,1.0,0.0,0.0,6.0,3.0,0.0,3.0,1.0,0.0,0.0,0.3,0.316,0.616,0.15,日本ハム
231,23,渡邉諒,5500,0.242,83.0,325.0,281.0,68.0,13.0,0.0,3.0,90.0,21.0,29.0,72.0,30.0,7.0,5.0,0.327,0.32,0.647,0.222,日本ハム
232,24,野村佑希,880,0.267,99.0,394.0,371.0,99.0,12.0,1.0,7.0,134.0,30.0,37.0,90.0,16.0,4.0,0.0,0.303,0.361,0.664,0.228,日本ハム
233,26,淺間大基,1050,0.251,128.0,458.0,411.0,103.0,17.0,2.0,5.0,139.0,42.0,31.0,115.0,31.0,5.0,8.0,0.308,0.338,0.646,0.251,日本ハム
234,27,古川裕大,900,,,,,,,,,,,,,,,,,,,,日本ハム
235,30,宇佐見真吾,2400,0.116,32.0,57.0,43.0,5.0,0.0,0.0,1.0,8.0,2.0,2.0,16.0,8.0,1.0,0.0,0.269,0.186,0.455,0.281,日本ハム
236,32,谷内亮太,1300,0.179,106.0,44.0,39.0,7.0,0.0,0.0,0.0,7.0,3.0,2.0,5.0,3.0,0.0,0.0,0.233,0.179,0.412,0.114,日本ハム
237,38,石井一成,1800,0.225,111.0,321.0,284.0,64.0,11.0,4.0,4.0,95.0,25.0,19.0,87.0,22.0,0.0,8.0,0.28,0.335,0.615,0.271,日本ハム
238,45,平沼翔太,1400,0.194,32.0,85.0,72.0,14.0,3.0,1.0,0.0,19.0,4.0,3.0,18.0,8.0,1.0,0.0,0.284,0.264,0.548,0.212,日本ハム
239,48,上野響平,530,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,日本ハム
240,50,五十幡亮汰,1100,0.225,27.0,84.0,80.0,18.0,3.0,1.0,1.0,26.0,13.0,5.0,19.0,2.0,0.0,9.0,0.244,0.325,0.569,0.226,日本ハム
241,53,ロニー・ロドリゲス,4000,0.197,50.0,125.0,122.0,24.0,8.0,1.0,6.0,52.0,11.0,12.0,38.0,3.0,0.0,1.0,0.216,0.426,0.642,0.304,日本ハム
242,55,難波侑平,520,,,,,,,,,,,,,,,,,,,,日本ハム
243,56,細川凌平,520,0.2,9.0,26.0,25.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,12.0,1.0,0.0,0.0,0.231,0.2,0.431,0.462,日本ハム
244,60,郡拓也,550,0.188,33.0,77.0,69.0,13.0,3.0,0.0,0.0,16.0,4.0,4.0,23.0,6.0,1.0,1.0,0.263,0.232,0.495,0.299,日本ハム
245,61,今川優馬,840,0.071,13.0,30.0,28.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,9.0,1.0,1.0,0.0,0.133,0.179,0.312,0.3,日本ハム
246,64,田宮裕涼,530,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,日本ハム
247,65,梅林優貴,700,,,,,,,,,,,,,,,,,,,,日本ハム
248,66,万波中正,530,0.198,49.0,133.0,126.0,25.0,9.0,1.0,5.0,51.0,12.0,13.0,53.0,4.0,2.0,0.0,0.233,0.405,0.638,0.398,日本ハム
249,67,片岡奨人,700,,,,,,,,,,,,,,,,,,,,日本ハム
250,68,石川亮,1100,0.185,60.0,123.0,108.0,20.0,2.0,0.0,0.0,22.0,6.0,7.0,21.0,4.0,0.0,0.0,0.214,0.204,0.418,0.171,日本ハム
251,70,今井順之助,510,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333,0.0,0.333,0.0,日本ハム
252,91,高濱祐仁,550,0.262,107.0,404.0,367.0,96.0,21.0,1.0,8.0,143.0,34.0,43.0,82.0,23.0,1.0,2.0,0.305,0.39,0.695,0.203,日本ハム
253,93,樋口龍之介,520,0.212,22.0,54.0,52.0,11.0,3.0,0.0,0.0,14.0,1.0,3.0,19.0,0.0,2.0,0.0,0.241,0.269,0.51,0.352,日本ハム
254,111,宮田輝星,300,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,日本ハム
255,144,海老原一佳,360,,,,,,,,,,,,,,,,,,,,日本ハム
256,161,姫野優也,440,,,,,,,,,,,,,,,,,,,,日本ハム
257,0,高田知季,2050,0.167,61.0,17.0,12.0,2.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,0.267,0.333,0.6,0.235,ソフトバンク
258,00,川瀬晃,1500,0.185,21.0,30.0,27.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,9.0,2.0,0.0,1.0,0.241,0.185,0.427,0.3,ソフトバンク
259,4,ウラディミール・バレンティン,50000,0.182,22.0,60.0,55.0,10.0,3.0,0.0,4.0,25.0,7.0,9.0,19.0,5.0,0.0,0.0,0.25,0.455,0.705,0.317,ソフトバンク
260,5,松田宣浩,45000,0.234,115.0,390.0,354.0,83.0,13.0,3.0,14.0,144.0,30.0,47.0,67.0,27.0,2.0,5.0,0.289,0.407,0.696,0.172,ソフトバンク
261,6,今宮健太,29000,0.214,125.0,413.0,365.0,78.0,15.0,2.0,4.0,109.0,27.0,30.0,70.0,22.0,1.0,4.0,0.259,0.299,0.558,0.169,ソフトバンク
262,7,中村晃,24000,0.245,139.0,552.0,462.0,113.0,20.0,2.0,8.0,161.0,49.0,56.0,59.0,70.0,3.0,1.0,0.344,0.348,0.692,0.107,ソフトバンク
263,8,明石健志,6500,0.202,57.0,95.0,84.0,17.0,2.0,0.0,0.0,19.0,5.0,7.0,18.0,9.0,1.0,1.0,0.284,0.226,0.51,0.189,ソフトバンク
264,9,柳田悠岐,61000,0.3,141.0,593.0,516.0,155.0,36.0,2.0,28.0,279.0,95.0,80.0,122.0,69.0,6.0,6.0,0.388,0.541,0.929,0.206,ソフトバンク
265,12,高谷裕亮,3200,0.235,20.0,17.0,17.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.235,0.235,0.471,0.059,ソフトバンク
266,19,甲斐拓也,16500,0.227,143.0,479.0,405.0,92.0,15.0,0.0,12.0,143.0,42.0,44.0,142.0,44.0,2.0,6.0,0.305,0.353,0.658,0.296,ソフトバンク
267,22,牧原巧汰,550,,,,,,,,,,,,,,,,,,,,ソフトバンク
268,23,周東佑京,4000,0.201,70.0,188.0,169.0,34.0,1.0,0.0,3.0,44.0,24.0,5.0,49.0,12.0,1.0,21.0,0.258,0.26,0.519,0.261,ソフトバンク
269,24,長谷川勇也,7000,0.26,71.0,120.0,100.0,26.0,6.0,1.0,3.0,43.0,10.0,19.0,18.0,17.0,1.0,0.0,0.367,0.43,0.797,0.15,ソフトバンク
270,27,ジュリスベル・グラシアル,30000,0.304,37.0,150.0,138.0,42.0,6.0,0.0,5.0,63.0,19.0,15.0,27.0,11.0,1.0,2.0,0.36,0.457,0.817,0.18,ソフトバンク
271,30,佐藤直樹,1500,0.0,25.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,2.0,0.0,1.0,0.182,0.0,0.182,0.455,ソフトバンク
272,31,栗原陵矢,4400,0.275,143.0,596.0,531.0,146.0,32.0,3.0,21.0,247.0,71.0,77.0,90.0,53.0,2.0,7.0,0.339,0.465,0.804,0.151,ソフトバンク
273,32,柳町達,770,0.229,20.0,54.0,48.0,11.0,3.0,0.0,1.0,17.0,7.0,2.0,12.0,5.0,0.0,0.0,0.302,0.354,0.656,0.222,ソフトバンク
274,33,増田珠,660,,,,,,,,,,,,,,,,,,,,ソフトバンク
275,36,牧原大成,3500,0.278,98.0,292.0,273.0,76.0,7.0,2.0,4.0,99.0,41.0,21.0,42.0,9.0,2.0,14.0,0.305,0.363,0.668,0.144,ソフトバンク
276,43,井上朋也,880,,,,,,,,,,,,,,,,,,,,ソフトバンク
277,44,笹川吉康,600,,,,,,,,,,,,,,,,,,,,ソフトバンク
278,45,谷川原健太,630,0.146,59.0,57.0,48.0,7.0,1.0,0.0,1.0,11.0,8.0,5.0,21.0,7.0,0.0,1.0,0.255,0.229,0.484,0.368,ソフトバンク
279,46,川原田純平,550,,,,,,,,,,,,,,,,,,,,ソフトバンク
280,51,上林誠知,5350,0.191,39.0,72.0,68.0,13.0,1.0,1.0,2.0,22.0,7.0,11.0,18.0,3.0,0.0,2.0,0.222,0.324,0.546,0.25,ソフトバンク
281,52,リチャード,660,0.181,34.0,116.0,105.0,19.0,4.0,0.0,7.0,44.0,11.0,20.0,38.0,6.0,2.0,0.0,0.233,0.419,0.652,0.328,ソフトバンク
282,54,アルフレド・デスパイネ,40000,0.264,80.0,308.0,261.0,69.0,13.0,1.0,10.0,114.0,27.0,41.0,64.0,44.0,2.0,0.0,0.373,0.437,0.81,0.208,ソフトバンク
283,55,野村大樹,640,0.176,7.0,19.0,17.0,3.0,1.0,0.0,0.0,4.0,1.0,3.0,5.0,2.0,0.0,0.0,0.263,0.235,0.498,0.263,ソフトバンク
284,59,水谷瞬,520,,,,,,,,,,,,,,,,,,,,ソフトバンク
285,60,釜元豪,1200,0.5,18.0,10.0,10.0,5.0,1.0,0.0,1.0,9.0,6.0,3.0,0.0,0.0,0.0,2.0,0.5,0.9,1.4,0.0,ソフトバンク
286,62,海野隆司,1200,0.25,11.0,5.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.2,0.5,0.7,0.2,ソフトバンク
287,64,真砂勇介,900,0.254,79.0,124.0,114.0,29.0,4.0,1.0,1.0,38.0,18.0,8.0,41.0,6.0,1.0,1.0,0.295,0.333,0.628,0.331,ソフトバンク
288,65,九鬼隆平,650,0.5,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,ソフトバンク
289,68,三森大貴,700,0.249,86.0,345.0,329.0,82.0,9.0,6.0,0.0,103.0,34.0,20.0,77.0,11.0,0.0,16.0,0.272,0.313,0.585,0.223,ソフトバンク
290,69,小林珠維,470,,,,,,,,,,,,,,,,,,,,ソフトバンク
291,99,川島慶三,7000,0.239,56.0,123.0,109.0,26.0,6.0,1.0,2.0,40.0,12.0,11.0,31.0,11.0,0.0,0.0,0.306,0.367,0.673,0.252,ソフトバンク
292,121,石塚綜一郎,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
293,125,早真之介,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
294,126,黒瀬健太,500,,,,,,,,,,,,,,,,,,,,ソフトバンク
295,127,緒方理貢,400,,,,,,,,,,,,,,,,,,,,ソフトバンク
296,128,伊藤大将,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
297,129,居谷匠真,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
298,130,勝連大稀,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
299,131,舟越秀虎,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
300,132,渡邉陸,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
301,136,荒木翔太,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
302,142,中村宜聖,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
303,00,鳥谷敬,1600,0.17,32.0,61.0,53.0,9.0,3.0,0.0,0.0,12.0,7.0,2.0,11.0,8.0,0.0,0.0,0.279,0.226,0.505,0.18,ロッテ
304,0,荻野貴司,8000,0.296,143.0,643.0,570.0,169.0,33.0,5.0,10.0,242.0,86.0,45.0,70.0,53.0,12.0,24.0,0.367,0.425,0.791,0.109,ロッテ
305,1,清田育宏,6000,,,,,,,,,,,,,,,,,,,,ロッテ
306,2,藤原恭大,1800,0.217,78.0,254.0,217.0,47.0,12.0,1.0,5.0,76.0,27.0,22.0,55.0,23.0,5.0,7.0,0.301,0.35,0.651,0.217,ロッテ
307,3,角中勝也,7500,0.244,107.0,326.0,275.0,67.0,19.0,1.0,0.0,88.0,33.0,29.0,51.0,40.0,4.0,1.0,0.343,0.32,0.663,0.156,ロッテ
308,4,藤岡裕大,3500,0.255,137.0,493.0,432.0,110.0,21.0,3.0,3.0,146.0,41.0,37.0,95.0,40.0,2.0,10.0,0.32,0.338,0.658,0.193,ロッテ
309,5,安田尚憲,2200,0.242,115.0,399.0,351.0,85.0,16.0,1.0,8.0,127.0,27.0,55.0,82.0,43.0,1.0,0.0,0.323,0.362,0.685,0.206,ロッテ
310,7,福田秀平,12000,0.083,4.0,13.0,12.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,1.0,0.154,0.167,0.321,0.308,ロッテ
311,8,中村奨吾,6700,0.283,143.0,615.0,506.0,143.0,36.0,2.0,9.0,210.0,78.0,67.0,90.0,76.0,10.0,12.0,0.382,0.415,0.797,0.146,ロッテ
312,10,加藤翔平,2200,0.22,20.0,44.0,41.0,9.0,2.0,1.0,1.0,16.0,3.0,2.0,8.0,1.0,0.0,0.0,0.238,0.39,0.628,0.182,ロッテ
313,13,平沢大河,1800,,,,,,,,,,,,,,,,,,,,ロッテ
314,22,田村龍弘,7000,0.235,70.0,165.0,136.0,32.0,7.0,1.0,0.0,41.0,14.0,14.0,33.0,17.0,0.0,1.0,0.316,0.301,0.618,0.2,ロッテ
315,23,三木亮,2200,0.111,84.0,11.0,9.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,1.0,0.2,0.222,0.422,0.182,ロッテ
316,25,岡大海,2200,0.242,110.0,185.0,161.0,39.0,6.0,0.0,6.0,63.0,31.0,18.0,44.0,14.0,5.0,11.0,0.322,0.391,0.714,0.238,ロッテ
317,31,菅野剛士,2440,0.194,33.0,75.0,67.0,13.0,4.0,0.0,2.0,23.0,8.0,5.0,20.0,5.0,1.0,1.0,0.26,0.343,0.604,0.267,ロッテ
318,32,佐藤都志也,1600,0.205,62.0,155.0,132.0,27.0,4.0,1.0,6.0,51.0,16.0,18.0,30.0,14.0,1.0,3.0,0.284,0.386,0.67,0.194,ロッテ
319,38,高部瑛斗,1000,0.145,33.0,69.0,55.0,8.0,1.0,0.0,1.0,12.0,6.0,6.0,19.0,7.0,0.0,4.0,0.242,0.218,0.46,0.275,ロッテ
320,39,吉田裕太,1100,0.111,7.0,10.0,9.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.2,0.444,0.644,0.3,ロッテ
321,40,福田光輝,880,,,,,,,,,,,,,,,,,,,,ロッテ
322,44,井上晴哉,5200,0.196,23.0,53.0,51.0,10.0,1.0,0.0,1.0,14.0,1.0,6.0,8.0,1.0,1.0,0.0,0.226,0.275,0.501,0.151,ロッテ
323,45,宗接唯人,700,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ
324,50,松田進,700,,,,,,,,,,,,,,,,,,,,ロッテ
325,51,山口航輝,560,0.207,78.0,228.0,203.0,42.0,3.0,1.0,9.0,74.0,20.0,20.0,53.0,25.0,0.0,0.0,0.294,0.365,0.658,0.232,ロッテ
326,53,江村直也,1100,0.167,19.0,10.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.375,0.167,0.542,0.4,ロッテ
327,54,ブランドン・レアード,24200,0.262,136.0,545.0,485.0,127.0,18.0,0.0,29.0,232.0,57.0,95.0,109.0,50.0,3.0,0.0,0.33,0.478,0.809,0.2,ロッテ
328,55,アディニー・エチェバリア,10000,0.203,79.0,216.0,207.0,42.0,11.0,0.0,4.0,65.0,16.0,24.0,40.0,6.0,0.0,0.0,0.222,0.314,0.536,0.185,ロッテ
329,57,小川龍成,1000,0.0,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.333,ロッテ
330,59,西川僚祐,500,,,,,,,,,,,,,,,,,,,,ロッテ
331,63,和田康士朗,1000,0.263,96.0,24.0,19.0,5.0,1.0,0.0,0.0,6.0,25.0,1.0,8.0,5.0,0.0,24.0,0.417,0.316,0.732,0.333,ロッテ
332,67,茶谷健太,600,,,,,,,,,,,,,,,,,,,,ロッテ
333,68,西巻賢二,800,,,,,,,,,,,,,,,,,,,,ロッテ
334,79,レオネス・マーティン,16000,0.233,116.0,499.0,416.0,97.0,30.0,0.0,27.0,208.0,66.0,75.0,132.0,70.0,10.0,4.0,0.355,0.5,0.855,0.265,ロッテ
335,99,柿沼友哉,1680,0.143,43.0,65.0,49.0,7.0,1.0,0.0,1.0,11.0,3.0,4.0,12.0,6.0,0.0,0.0,0.236,0.224,0.461,0.185,ロッテ
336,122,谷川唯人,240,,,,,,,,,,,,,,,,,,,,ロッテ
337,124,山本大斗,240,,,,,,,,,,,,,,,,,,,,ロッテ
338,125,植田将太,300,,,,,,,,,,,,,,,,,,,,ロッテ
339,127,高濱卓也,800,0.125,17.0,9.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.222,0.125,0.347,0.222,ロッテ
340,130,サンディ・サントス,500,,,,,,,,,,,,,,,,,,,,ロッテ
341,131,ホルヘ・ペラルタ,240,,,,,,,,,,,,,,,,,,,,ロッテ
342,1,栗山巧,17000,0.251,117.0,446.0,387.0,97.0,15.0,0.0,4.0,124.0,33.0,43.0,58.0,49.0,3.0,1.0,0.334,0.32,0.654,0.13,西武
343,2,岡田雅利,3000,0.119,34.0,55.0,42.0,5.0,1.0,0.0,1.0,9.0,3.0,2.0,5.0,4.0,2.0,0.0,0.229,0.214,0.443,0.091,西武
344,3,山川穂高,17000,0.232,110.0,414.0,358.0,83.0,13.0,0.0,24.0,168.0,42.0,66.0,101.0,43.0,7.0,0.0,0.321,0.469,0.791,0.244,西武
345,4,山野辺翔,1400,0.194,25.0,39.0,36.0,7.0,1.0,1.0,0.0,10.0,5.0,2.0,11.0,0.0,1.0,4.0,0.211,0.278,0.488,0.282,西武
