,背番号,名前,年俸,打率,試合数,打席数,打数,安打,二塁打,三塁打,本塁打,塁打数,得点,打点,三振,四球,死球,盗塁,出塁率,長打率,OPS,三振率,チーム
174,57,古賀優大,580,0.2,11.0,17.0,15.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.25,0.2,0.45,0.118,ヤクルト
175,59,大村孟,600,0.2,5.0,5.0,5.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.0,ヤクルト
176,60,三輪正義,1350,,,,,,,,,,,,,,,,,,,,ヤクルト
177,63,井野卓,1600,0.2,7.0,11.0,10.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.2,0.3,0.5,0.364,ヤクルト
178,65,田代将太郎,900,0.263,51.0,21.0,19.0,5.0,1.0,2.0,0.0,10.0,7.0,7.0,6.0,0.0,1.0,1.0,0.286,0.526,0.812,0.286,ヤクルト
179,66,吉田大成,700,0.188,13.0,39.0,32.0,6.0,1.0,0.0,0.0,7.0,3.0,2.0,8.0,4.0,2.0,1.0,0.316,0.219,0.535,0.205,ヤクルト
180,69,山川晃司,550,,,,,,,,,,,,,,,,,,,,ヤクルト
181,117,松本友,240,,,,,,,,,,,,,,,,,,,,ヤクルト
182,118,内山太嗣,240,,,,,,,,,,,,,,,,,,,,ヤクルト
183,0,高松渡,600,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,中日
184,1,京田陽太,4500,0.249,140.0,574.0,507.0,126.0,14.0,5.0,3.0,159.0,46.0,40.0,91.0,37.0,3.0,17.0,0.302,0.314,0.615,0.159,中日
185,3,高橋周平,3500,0.293,117.0,471.0,430.0,126.0,28.0,5.0,7.0,185.0,50.0,59.0,70.0,32.0,3.0,3.0,0.345,0.43,0.776,0.149,中日
186,4,藤井淳志,5500,0.22,61.0,154.0,141.0,31.0,8.0,1.0,1.0,44.0,12.0,12.0,33.0,11.0,1.0,1.0,0.279,0.312,0.591,0.214,中日
187,5,阿部寿樹,950,0.291,129.0,484.0,447.0,130.0,24.0,3.0,7.0,181.0,51.0,59.0,82.0,31.0,1.0,1.0,0.337,0.405,0.742,0.169,中日
188,6,平田良介,18000,0.278,95.0,407.0,360.0,100.0,21.0,4.0,8.0,153.0,52.0,32.0,53.0,38.0,4.0,3.0,0.35,0.425,0.775,0.13,中日
189,7,根尾昂,1500,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,中日
190,8,大島洋平,18000,0.312,143.0,623.0,558.0,174.0,23.0,3.0,3.0,212.0,89.0,45.0,78.0,50.0,9.0,30.0,0.376,0.38,0.756,0.125,中日
191,9,石川駿,600,0.125,8.0,8.0,8.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.125,0.375,0.5,0.375,中日
192,23,遠藤一星,900,0.27,108.0,120.0,111.0,30.0,4.0,2.0,2.0,44.0,22.0,11.0,28.0,5.0,2.0,4.0,0.314,0.396,0.71,0.233,中日
193,26,井領雅貴,720,0.29,55.0,103.0,100.0,29.0,9.0,1.0,0.0,40.0,9.0,9.0,21.0,3.0,0.0,0.0,0.311,0.4,0.711,0.204,中日
194,27,大野奨太,10000,0.17,34.0,62.0,53.0,9.0,1.0,0.0,0.0,10.0,6.0,3.0,9.0,5.0,0.0,0.0,0.237,0.189,0.426,0.145,中日
195,31,渡辺勝,500,0.148,27.0,29.0,27.0,4.0,2.0,0.0,0.0,6.0,3.0,2.0,11.0,1.0,0.0,1.0,0.172,0.222,0.395,0.379,中日
196,32,石垣雅海,540,0.133,15.0,15.0,15.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,7.0,0.0,0.0,0.0,0.133,0.267,0.4,0.467,中日
197,35,木下拓哉,1000,0.227,39.0,98.0,88.0,20.0,6.0,0.0,2.0,32.0,5.0,8.0,22.0,5.0,3.0,0.0,0.289,0.364,0.652,0.224,中日
198,36,石岡諒太,600,,,,,,,,,,,,,,,,,,,,中日
199,37,三ツ俣大樹,600,0.111,21.0,33.0,27.0,3.0,2.0,0.0,0.0,5.0,2.0,0.0,6.0,4.0,0.0,0.0,0.226,0.185,0.411,0.182,中日
200,38,松井雅人,2000,0.212,20.0,39.0,33.0,7.0,2.0,0.0,0.0,9.0,3.0,2.0,12.0,4.0,0.0,0.0,0.297,0.273,0.57,0.308,中日
201,39,武山真吾,1500,0.2,30.0,51.0,45.0,9.0,2.0,0.0,1.0,14.0,6.0,4.0,13.0,3.0,2.0,0.0,0.28,0.311,0.591,0.255,中日
202,42,アルモンテ,10000,0.329,49.0,174.0,164.0,54.0,8.0,0.0,7.0,83.0,19.0,25.0,37.0,8.0,1.0,0.0,0.362,0.506,0.868,0.213,中日
203,44,スティーブン・モヤ,5000,0.227,7.0,22.0,22.0,5.0,0.0,0.0,1.0,8.0,1.0,3.0,7.0,0.0,0.0,0.0,0.227,0.364,0.591,0.318,中日
204,45,杉山翔大,1500,,,,,,,,,,,,,,,,,,,,中日
205,48,溝脇隼人,600,0.2,8.0,16.0,15.0,3.0,0.0,1.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,0.25,0.333,0.583,0.125,中日
206,49,伊藤康祐,550,0.188,14.0,33.0,32.0,6.0,1.0,0.0,0.0,7.0,6.0,1.0,8.0,0.0,0.0,0.0,0.188,0.219,0.406,0.242,中日
207,51,滝野要,720,,,,,,,,,,,,,,,,,,,,中日
208,52,加藤匠馬,550,0.228,92.0,245.0,224.0,51.0,7.0,3.0,0.0,64.0,19.0,13.0,57.0,9.0,0.0,0.0,0.258,0.286,0.543,0.233,中日
209,53,亀澤恭平,2600,0.128,47.0,49.0,47.0,6.0,0.0,1.0,0.0,8.0,7.0,2.0,5.0,1.0,0.0,0.0,0.146,0.17,0.316,0.102,中日
210,55,福田永将,4700,0.287,105.0,352.0,310.0,89.0,18.0,0.0,18.0,161.0,55.0,66.0,69.0,32.0,5.0,0.0,0.358,0.519,0.877,0.196,中日
211,56,松井佑介,1500,0.219,16.0,37.0,32.0,7.0,2.0,0.0,0.0,9.0,3.0,2.0,13.0,3.0,0.0,0.0,0.286,0.281,0.567,0.351,中日
212,56,武田健吾,1700,0.143,29.0,36.0,35.0,5.0,0.0,0.0,0.0,5.0,2.0,1.0,12.0,0.0,0.0,0.0,0.143,0.143,0.286,0.333,中日
213,58,石橋康太,600,0.059,12.0,18.0,17.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,8.0,0.0,1.0,0.0,0.111,0.176,0.288,0.444,中日
214,62,友永翔太,650,0.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.1,0.0,0.1,0.4,中日
215,63,堂上直倫,3000,0.212,98.0,217.0,193.0,41.0,9.0,0.0,12.0,86.0,25.0,39.0,56.0,13.0,0.0,1.0,0.262,0.446,0.708,0.258,中日
216,66,ビシエド,35000,0.315,143.0,594.0,534.0,168.0,43.0,0.0,18.0,265.0,56.0,93.0,88.0,41.0,13.0,2.0,0.374,0.496,0.87,0.148,中日
217,67,近藤弘基,700,,,,,,,,,,,,,,,,,,,,中日
218,68,桂依央利,900,0.25,4.0,9.0,8.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.25,0.25,0.5,0.222,中日
219,210,A.マルティネス,1000,,,,,,,,,,,,,,,,,,,,中日
220,2,杉谷拳士,2600,0.209,83.0,157.0,134.0,28.0,4.0,1.0,4.0,46.0,15.0,12.0,36.0,13.0,3.0,5.0,0.291,0.343,0.635,0.229,日本ハム
221,3,田中賢介,6500,0.255,89.0,170.0,153.0,39.0,6.0,2.0,1.0,52.0,15.0,16.0,17.0,14.0,0.0,0.0,0.315,0.34,0.655,0.1,日本ハム
222,4,谷口雄也,1300,0.229,30.0,50.0,48.0,11.0,2.0,0.0,2.0,19.0,4.0,10.0,12.0,2.0,0.0,0.0,0.26,0.396,0.656,0.24,日本ハム
223,5,大田泰示,6500,0.289,132.0,594.0,557.0,161.0,28.0,1.0,20.0,251.0,79.0,77.0,111.0,27.0,5.0,6.0,0.325,0.451,0.776,0.187,日本ハム
224,6,中田翔,28000,0.242,124.0,514.0,450.0,109.0,21.0,0.0,24.0,202.0,55.0,80.0,83.0,55.0,5.0,0.0,0.329,0.449,0.778,0.161,日本ハム
225,7,西川遥輝,20000,0.288,142.0,651.0,548.0,158.0,26.0,6.0,5.0,211.0,88.0,41.0,111.0,93.0,2.0,19.0,0.393,0.385,0.779,0.171,日本ハム
226,8,近藤健介,10000,0.302,138.0,600.0,490.0,148.0,32.0,5.0,2.0,196.0,74.0,59.0,81.0,103.0,2.0,1.0,0.422,0.4,0.822,0.135,日本ハム
227,9,中島卓也,10000,0.22,120.0,328.0,291.0,64.0,5.0,1.0,0.0,71.0,39.0,16.0,70.0,22.0,2.0,12.0,0.278,0.244,0.522,0.213,日本ハム
228,10,清水優心,2000,0.259,98.0,246.0,216.0,56.0,8.0,0.0,5.0,79.0,17.0,24.0,51.0,19.0,1.0,0.0,0.321,0.366,0.686,0.207,日本ハム
229,12,松本剛,2100,0.333,4.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.0,日本ハム
230,21,清宮幸太郎,1800,0.204,81.0,278.0,250.0,51.0,11.0,1.0,7.0,85.0,26.0,33.0,75.0,21.0,3.0,0.0,0.27,0.34,0.61,0.27,日本ハム
231,22,鶴岡慎也,6000,0.177,35.0,69.0,62.0,11.0,2.0,0.0,1.0,16.0,4.0,4.0,13.0,3.0,0.0,0.0,0.215,0.258,0.473,0.188,日本ハム
232,23,渡邉諒,1400,0.262,132.0,543.0,481.0,126.0,16.0,5.0,11.0,185.0,60.0,58.0,120.0,48.0,6.0,0.0,0.333,0.385,0.718,0.221,日本ハム
233,24,野村佑希,600,,,,,,,,,,,,,,,,,,,,日本ハム
234,26,淺間大基,1100,0.207,13.0,33.0,29.0,6.0,2.0,1.0,0.0,10.0,4.0,1.0,5.0,1.0,0.0,0.0,0.233,0.345,0.578,0.152,日本ハム
235,30,宇佐見真吾,1600,0.198,45.0,103.0,96.0,19.0,3.0,0.0,0.0,22.0,4.0,9.0,19.0,6.0,0.0,0.0,0.245,0.229,0.474,0.184,日本ハム
236,32,谷内亮太,1050,0.08,24.0,26.0,25.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,0.0,1.0,0.0,0.115,0.08,0.195,0.308,日本ハム
237,38,石井一成,1620,0.224,76.0,226.0,196.0,44.0,10.0,3.0,4.0,72.0,26.0,22.0,61.0,16.0,0.0,2.0,0.282,0.367,0.649,0.27,日本ハム
238,42,黒羽根利規,1700,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.333,0.0,0.333,0.333,日本ハム
239,44,森山恵佑,820,,,,,,,,,,,,,,,,,,,,日本ハム
240,45,平沼翔太,570,0.236,73.0,184.0,165.0,39.0,9.0,2.0,1.0,55.0,20.0,16.0,26.0,10.0,3.0,2.0,0.291,0.333,0.624,0.141,日本ハム
241,55,難波侑平,520,,,,,,,,,,,,,,,,,,,,日本ハム
242,58,横尾俊建,2100,0.188,78.0,191.0,170.0,32.0,10.0,0.0,3.0,51.0,7.0,13.0,34.0,15.0,4.0,0.0,0.268,0.3,0.568,0.178,日本ハム
243,60,郡拓也,490,0.25,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,0.25,0.5,0.5,日本ハム
244,61,姫野優也,490,,,,,,,,,,,,,,,,,,,,日本ハム
245,62,高濱祐仁,510,,,,,,,,,,,,,,,,,,,,日本ハム
246,64,田宮裕涼,480,,,,,,,,,,,,,,,,,,,,日本ハム
247,66,万波中正,520,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,日本ハム
248,67,岸里亮佑,530,,,,,,,,,,,,,,,,,,,,日本ハム
249,68,石川亮,800,0.2,46.0,86.0,75.0,15.0,3.0,0.0,0.0,18.0,3.0,3.0,29.0,2.0,0.0,0.0,0.221,0.24,0.461,0.337,日本ハム
250,70,今井順之助,480,0.143,2.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.143,0.143,0.286,0.286,日本ハム
251,90,實松一成,1150,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,日本ハム
252,99,王柏融,9000,0.255,88.0,340.0,306.0,78.0,13.0,0.0,3.0,100.0,18.0,35.0,65.0,25.0,6.0,1.0,0.321,0.327,0.647,0.191,日本ハム
253,124,森本龍弥,430,,,,,,,,,,,,,,,,,,,,日本ハム
254,144,海老原一佳,260,,,,,,,,,,,,,,,,,,,,日本ハム
255,0,高田知季,2600,0.157,93.0,125.0,115.0,18.0,1.0,0.0,0.0,19.0,6.0,10.0,36.0,3.0,1.0,2.0,0.185,0.165,0.35,0.288,ソフトバンク
256,00,川瀬晃,550,0.176,29.0,37.0,34.0,6.0,0.0,0.0,0.0,6.0,1.0,1.0,5.0,1.0,0.0,1.0,0.2,0.176,0.376,0.135,ソフトバンク
257,1,内川聖一,40000,0.256,137.0,535.0,500.0,128.0,21.0,0.0,12.0,185.0,49.0,41.0,49.0,28.0,2.0,3.0,0.296,0.37,0.666,0.092,ソフトバンク
258,4,川島慶三,7000,0.364,47.0,88.0,66.0,24.0,5.0,1.0,1.0,34.0,14.0,8.0,9.0,17.0,1.0,4.0,0.488,0.515,1.004,0.102,ソフトバンク
259,5,松田宣浩,40000,0.26,143.0,576.0,534.0,139.0,25.0,2.0,30.0,258.0,64.0,76.0,115.0,33.0,3.0,5.0,0.305,0.483,0.788,0.2,ソフトバンク
260,6,今宮健太,26000,0.256,106.0,426.0,383.0,98.0,15.0,0.0,14.0,155.0,44.0,41.0,67.0,32.0,3.0,4.0,0.317,0.405,0.722,0.157,ソフトバンク
261,7,中村晃,24000,0.245,44.0,159.0,139.0,34.0,3.0,1.0,3.0,48.0,10.0,11.0,13.0,15.0,1.0,0.0,0.321,0.345,0.666,0.082,ソフトバンク
262,8,明石健志,10000,0.248,99.0,315.0,282.0,70.0,12.0,3.0,5.0,103.0,31.0,21.0,66.0,26.0,1.0,6.0,0.313,0.365,0.678,0.21,ソフトバンク
263,9,柳田悠岐,57000,0.289,38.0,157.0,128.0,37.0,6.0,1.0,7.0,66.0,17.0,23.0,28.0,28.0,1.0,4.0,0.42,0.516,0.936,0.178,ソフトバンク
264,12,高谷裕亮,3400,0.167,55.0,42.0,30.0,5.0,0.0,0.0,1.0,8.0,2.0,1.0,15.0,5.0,0.0,0.0,0.286,0.267,0.552,0.357,ソフトバンク
265,22,西田哲朗,1800,0.125,7.0,8.0,8.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.125,0.25,0.375,0.0,ソフトバンク
266,24,長谷川勇也,10000,0.302,25.0,54.0,43.0,13.0,4.0,0.0,3.0,26.0,6.0,9.0,4.0,7.0,2.0,1.0,0.407,0.605,1.012,0.074,ソフトバンク
267,27,グラシアル,15000,0.319,103.0,410.0,373.0,119.0,17.0,1.0,28.0,222.0,61.0,68.0,84.0,22.0,7.0,4.0,0.365,0.595,0.96,0.205,ソフトバンク
268,30,市川友也,2300,,,,,,,,,,,,,,,,,,,,ソフトバンク
269,31,栗原陵矢,700,0.231,32.0,45.0,39.0,9.0,0.0,1.0,1.0,14.0,4.0,7.0,10.0,3.0,2.0,0.0,0.311,0.359,0.67,0.222,ソフトバンク
270,32,塚田正義,1200,0.222,18.0,24.0,18.0,4.0,0.0,0.0,1.0,7.0,1.0,3.0,6.0,5.0,1.0,0.0,0.417,0.389,0.806,0.25,ソフトバンク
271,33,増田珠,620,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,ソフトバンク
272,36,牧原大成,2000,0.242,114.0,436.0,409.0,99.0,14.0,2.0,3.0,126.0,37.0,27.0,85.0,10.0,4.0,10.0,0.267,0.308,0.575,0.195,ソフトバンク
273,37,福田秀平,3600,0.259,80.0,183.0,166.0,43.0,8.0,0.0,9.0,78.0,27.0,26.0,48.0,11.0,0.0,9.0,0.302,0.47,0.772,0.262,ソフトバンク
274,39,堀内汰門,500,,,,,,,,,,,,,,,,,,,,ソフトバンク
275,43,江川智晃,1400,0.333,11.0,17.0,15.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,1.0,0.0,0.412,0.333,0.745,0.176,ソフトバンク
276,45,谷川原健太,600,,,,,,,,,,,,,,,,,,,,ソフトバンク
277,51,上林誠知,7500,0.194,99.0,286.0,258.0,50.0,6.0,2.0,11.0,93.0,28.0,31.0,75.0,18.0,3.0,10.0,0.254,0.36,0.614,0.262,ソフトバンク
278,54,デスパイネ,40000,0.259,130.0,519.0,448.0,116.0,9.0,0.0,36.0,233.0,61.0,88.0,119.0,63.0,5.0,0.0,0.355,0.52,0.875,0.229,ソフトバンク
279,55,野村大樹,600,0.5,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,ソフトバンク
280,59,水谷瞬,500,,,,,,,,,,,,,,,,,,,,ソフトバンク
281,60,釜元豪,600,0.22,86.0,189.0,173.0,38.0,2.0,1.0,4.0,54.0,18.0,11.0,56.0,12.0,0.0,11.0,0.27,0.312,0.582,0.296,ソフトバンク
282,62,甲斐拓也,6500,0.26,137.0,454.0,377.0,98.0,15.0,0.0,11.0,146.0,42.0,43.0,114.0,50.0,1.0,9.0,0.346,0.387,0.733,0.251,ソフトバンク
283,64,真砂勇介,620,0.143,12.0,23.0,21.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,11.0,1.0,0.0,2.0,0.182,0.143,0.325,0.478,ソフトバンク
284,65,九鬼隆平,600,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.333,0.0,0.333,0.333,ソフトバンク
285,68,三森大貴,500,0.208,24.0,51.0,48.0,10.0,2.0,2.0,0.0,16.0,7.0,1.0,17.0,2.0,1.0,3.0,0.255,0.333,0.588,0.333,ソフトバンク
286,69,美間優槻,650,0.091,15.0,22.0,22.0,2.0,1.0,0.0,1.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,0.091,0.273,0.364,0.227,ソフトバンク
287,121,周東佑京,330,0.196,102.0,114.0,102.0,20.0,3.0,2.0,1.0,30.0,39.0,6.0,27.0,2.0,0.0,25.0,0.212,0.294,0.506,0.237,ソフトバンク
288,124,古澤勝吾,590,,,,,,,,,,,,,,,,,,,,ソフトバンク
289,125,大本将吾,300,,,,,,,,,,,,,,,,,,,,ソフトバンク
290,126,黒瀬健太,500,,,,,,,,,,,,,,,,,,,,ソフトバンク
291,127,砂川リチャード,300,,,,,,,,,,,,,,,,,,,,ソフトバンク
292,131,張本優大,510,,,,,,,,,,,,,,,,,,,,ソフトバンク
293,132,渡邉陸,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
294,135,田城飛翔,300,,,,,,,,,,,,,,,,,,,,ソフトバンク
295,139,日暮矢麻人,300,,,,,,,,,,,,,,,,,,,,ソフトバンク
296,141,清水陸哉,300,,,,,,,,,,,,,,,,,,,,ソフトバンク
297,142,中村宜聖,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
298,144,コラス,1000,0.278,7.0,21.0,18.0,5.0,0.0,0.0,1.0,8.0,2.0,2.0,6.0,1.0,2.0,0.0,0.381,0.444,0.825,0.286,ソフトバンク
299,0,荻野貴司,4500,0.315,125.0,569.0,508.0,160.0,35.0,7.0,10.0,239.0,76.0,46.0,56.0,40.0,8.0,28.0,0.371,0.47,0.842,0.098,ロッテ
300,1,清田育宏,4400,0.253,117.0,377.0,336.0,85.0,8.0,2.0,10.0,127.0,49.0,57.0,77.0,35.0,2.0,1.0,0.325,0.378,0.703,0.204,ロッテ
301,2,藤原恭大,1500,0.105,6.0,19.0,19.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.105,0.105,0.211,0.316,ロッテ
302,3,角中勝也,13100,0.258,108.0,435.0,368.0,95.0,17.0,1.0,8.0,138.0,47.0,48.0,63.0,55.0,5.0,2.0,0.359,0.375,0.734,0.145,ロッテ
303,4,藤岡裕大,3500,0.264,81.0,278.0,250.0,66.0,14.0,1.0,2.0,88.0,36.0,21.0,33.0,16.0,0.0,3.0,0.306,0.352,0.658,0.119,ロッテ
304,5,安田尚憲,1300,,,,,,,,,,,,,,,,,,,,ロッテ
305,7,鈴木大地,10000,0.288,140.0,614.0,527.0,152.0,34.0,4.0,15.0,239.0,76.0,68.0,75.0,56.0,16.0,3.0,0.373,0.454,0.826,0.122,ロッテ
306,8,中村奨吾,7000,0.232,143.0,586.0,512.0,119.0,22.0,0.0,17.0,192.0,68.0,59.0,96.0,53.0,12.0,12.0,0.317,0.375,0.692,0.164,ロッテ
307,9,福浦和也,2000,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ロッテ
308,10,加藤翔平,2700,0.202,60.0,120.0,109.0,22.0,3.0,1.0,4.0,39.0,12.0,9.0,32.0,7.0,2.0,4.0,0.263,0.358,0.621,0.267,ロッテ
309,13,平沢大河,2620,0.198,51.0,108.0,91.0,18.0,3.0,1.0,1.0,26.0,10.0,8.0,28.0,12.0,0.0,0.0,0.291,0.286,0.577,0.259,ロッテ
310,22,田村龍弘,7200,0.243,100.0,321.0,284.0,69.0,12.0,1.0,3.0,92.0,30.0,31.0,59.0,22.0,0.0,1.0,0.294,0.324,0.618,0.184,ロッテ
311,25,岡大海,2300,0.227,95.0,182.0,154.0,35.0,8.0,1.0,6.0,63.0,36.0,16.0,32.0,18.0,6.0,13.0,0.33,0.409,0.739,0.176,ロッテ
312,31,菅野剛士,1440,0.197,28.0,73.0,66.0,13.0,2.0,0.0,3.0,24.0,7.0,7.0,11.0,6.0,1.0,0.0,0.274,0.364,0.638,0.151,ロッテ
313,32,高濱卓也,1100,0.286,8.0,7.0,7.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.286,0.571,0.857,0.429,ロッテ
314,37,三木亮,2240,0.214,89.0,145.0,126.0,27.0,3.0,0.0,2.0,36.0,20.0,15.0,38.0,6.0,4.0,5.0,0.27,0.286,0.556,0.262,ロッテ
315,38,伊志嶺翔大,1690,,,,,,,,,,,,,,,,,,,,ロッテ
316,39,吉田裕太,1300,0.234,32.0,56.0,47.0,11.0,1.0,0.0,2.0,18.0,2.0,7.0,13.0,5.0,0.0,0.0,0.308,0.383,0.691,0.232,ロッテ
317,42,バルガス,16500,0.179,35.0,102.0,84.0,15.0,5.0,0.0,1.0,23.0,4.0,6.0,36.0,16.0,2.0,0.0,0.324,0.274,0.597,0.353,ロッテ
318,44,井上晴哉,5000,0.252,129.0,509.0,429.0,108.0,16.0,1.0,24.0,198.0,60.0,65.0,98.0,67.0,9.0,0.0,0.362,0.462,0.824,0.193,ロッテ
319,45,宗接唯人,800,,,,,,,,,,,,,,,,,,,,ロッテ
320,50,松田進,770,0.2,3.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.333,0.2,0.533,0.167,ロッテ
321,51,山口航輝,560,,,,,,,,,,,,,,,,,,,,ロッテ
322,53,江村直也,1200,0.097,23.0,35.0,31.0,3.0,0.0,0.0,1.0,6.0,3.0,4.0,10.0,2.0,0.0,0.0,0.152,0.194,0.345,0.286,ロッテ
323,54,レアード,12100,0.248,139.0,553.0,487.0,121.0,18.0,0.0,32.0,235.0,59.0,89.0,128.0,55.0,8.0,0.0,0.333,0.483,0.815,0.231,ロッテ
324,55,細川亨,1500,0.333,31.0,8.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.333,0.333,0.667,0.125,ロッテ
325,57,香月一也,580,0.152,26.0,33.0,33.0,5.0,0.0,0.0,1.0,8.0,3.0,3.0,9.0,0.0,0.0,0.0,0.152,0.242,0.394,0.273,ロッテ
326,59,細谷圭,2020,0.158,29.0,20.0,19.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,7.0,1.0,0.0,0.0,0.2,0.211,0.411,0.35,ロッテ
327,61,三家和真,520,0.286,25.0,22.0,21.0,6.0,1.0,1.0,1.0,12.0,3.0,5.0,8.0,1.0,0.0,0.0,0.318,0.571,0.89,0.364,ロッテ
328,67,李杜軒,500,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ
329,68,大木貴将,455,,,,,,,,,,,,,,,,,,,,ロッテ
330,79,マーティン,3300,0.232,52.0,228.0,194.0,45.0,9.0,0.0,14.0,96.0,32.0,39.0,57.0,26.0,7.0,3.0,0.342,0.495,0.837,0.25,ロッテ
331,99,柿沼友哉,490,0.167,34.0,73.0,54.0,9.0,0.0,0.0,1.0,12.0,5.0,2.0,20.0,4.0,5.0,0.0,0.286,0.222,0.508,0.274,ロッテ
332,122,和田康士朗,240,,,,,,,,,,,,,,,,,,,,ロッテ
333,124,茶谷健太,520,,,,,,,,,,,,,,,,,,,,ロッテ
334,0,水口大地,770,0.0,20.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,2.0,0.091,0.0,0.091,0.364,西武
335,1,栗山巧,13700,0.252,123.0,466.0,409.0,103.0,21.0,0.0,7.0,145.0,35.0,54.0,100.0,48.0,3.0,0.0,0.333,0.355,0.687,0.215,西武
336,4,山野辺翔,1200,0.071,9.0,18.0,14.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,0.278,0.143,0.421,0.222,西武
337,5,外崎修汰,7000,0.274,143.0,621.0,533.0,146.0,27.0,6.0,26.0,263.0,96.0,90.0,132.0,63.0,5.0,22.0,0.353,0.493,0.846,0.213,西武
338,6,源田壮亮,8000,0.274,135.0,609.0,540.0,148.0,23.0,6.0,2.0,189.0,90.0,41.0,67.0,40.0,1.0,30.0,0.324,0.35,0.674,0.11,西武
339,8,金子侑司,5700,0.251,133.0,524.0,463.0,116.0,8.0,1.0,3.0,135.0,60.0,33.0,81.0,49.0,3.0,41.0,0.324,0.292,0.616,0.155,西武
340,9,木村文紀,2360,0.22,130.0,441.0,391.0,86.0,12.0,3.0,10.0,134.0,46.0,38.0,101.0,24.0,5.0,16.0,0.27,0.343,0.613,0.229,西武
341,10,森友哉,8000,0.329,135.0,573.0,492.0,162.0,34.0,2.0,23.0,269.0,96.0,105.0,89.0,72.0,2.0,3.0,0.413,0.547,0.959,0.155,西武
342,31,佐藤龍世,600,0.22,52.0,63.0,59.0,13.0,6.0,0.0,2.0,25.0,6.0,7.0,14.0,3.0,0.0,0.0,0.258,0.424,0.682,0.222,西武
343,32,永江恭平,1040,0.095,27.0,26.0,21.0,2.0,1.0,0.0,0.0,3.0,4.0,1.0,12.0,4.0,0.0,1.0,0.24,0.143,0.383,0.462,西武
