,背番号,名前,年俸,打率,試合数,打席数,打数,安打,二塁打,三塁打,本塁打,塁打数,得点,打点,三振,四球,死球,盗塁,出塁率,長打率,OPS,三振率,チーム
139,59,小宮山慎二,800,,,,,,,,,,,,,,,,,,,,阪神
140,60,中谷将大,3500,0.181,62.0,131.0,116.0,21.0,5.0,0.0,6.0,44.0,14.0,19.0,37.0,12.0,1.0,0.0,0.264,0.379,0.643,0.282,阪神
141,62,植田海,1400,0.242,81.0,37.0,33.0,8.0,0.0,0.0,1.0,11.0,22.0,2.0,8.0,1.0,1.0,12.0,0.286,0.333,0.619,0.216,阪神
142,63,板山祐太郎,880,,,,,,,,,,,,,,,,,,,,阪神
143,68,俊介,4000,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,阪神
144,94,原口文仁,3000,0.276,43.0,94.0,87.0,24.0,4.0,0.0,1.0,31.0,8.0,11.0,23.0,4.0,1.0,0.0,0.309,0.356,0.665,0.245,阪神
145,99,ナバーロ,5640,0.209,15.0,45.0,43.0,9.0,2.0,0.0,0.0,11.0,1.0,2.0,9.0,2.0,0.0,0.0,0.244,0.256,0.5,0.2,阪神
146,122,片山雄哉,300,,,,,,,,,,,,,,,,,,,,阪神
147,124,横田慎太郎,700,,,,,,,,,,,,,,,,,,,,阪神
148,125,藤谷洸介,630,,,,,,,,,,,,,,,,,,,,阪神
149,00,奥村展征,950,0.199,74.0,195.0,166.0,33.0,8.0,1.0,1.0,46.0,15.0,12.0,47.0,16.0,3.0,0.0,0.281,0.277,0.558,0.241,ヤクルト
150,0,藤井亮太,1300,0.077,6.0,17.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.25,0.077,0.327,0.176,ヤクルト
151,1,山田哲人,43000,0.271,142.0,641.0,520.0,141.0,35.0,5.0,35.0,291.0,102.0,98.0,121.0,110.0,6.0,33.0,0.401,0.56,0.961,0.189,ヤクルト
152,2,大引啓次,3600,0.202,70.0,137.0,119.0,24.0,7.0,0.0,1.0,34.0,7.0,13.0,28.0,13.0,0.0,1.0,0.278,0.286,0.564,0.204,ヤクルト
153,3,西浦直亨,3600,0.235,44.0,162.0,149.0,35.0,9.0,0.0,4.0,56.0,17.0,19.0,35.0,10.0,1.0,0.0,0.287,0.376,0.663,0.216,ヤクルト
154,4,バレンティン,44000,0.28,120.0,468.0,410.0,115.0,13.0,0.0,33.0,227.0,65.0,93.0,117.0,54.0,1.0,0.0,0.363,0.554,0.917,0.25,ヤクルト
155,5,川端慎吾,14000,0.164,37.0,67.0,61.0,10.0,1.0,0.0,0.0,11.0,5.0,7.0,8.0,5.0,0.0,0.0,0.224,0.18,0.404,0.119,ヤクルト
156,8,中山翔太,1300,0.289,35.0,100.0,97.0,28.0,4.0,0.0,5.0,47.0,11.0,14.0,25.0,3.0,0.0,0.0,0.31,0.485,0.795,0.25,ヤクルト
157,9,塩見泰隆,950,0.182,45.0,98.0,88.0,16.0,2.0,2.0,1.0,25.0,20.0,7.0,24.0,8.0,2.0,4.0,0.265,0.284,0.549,0.245,ヤクルト
158,10,荒木貴裕,2300,0.25,93.0,140.0,124.0,31.0,6.0,0.0,2.0,43.0,12.0,22.0,29.0,13.0,2.0,1.0,0.329,0.347,0.675,0.207,ヤクルト
159,23,青木宣親,33000,0.297,134.0,565.0,489.0,145.0,19.0,2.0,16.0,216.0,84.0,58.0,72.0,61.0,11.0,1.0,0.385,0.442,0.826,0.127,ヤクルト
160,30,西田明央,1300,0.204,47.0,62.0,54.0,11.0,5.0,0.0,0.0,16.0,2.0,4.0,16.0,8.0,0.0,0.0,0.306,0.296,0.603,0.258,ヤクルト
161,31,山崎晃大朗,1100,0.274,80.0,185.0,168.0,46.0,4.0,3.0,0.0,56.0,20.0,8.0,39.0,10.0,1.0,4.0,0.318,0.333,0.652,0.211,ヤクルト
162,32,松本直樹,850,0.212,33.0,73.0,66.0,14.0,1.0,0.0,1.0,18.0,5.0,4.0,9.0,3.0,1.0,0.0,0.257,0.273,0.53,0.123,ヤクルト
163,33,畠山和洋,4000,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,ヤクルト
164,36,廣岡大志,870,0.203,91.0,243.0,202.0,41.0,6.0,1.0,10.0,79.0,32.0,25.0,77.0,33.0,2.0,1.0,0.319,0.391,0.71,0.317,ヤクルト
165,39,宮本丈,900,0.143,26.0,47.0,42.0,6.0,0.0,0.0,0.0,6.0,5.0,0.0,19.0,4.0,0.0,2.0,0.217,0.143,0.36,0.404,ヤクルト
166,41,雄平,10000,0.273,131.0,493.0,447.0,122.0,19.0,0.0,12.0,177.0,55.0,56.0,71.0,37.0,2.0,4.0,0.327,0.396,0.723,0.144,ヤクルト
167,42,坂口智隆,14000,0.125,22.0,77.0,64.0,8.0,1.0,0.0,0.0,9.0,2.0,2.0,13.0,10.0,2.0,0.0,0.263,0.141,0.404,0.169,ヤクルト
168,46,太田賢吾,890,0.251,90.0,337.0,303.0,76.0,13.0,1.0,3.0,100.0,36.0,27.0,78.0,23.0,2.0,0.0,0.307,0.33,0.637,0.231,ヤクルト
169,49,渡邉大樹,580,0.143,16.0,9.0,7.0,1.0,0.0,0.0,1.0,4.0,5.0,1.0,2.0,0.0,1.0,1.0,0.25,0.571,0.821,0.222,ヤクルト
170,50,上田剛史,2500,0.235,56.0,57.0,51.0,12.0,0.0,0.0,0.0,12.0,9.0,4.0,7.0,1.0,1.0,1.0,0.259,0.235,0.495,0.123,ヤクルト
171,51,濱田太貴,500,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,ヤクルト
172,52,中村悠平,9000,0.269,126.0,450.0,372.0,100.0,24.0,2.0,5.0,143.0,42.0,36.0,64.0,53.0,10.0,1.0,0.373,0.384,0.757,0.142,ヤクルト
173,55,村上宗隆,800,0.231,143.0,593.0,511.0,118.0,20.0,0.0,36.0,246.0,76.0,96.0,184.0,74.0,5.0,5.0,0.332,0.481,0.814,0.31,ヤクルト
