,背番号,名前,年俸,防御率,試合数,勝利,敗戦,投球回数,勝率,完投,完封,セーブ,ホールド,奪三振,奪三振率,失点,自責点,被安打,被本塁打,与四球,与死球,与四球率,チーム
12,30,一岡竜司,7300,6.23,19.0,0.0,1.0,,0.0,0.0,0.0,1.0,2.0,14.0,7.27,12.0,12.0,25.0,2.0,5.0,1.0,2.6,広島
13,34,高橋昂也,750,,,,,,,,,,,,,,,,,,,,広島
14,36,塹江敦哉,850,4.17,52.0,3.0,4.0,,0.429,0.0,0.0,0.0,19.0,41.0,7.43,26.0,23.0,50.0,7.0,31.0,1.0,5.62,広島
15,39,菊池保則,2900,4.5,44.0,1.0,0.0,42.0,1.0,0.0,0.0,1.0,4.0,53.0,11.36,24.0,21.0,41.0,6.0,19.0,3.0,4.07,広島
16,41,藤井皓哉,650,,,,,,,,,,,,,,,,,,,,広島
17,42,K.ジョンソン,27020,6.1,10.0,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,35.0,6.1,38.0,35.0,60.0,3.0,25.0,1.0,4.35,広島
18,43,島内颯太郎,1200,4.54,38.0,1.0,0.0,,1.0,0.0,0.0,0.0,4.0,48.0,11.47,23.0,19.0,29.0,1.0,28.0,1.0,6.69,広島
19,46,高橋樹也,750,8.2,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,7.23,18.0,17.0,31.0,3.0,8.0,1.0,3.86,広島
20,47,山口翔,750,,,,,,,,,,,,,,,,,,,,広島
21,48,アドゥワ誠,2200,,,,,,,,,,,,,,,,,,,,広島
22,52,鈴木寛人,600,,,,,,,,,,,,,,,,,,,,広島
23,53,戸田隆矢,1300,,,,,,,,,,,,,,,,,,,,広島
24,57,田中法彦,450,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.5,広島
25,58,DJ.ジョンソン,5940,4.61,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,13.0,8.56,10.0,7.0,19.0,0.0,8.0,1.0,5.27,広島
26,64,中村恭平,1900,0.96,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,4.0,3.86,1.0,1.0,7.0,0.0,8.0,1.0,7.71,広島
27,65,玉村昇悟,450,,,,,,,,,,,,,,,,,,,,広島
28,66,遠藤淳志,1400,3.87,19.0,5.0,6.0,107.0,0.455,2.0,0.0,0.0,0.0,97.0,8.16,53.0,46.0,90.0,13.0,52.0,4.0,4.37,広島
29,67,中村祐太,1000,2.31,8.0,3.0,4.0,,0.429,0.0,0.0,0.0,0.0,37.0,7.14,12.0,12.0,42.0,8.0,11.0,2.0,2.12,広島
30,68,平岡敬人,500,,,,,,,,,,,,,,,,,,,,広島
31,70,スコット,5670,15.75,7.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,7.88,14.0,14.0,17.0,1.0,8.0,1.0,9.0,広島
32,97,フランスア,3980,2.45,53.0,2.0,3.0,55.0,0.4,0.0,0.0,19.0,7.0,62.0,10.15,18.0,15.0,39.0,7.0,17.0,1.0,2.78,広島
33,98,モンティージャ,860,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,広島
34,120,畝章真,300,,,,,,,,,,,,,,,,,,,,広島
35,121,藤井黎來,350,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,2.0,2.0,4.0,0.0,1.0,0.0,3.0,広島
36,122,佐々木健,330,,,,,,,,,,,,,,,,,,,,広島
37,144,メナ,240,,,,,,,,,,,,,,,,,,,,広島
38,003,山川和大,310,,,,,,,,,,,,,,,,,,,,巨人
39,011,高井俊,290,,,,,,,,,,,,,,,,,,,,巨人
40,12,R.デラロサ,13000,2.56,35.0,2.0,0.0,,1.0,0.0,0.0,17.0,5.0,28.0,7.96,9.0,9.0,23.0,3.0,16.0,3.0,4.55,巨人
41,012,平井快青,260,,,,,,,,,,,,,,,,,,,,巨人
42,13,戸郷翔征,650,2.76,19.0,9.0,6.0,,0.6,0.0,0.0,0.0,0.0,106.0,8.86,33.0,33.0,87.0,12.0,42.0,6.0,3.51,巨人
43,013,谷岡竜平,1000,,,,,,,,,,,,,,,,,,,,巨人
44,15,澤村拓一,15400,6.08,13.0,1.0,1.0,,0.5,0.0,0.0,0.0,1.0,11.0,7.42,9.0,9.0,14.0,1.0,8.0,2.0,5.4,巨人
45,015,巽大介,420,,,,,,,,,,,,,,,,,,,,巨人
46,016,沼田翔平,260,10.38,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,6.23,5.0,5.0,6.0,1.0,4.0,0.0,8.31,巨人
47,17,大竹寛,5000,2.59,29.0,1.0,2.0,,0.333,0.0,0.0,0.0,16.0,16.0,5.92,9.0,7.0,20.0,3.0,9.0,1.0,3.33,巨人
48,017,山上信吾,280,,,,,,,,,,,,,,,,,,,,巨人
49,18,菅野智之,65000,1.97,20.0,14.0,2.0,,0.875,3.0,3.0,0.0,0.0,131.0,8.58,33.0,30.0,97.0,8.0,25.0,7.0,1.64,巨人
50,018,田中豊樹,420,4.88,31.0,1.0,1.0,,0.5,0.0,0.0,0.0,1.0,21.0,6.83,19.0,15.0,32.0,4.0,18.0,3.0,5.86,巨人
51,019,田中優大,330,,,,,,,,,,,,,,,,,,,,巨人
52,20,サンチェス,34000,3.08,15.0,8.0,4.0,,0.667,0.0,0.0,0.0,0.0,59.0,6.06,35.0,30.0,74.0,8.0,34.0,0.0,3.49,巨人
53,020,橋本篤郎,310,,,,,,,,,,,,,,,,,,,,巨人
54,21,岩隈久志,2000,,,,,,,,,,,,,,,,,,,,巨人
55,23,野上亮磨,15000,,,,,,,,,,,,,,,,,,,,巨人
56,023,與那原大剛,420,,,,,,,,,,,,,,,,,,,,巨人
57,025,ラモス,240,,,,,,,,,,,,,,,,,,,,巨人
58,26,高橋優貴,2400,4.3,8.0,1.0,3.0,23.0,0.25,0.0,0.0,0.0,2.0,23.0,9.0,12.0,11.0,22.0,2.0,12.0,0.0,4.7,巨人
59,28,田口麗斗,8500,4.63,26.0,5.0,7.0,,0.417,0.0,0.0,1.0,2.0,58.0,5.84,48.0,46.0,91.0,10.0,26.0,5.0,2.62,巨人
60,30,鍵谷陽平,4500,2.89,46.0,3.0,1.0,,0.75,0.0,0.0,0.0,13.0,40.0,9.64,12.0,12.0,25.0,2.0,13.0,1.0,3.13,巨人
61,31,畠世周,1630,2.88,12.0,4.0,4.0,,0.5,1.0,1.0,0.0,0.0,49.0,6.72,22.0,21.0,47.0,5.0,23.0,4.0,3.15,巨人
62,32,堀田賢慎,800,,,,,,,,,,,,,,,,,,,,巨人
63,33,太田龍,1200,,,,,,,,,,,,,,,,,,,,巨人
64,35,桜井俊貴,3000,4.95,24.0,2.0,4.0,,0.333,0.0,0.0,0.0,4.0,43.0,6.08,37.0,35.0,68.0,15.0,21.0,5.0,2.97,巨人
65,40,古川侑利,1600,11.57,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,7.71,6.0,6.0,12.0,1.0,1.0,0.0,1.93,巨人
66,41,中川皓太,5500,1.0,37.0,2.0,1.0,36.0,0.667,0.0,0.0,6.0,15.0,26.0,6.5,4.0,4.0,24.0,1.0,10.0,1.0,2.5,巨人
67,42,C.C.メルセデス,1100,3.1,11.0,4.0,4.0,58.0,0.5,0.0,0.0,0.0,0.0,45.0,6.98,20.0,20.0,53.0,5.0,19.0,2.0,2.95,巨人
68,45,今村信貴,2800,3.16,12.0,5.0,2.0,,0.714,0.0,0.0,0.0,0.0,55.0,7.9,23.0,22.0,53.0,8.0,21.0,2.0,3.02,巨人
69,46,鍬原拓也,1650,6.43,5.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,7.71,5.0,5.0,6.0,0.0,5.0,1.0,6.43,巨人
70,47,藤岡貴裕,2500,3.12,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,6.23,3.0,3.0,7.0,1.0,6.0,1.0,6.23,巨人
71,49,ビエイラ,5500,3.28,27.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,29.0,10.58,9.0,9.0,27.0,3.0,17.0,2.0,6.2,巨人
72,50,戸根千明,2000,,,,,,,,,,,,,,,,,,,,巨人
73,53,高田萌生,710,,,,,,,,,,,,,,,,,,,,巨人
74,53,高梨雄平,4800,1.93,44.0,1.0,1.0,,0.5,0.0,0.0,2.0,21.0,37.0,8.92,10.0,8.0,17.0,2.0,13.0,6.0,3.13,巨人
75,54,直江大輔,570,3.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,8.25,4.0,4.0,10.0,2.0,3.0,1.0,2.25,巨人
76,57,高木京介,3000,3.65,17.0,0.0,1.0,,0.0,0.0,0.0,1.0,4.0,12.0,8.76,5.0,5.0,11.0,1.0,2.0,0.0,1.46,巨人
77,58,宮國椋丞,2740,5.33,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.0,7.82,15.0,15.0,27.0,5.0,8.0,0.0,2.84,巨人
78,62,横川凱,580,1.59,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.18,1.0,1.0,4.0,1.0,1.0,0.0,1.59,巨人
79,63,田原誠次,3200,,,,,,,,,,,,,,,,,,,,巨人
80,64,大江竜聖,620,3.11,43.0,3.0,0.0,,1.0,0.0,0.0,0.0,9.0,30.0,7.17,15.0,13.0,21.0,5.0,22.0,5.0,5.26,巨人
81,68,池田駿,1450,,,,,,,,,,,,,,,,,,,,巨人
82,91,井上温大,540,,,,,,,,,,,,,,,,,,,,巨人
83,95,堀岡隼人,460,7.82,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,11.0,7.82,13.0,11.0,16.0,2.0,8.0,0.0,5.68,巨人
84,96,ディプラン,260,19.29,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,7.71,5.0,5.0,7.0,3.0,2.0,1.0,7.71,巨人
85,11,東克樹,4400,,,,,,,,,,,,,,,,,,,,DeNA
86,12,阪口皓亮,610,7.5,3.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,7.5,10.0,10.0,22.0,2.0,7.0,0.0,5.25,DeNA
87,13,伊勢大夢,1000,1.8,33.0,3.0,1.0,35.0,0.75,0.0,0.0,0.0,4.0,39.0,10.03,9.0,7.0,28.0,2.0,12.0,2.0,3.09,DeNA
88,14,石田健大,7000,2.53,50.0,1.0,4.0,,0.2,0.0,0.0,0.0,25.0,46.0,9.7,15.0,12.0,32.0,1.0,14.0,1.0,2.95,DeNA
89,15,井納翔一,6100,3.94,17.0,6.0,7.0,89.0,0.462,1.0,0.0,0.0,0.0,69.0,6.98,41.0,39.0,98.0,10.0,26.0,1.0,2.63,DeNA
90,16,大貫晋一,2500,2.53,19.0,10.0,6.0,,0.625,1.0,0.0,0.0,0.0,81.0,6.41,34.0,32.0,96.0,13.0,29.0,3.0,2.3,DeNA
91,17,三嶋一輝,8100,2.45,48.0,3.0,1.0,,0.75,0.0,0.0,18.0,5.0,46.0,8.69,13.0,13.0,30.0,1.0,13.0,1.0,2.45,DeNA
92,19,山崎康晃,35000,5.68,40.0,0.0,3.0,38.0,0.0,0.0,0.0,6.0,8.0,31.0,7.34,26.0,24.0,52.0,4.0,14.0,0.0,3.32,DeNA
93,20,坂本裕哉,1265,5.67,10.0,4.0,1.0,46.0,0.8,0.0,0.0,0.0,0.0,29.0,5.67,30.0,29.0,48.0,10.0,17.0,3.0,3.33,DeNA
94,21,今永昇太,13600,3.23,9.0,5.0,3.0,53.0,0.625,0.0,0.0,0.0,0.0,63.0,10.7,24.0,19.0,47.0,2.0,17.0,1.0,2.89,DeNA
95,24,齋藤俊介,1345,,,,,,,,,,,,,,,,,,,,DeNA
96,26,濱口遥大,5500,4.6,16.0,6.0,5.0,,0.545,0.0,0.0,0.0,0.0,67.0,7.7,43.0,40.0,84.0,8.0,47.0,3.0,5.4,DeNA
97,27,上茶谷大河,4300,4.12,11.0,2.0,3.0,59.0,0.4,1.0,1.0,0.0,0.0,50.0,7.63,29.0,27.0,57.0,8.0,20.0,2.0,3.05,DeNA
98,28,勝又温史,620,,,,,,,,,,,,,,,,,,,,DeNA
99,30,飯塚悟史,1120,,,,,,,,,,,,,,,,,,,,DeNA
100,34,平田真吾,1260,2.84,43.0,1.0,1.0,,0.5,0.0,0.0,0.0,11.0,46.0,9.34,16.0,14.0,38.0,2.0,25.0,2.0,5.08,DeNA
101,35,三上朋也,8500,2.77,10.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,4.85,4.0,4.0,13.0,0.0,6.0,1.0,4.15,DeNA
102,41,櫻井周斗,820,7.36,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.91,6.0,6.0,12.0,0.0,3.0,0.0,3.68,DeNA
103,43,進藤拓也,660,5.06,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,13.5,3.0,3.0,5.0,1.0,3.0,0.0,5.06,DeNA
104,45,ピープルズ,3500,4.97,10.0,2.0,2.0,38.0,0.5,0.0,0.0,0.0,0.0,29.0,6.87,22.0,21.0,40.0,6.0,13.0,2.0,3.08,DeNA
105,046,田中健二朗,1000,,,,,,,,,,,,,,,,,,,,DeNA
106,47,砂田毅樹,5600,2.65,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,14.0,7.41,6.0,5.0,10.0,2.0,5.0,2.0,2.65,DeNA
107,48,京山将弥,1120,4.66,6.0,2.0,1.0,29.0,0.667,0.0,0.0,0.0,0.0,25.0,7.76,15.0,15.0,29.0,4.0,11.0,1.0,3.41,DeNA
108,49,赤間謙,1020,,,,,,,,,,,,,,,,,,,,DeNA
109,53,パットン,16000,4.92,57.0,3.0,2.0,53.0,0.6,0.0,0.0,0.0,19.0,65.0,11.04,31.0,29.0,52.0,6.0,27.0,2.0,4.58,DeNA
110,54,浅田将汰,470,,,,,,,,,,,,,,,,,,,,DeNA
111,56,濱矢廣大,755,,,,,,,,,,,,,,,,,,,,DeNA
112,58,武藤祐太,2000,7.47,21.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,22.0,6.32,29.0,26.0,42.0,3.0,18.0,1.0,5.17,DeNA
113,59,平良拳太郎,2100,2.27,14.0,4.0,6.0,,0.4,1.0,0.0,0.0,0.0,65.0,7.02,24.0,21.0,75.0,3.0,17.0,2.0,1.84,DeNA
114,62,Ｅ.エスコバー,16000,2.33,56.0,1.0,4.0,54.0,0.2,0.0,0.0,0.0,17.0,58.0,9.67,15.0,14.0,39.0,3.0,17.0,4.0,2.83,DeNA
115,67,古村徹,570,,,,,,,,,,,,,,,,,,,,DeNA
116,68,藤岡好明,1800,21.6,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,16.2,4.0,4.0,4.0,0.0,3.0,0.0,16.2,DeNA
117,92,国吉佑樹,4400,3.13,42.0,3.0,4.0,46.0,0.429,0.0,0.0,0.0,10.0,51.0,9.98,18.0,16.0,36.0,5.0,22.0,4.0,4.3,DeNA
118,93,中川虎大,450,7.11,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,3.0,4.26,5.0,5.0,6.0,2.0,4.0,0.0,5.68,DeNA
119,94,笠井崇正,660,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,2.0,0.0,2.0,0.0,18.0,DeNA
120,100,宮城滝太,370,,,,,,,,,,,,,,,,,,,,DeNA
121,107,コルデロ,240,,,,,,,,,,,,,,,,,,,,DeNA
122,109,ディアス,240,,,,,,,,,,,,,,,,,,,,DeNA
123,14,能見篤史,9500,4.74,34.0,1.0,0.0,,1.0,0.0,0.0,1.0,4.0,19.0,6.93,14.0,13.0,25.0,6.0,12.0,1.0,4.38,阪神
124,15,西純矢,1200,,,,,,,,,,,,,,,,,,,,阪神
125,16,西勇輝,20000,2.26,21.0,11.0,5.0,,0.688,4.0,2.0,0.0,0.0,115.0,7.01,44.0,37.0,116.0,15.0,28.0,4.0,1.71,阪神
126,17,岩貞祐太,3200,3.3,38.0,7.0,3.0,71.0,0.7,0.0,0.0,0.0,8.0,63.0,7.99,32.0,26.0,67.0,7.0,23.0,0.0,2.92,阪神
127,18,馬場皐輔,1400,2.08,32.0,2.0,1.0,,0.667,0.0,0.0,0.0,9.0,27.0,8.01,12.0,7.0,28.0,1.0,16.0,1.0,4.75,阪神
128,19,藤浪晋太郎,6300,4.01,24.0,1.0,6.0,,0.143,0.0,0.0,0.0,7.0,85.0,10.02,47.0,34.0,71.0,5.0,40.0,2.0,4.72,阪神
129,20,中田賢一,3500,7.59,3.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,11.0,9.28,9.0,9.0,18.0,0.0,5.0,0.0,4.22,阪神
130,21,岩田稔,3800,6.35,5.0,1.0,2.0,,0.333,0.0,0.0,0.0,0.0,15.0,5.96,16.0,16.0,26.0,1.0,15.0,2.0,5.96,阪神
131,22,藤川球児,20000,6.08,16.0,1.0,3.0,,0.25,0.0,0.0,2.0,1.0,15.0,10.12,11.0,9.0,16.0,3.0,9.0,1.0,6.08,阪神
132,26,呂彦青,800,,,,,,,,,,,,,,,,,,,,阪神
133,27,尾仲祐哉,950,6.23,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,4.15,3.0,3.0,6.0,0.0,2.0,0.0,4.15,阪神
134,28,小野泰己,2200,,,,,,,,,,,,,,,,,,,,阪神
135,29,高橋遥人,2200,2.49,12.0,5.0,4.0,76.0,0.556,1.0,0.0,0.0,0.0,75.0,8.88,25.0,21.0,67.0,4.0,17.0,1.0,2.01,阪神
136,30,高野圭佑,1000,,,,,,,,,,,,,,,,,,,,阪神
137,34,谷川昌希,900,5.02,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,9.42,8.0,8.0,13.0,2.0,4.0,2.0,2.51,阪神
138,35,才木浩人,1300,,,,,,,,,,,,,,,,,,,,阪神
139,36,浜地真澄,850,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,阪神
140,37,及川雅貴,600,,,,,,,,,,,,,,,,,,,,阪神
141,40,福永春吾,680,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,阪神
142,42,エドワーズ,8800,2.38,23.0,0.0,1.0,,0.0,0.0,0.0,0.0,12.0,17.0,6.75,6.0,6.0,17.0,2.0,3.0,2.0,1.19,阪神
143,43,守屋功輝,2300,11.25,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.75,5.0,5.0,6.0,1.0,4.0,2.0,9.0,阪神
144,46,秋山拓巳,3200,2.89,18.0,11.0,3.0,112.0,0.786,2.0,0.0,0.0,0.0,64.0,5.14,45.0,36.0,97.0,17.0,12.0,0.0,0.96,阪神
145,47,川原陸,480,,,,,,,,,,,,,,,,,,,,阪神
146,48,齋藤友貴哉,950,7.71,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,14.14,6.0,6.0,9.0,1.0,5.0,0.0,6.43,阪神
147,49,ガンケル,5500,3.18,28.0,2.0,4.0,,0.333,0.0,0.0,0.0,11.0,39.0,6.19,21.0,20.0,54.0,6.0,13.0,3.0,2.06,阪神
148,50,青柳晃洋,3000,3.36,21.0,7.0,9.0,,0.438,1.0,0.0,0.0,0.0,88.0,6.56,51.0,45.0,111.0,4.0,44.0,5.0,3.28,阪神
149,56,飯田優也,1600,,,,,,,,,,,,,,,,,,,,阪神
150,56,小林慶祐,1400,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,阪神
151,61,望月惇志,1150,5.21,16.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,18.0,8.53,11.0,11.0,18.0,2.0,8.0,0.0,3.79,阪神
152,64,桑原謙太朗,4500,3.48,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,8.0,6.97,4.0,4.0,7.0,2.0,4.0,0.0,3.48,阪神
153,65,湯浅京己,480,,,,,,,,,,,,,,,,,,,,阪神
154,66,小川一平,700,4.71,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,18.0,7.71,15.0,11.0,28.0,1.0,13.0,0.0,5.57,阪神
155,67,岩崎優,8000,1.82,41.0,5.0,2.0,,0.714,0.0,0.0,2.0,17.0,37.0,8.39,9.0,8.0,26.0,2.0,15.0,2.0,3.4,阪神
156,69,島本浩也,3700,,,,,,,,,,,,,,,,,,,,阪神
157,75,R.スアレス,8000,2.24,51.0,3.0,1.0,,0.75,0.0,0.0,25.0,8.0,50.0,8.6,15.0,13.0,36.0,2.0,19.0,0.0,3.27,阪神
158,77,ガルシア,17000,4.42,14.0,2.0,6.0,,0.25,0.0,0.0,0.0,0.0,51.0,6.09,39.0,37.0,71.0,9.0,35.0,1.0,4.18,阪神
159,92,伊藤和雄,750,3.52,15.0,1.0,1.0,,0.5,0.0,0.0,0.0,1.0,15.0,8.8,7.0,6.0,8.0,0.0,20.0,0.0,11.74,阪神
160,115,横山雄哉,700,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,9.0,阪神
161,121,石井将希,300,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,18.0,阪神
162,126,牧丈一郎,450,,,,,,,,,,,,,,,,,,,,阪神
163,11,奥川恭伸,1600,22.5,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,5.0,9.0,1.0,0.0,0.0,0.0,ヤクルト
164,12,石山泰稚,8000,2.01,44.0,3.0,2.0,,0.6,0.0,0.0,20.0,4.0,58.0,11.69,10.0,10.0,42.0,2.0,11.0,1.0,2.22,ヤクルト
165,13,中尾輝,1550,5.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,5.0,9.0,3.0,5.0,0.0,5.0,ヤクルト
166,14,高梨裕稔,3300,4.12,18.0,3.0,6.0,94.0,0.333,0.0,0.0,0.0,0.0,84.0,8.04,43.0,43.0,101.0,11.0,38.0,0.0,3.64,ヤクルト
167,15,大下佑馬,1500,5.51,13.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,10.0,5.51,11.0,10.0,20.0,2.0,3.0,0.0,1.65,ヤクルト
168,16,原樹理,3300,5.19,5.0,2.0,2.0,,0.5,0.0,0.0,0.0,1.0,14.0,7.27,16.0,10.0,20.0,6.0,13.0,1.0,6.75,ヤクルト
169,17,清水昇,1400,3.54,52.0,0.0,4.0,,0.0,0.0,0.0,0.0,30.0,58.0,9.79,23.0,21.0,45.0,10.0,16.0,1.0,2.7,ヤクルト
170,18,寺島成輝,880,2.48,30.0,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,27.0,6.69,14.0,10.0,41.0,5.0,15.0,1.0,3.72,ヤクルト
171,19,石川雅規,10500,4.48,15.0,2.0,8.0,,0.2,0.0,0.0,0.0,0.0,41.0,4.83,40.0,38.0,85.0,7.0,19.0,2.0,2.24,ヤクルト
172,20,近藤一樹,6700,4.74,20.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,2.0,11.0,5.21,13.0,10.0,21.0,4.0,6.0,0.0,2.84,ヤクルト
173,24,星知弥,1500,5.25,36.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,3.0,40.0,7.5,28.0,28.0,57.0,7.0,24.0,1.0,4.5,ヤクルト
174,25,イノーア,6600,10.12,9.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,15.0,5.62,29.0,27.0,45.0,8.0,10.0,0.0,3.75,ヤクルト
175,26,坂本光士郎,1000,12.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,4.0,5.0,1.0,4.0,1.0,12.0,ヤクルト
176,28,吉田大喜,1200,5.21,14.0,2.0,7.0,,0.222,0.0,0.0,0.0,0.0,53.0,7.08,40.0,39.0,80.0,10.0,34.0,0.0,4.54,ヤクルト
177,29,小川泰弘,9000,4.61,20.0,10.0,8.0,119.0,0.556,1.0,1.0,0.0,0.0,83.0,6.28,64.0,61.0,132.0,20.0,29.0,2.0,2.19,ヤクルト
178,33,クック,6050,7.88,7.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,3.38,19.0,14.0,29.0,2.0,3.0,1.0,1.69,ヤクルト
179,34,山田大樹,2000,8.31,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.15,8.0,8.0,8.0,1.0,4.0,0.0,4.15,ヤクルト
180,35,杉山晃基,800,,,,,,,,,,,,,,,,,,,,ヤクルト
181,37,マクガフ,10450,3.91,50.0,4.0,1.0,46.0,0.8,0.0,0.0,0.0,23.0,52.0,10.17,20.0,20.0,42.0,4.0,15.0,3.0,2.93,ヤクルト
182,38,梅野雄吾,3300,3.61,42.0,5.0,2.0,,0.714,0.0,0.0,0.0,12.0,35.0,7.44,18.0,17.0,37.0,6.0,17.0,0.0,3.61,ヤクルト
