,背番号,名前,年俸,防御率,試合数,勝利,敗戦,投球回数,勝率,完投,完封,セーブ,ホールド,奪三振,奪三振率,失点,自責点,被安打,被本塁打,与四球,与死球,与四球率,チーム
183,40,市川悠太,580,,,,,,,,,,,,,,,,,,,,ヤクルト
184,43,A.スアレス,4400,2.67,12.0,4.0,4.0,,0.5,0.0,0.0,0.0,0.0,52.0,6.95,25.0,20.0,56.0,4.0,27.0,6.0,3.61,ヤクルト
185,44,大西広樹,720,5.0,5.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,5.0,14.0,1.0,5.0,0.0,5.0,ヤクルト
186,47,高橋奎二,1700,3.94,10.0,1.0,3.0,48.0,0.25,0.0,0.0,0.0,0.0,51.0,9.56,24.0,21.0,47.0,6.0,21.0,4.0,3.94,ヤクルト
187,48,金久保優斗,500,5.4,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,6.0,6.0,10.0,0.0,5.0,0.0,4.5,ヤクルト
188,53,五十嵐亮太,4000,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ヤクルト
189,54,中澤雅人,1600,7.36,28.0,1.0,1.0,,0.5,0.0,0.0,0.0,3.0,19.0,6.66,21.0,21.0,32.0,6.0,9.0,1.0,3.16,ヤクルト
190,56,鈴木裕太,480,,,,,,,,,,,,,,,,,,,,ヤクルト
191,61,久保拓眞,700,5.93,10.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,15.0,9.88,9.0,9.0,15.0,1.0,5.0,1.0,3.29,ヤクルト
192,62,田川賢吾,700,,,,,,,,,,,,,,,,,,,,ヤクルト
193,64,風張蓮,1400,7.98,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,6.75,13.0,13.0,22.0,2.0,9.0,1.0,5.52,ヤクルト
194,67,平井諒,1000,,,,,,,,,,,,,,,,,,,,ヤクルト
195,68,山中浩史,2000,5.52,6.0,1.0,2.0,,0.333,0.0,0.0,0.0,0.0,16.0,4.91,18.0,18.0,31.0,3.0,8.0,0.0,2.45,ヤクルト
196,69,今野龍太,600,2.84,20.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,36.0,12.79,10.0,8.0,23.0,1.0,13.0,0.0,4.62,ヤクルト
197,90,長谷川宙輝,650,5.82,44.0,1.0,2.0,,0.333,0.0,0.0,0.0,7.0,45.0,9.35,29.0,28.0,50.0,3.0,23.0,0.0,4.78,ヤクルト
198,99,蔵本治孝,720,,,,,,,,,,,,,,,,,,,,ヤクルト
199,119,ジュリアス,400,,,,,,,,,,,,,,,,,,,,ヤクルト
200,11,小笠原慎之介,1900,7.11,4.0,1.0,3.0,19.0,0.25,0.0,0.0,0.0,0.0,16.0,7.58,17.0,15.0,22.0,4.0,8.0,1.0,3.79,中日
201,12,田島慎二,4250,,,,,,,,,,,,,,,,,,,,中日
202,13,橋本侑樹,1200,7.41,14.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,6.88,15.0,14.0,20.0,3.0,13.0,1.0,6.88,中日
203,14,谷元圭介,6000,3.6,36.0,1.0,3.0,30.0,0.25,0.0,0.0,0.0,13.0,21.0,6.3,13.0,12.0,20.0,3.0,13.0,0.0,3.9,中日
204,16,又吉克樹,4950,2.77,26.0,4.0,0.0,26.0,1.0,0.0,0.0,0.0,7.0,18.0,6.23,8.0,8.0,22.0,2.0,8.0,1.0,2.77,中日
205,17,柳裕也,4500,3.6,15.0,6.0,7.0,85.0,0.462,0.0,0.0,0.0,0.0,88.0,9.32,38.0,34.0,87.0,10.0,29.0,6.0,3.07,中日
206,19,吉見一起,9000,5.6,5.0,1.0,2.0,,0.333,0.0,0.0,0.0,0.0,10.0,5.09,11.0,11.0,21.0,6.0,3.0,2.0,1.53,中日
207,21,岡田俊哉,4200,4.88,29.0,2.0,2.0,24.0,0.5,0.0,0.0,3.0,3.0,27.0,10.12,20.0,13.0,28.0,3.0,14.0,0.0,5.25,中日
208,22,大野雄大,13000,1.82,20.0,11.0,6.0,,0.647,10.0,6.0,0.0,0.0,148.0,8.96,33.0,30.0,106.0,13.0,23.0,0.0,1.39,中日
209,24,福谷浩司,1800,2.64,14.0,8.0,2.0,92.0,0.8,0.0,0.0,0.0,0.0,72.0,7.04,27.0,27.0,81.0,7.0,13.0,1.0,1.27,中日
210,25,佐藤優,1700,9.18,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,12.0,6.48,18.0,17.0,18.0,2.0,6.0,2.0,3.24,中日
211,28,梅津晃大,1500,3.74,7.0,2.0,3.0,,0.4,1.0,0.0,0.0,0.0,43.0,8.93,22.0,18.0,39.0,4.0,19.0,1.0,3.95,中日
212,29,山井大介,4650,9.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,5.62,8.0,8.0,12.0,1.0,5.0,1.0,5.62,中日
213,30,阿知羅拓馬,800,,,,,,,,,,,,,,,,,,,,中日
214,33,祖父江大輔,3500,1.79,54.0,2.0,0.0,,1.0,0.0,0.0,3.0,28.0,35.0,6.26,10.0,10.0,42.0,1.0,7.0,0.0,1.25,中日
215,34,福敬登,2500,3.55,53.0,5.0,5.0,,0.5,0.0,0.0,2.0,25.0,39.0,6.93,24.0,20.0,43.0,4.0,23.0,1.0,4.09,中日
216,36,岡野祐一郎,1200,6.17,11.0,2.0,2.0,,0.5,0.0,0.0,0.0,0.0,41.0,8.72,30.0,29.0,50.0,9.0,13.0,3.0,2.76,中日
217,38,松葉貴大,2500,4.05,15.0,3.0,7.0,,0.3,0.0,0.0,0.0,0.0,50.0,6.14,33.0,33.0,86.0,9.0,17.0,2.0,2.09,中日
218,40,石川翔,780,,,,,,,,,,,,,,,,,,,,中日
219,41,勝野昌慶,1100,3.88,13.0,4.0,5.0,72.0,0.444,0.0,0.0,0.0,0.0,56.0,7.0,32.0,31.0,74.0,7.0,17.0,2.0,2.12,中日
220,43,三ツ間卓也,1600,20.77,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,14.54,10.0,10.0,11.0,1.0,2.0,1.0,4.15,中日
221,46,鈴木博志,2200,12.91,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.7,12.0,11.0,14.0,2.0,6.0,0.0,7.04,中日
222,47,笠原祥太郎,1650,,,,,,,,,,,,,,,,,,,,中日
223,50,清水達也,800,3.38,6.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,21.0,8.86,9.0,8.0,15.0,3.0,15.0,0.0,6.33,中日
224,53,ゴンサレス,5000,4.78,28.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,27.0,9.23,16.0,14.0,34.0,3.0,9.0,1.0,3.08,中日
225,54,藤嶋健人,2000,3.91,26.0,1.0,0.0,,1.0,0.0,0.0,1.0,3.0,21.0,7.46,11.0,11.0,21.0,5.0,9.0,1.0,3.2,中日
226,59,山本拓実,1100,5.59,9.0,1.0,3.0,29.0,0.25,0.0,0.0,0.0,0.0,25.0,7.76,20.0,18.0,31.0,4.0,17.0,1.0,5.28,中日
227,61,垣越建伸,550,,,,,,,,,,,,,,,,,,,,中日
228,62,竹内龍臣,550,,,,,,,,,,,,,,,,,,,,中日
229,64,小熊凌祐,1050,,,,,,,,,,,,,,,,,,,,中日
230,65,伊藤準規,1100,,,,,,,,,,,,,,,,,,,,中日
231,69,濱田達郎,600,6.75,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,8.44,4.0,4.0,7.0,2.0,3.0,1.0,5.06,中日
232,70,E.ロメロ,5500,,,,,,,,,,,,,,,,,,,,中日
233,97,R.マルティネス,6000,1.12,40.0,2.0,0.0,40.0,1.0,0.0,0.0,21.0,7.0,49.0,11.03,5.0,5.0,24.0,2.0,12.0,1.0,2.7,中日
234,98,木下雄介,700,4.08,18.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,24.0,12.23,9.0,8.0,19.0,1.0,12.0,1.0,6.11,中日
235,99,鈴木翔太,800,,,,,,,,,,,,,,,,,,,,中日
236,201,ブリトー,500,,,,,,,,,,,,,,,,,,,,中日
237,202,浜田智博,563,,,,,,,,,,,,,,,,,,,,中日
238,204,丸山泰資,600,,,,,,,,,,,,,,,,,,,,中日
239,206,大藏彰人,300,,,,,,,,,,,,,,,,,,,,中日
240,207,松田亘哲,300,,,,,,,,,,,,,,,,,,,,中日
241,209,マルク,300,12.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,4.0,5.0,1.0,3.0,0.0,9.0,中日
242,212,Y.ロドリゲス,1500,4.12,11.0,3.0,4.0,59.0,0.429,0.0,0.0,0.0,0.0,67.0,10.22,30.0,27.0,50.0,4.0,21.0,5.0,3.2,中日
243,1,斎藤佑樹,1600,,,,,,,,,,,,,,,,,,,,日本ハム
244,13,生田目翼,1000,7.5,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5,6.0,5.0,9.0,1.0,3.0,0.0,4.5,日本ハム
245,14,加藤貴之,5700,3.26,28.0,4.0,2.0,58.0,0.667,0.0,0.0,0.0,1.0,51.0,7.91,23.0,21.0,57.0,4.0,23.0,2.0,3.57,日本ハム
246,15,上沢直之,6000,3.06,15.0,8.0,6.0,97.0,0.571,1.0,0.0,0.0,0.0,90.0,8.35,40.0,33.0,85.0,6.0,38.0,1.0,3.53,日本ハム
247,16,有原航平,14500,3.46,20.0,8.0,9.0,,0.471,3.0,1.0,0.0,0.0,106.0,7.19,56.0,51.0,125.0,11.0,30.0,6.0,2.04,日本ハム
248,17,浦野博司,2800,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,日本ハム
249,18,吉田輝星,1030,8.41,5.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,11.0,4.87,22.0,19.0,26.0,2.0,12.0,1.0,5.31,日本ハム
250,19,金子弌大,18000,5.11,34.0,1.0,3.0,44.0,0.25,0.0,0.0,0.0,1.0,47.0,9.61,29.0,25.0,49.0,5.0,17.0,2.0,3.48,日本ハム
251,20,上原健太,1700,4.46,7.0,1.0,3.0,,0.25,0.0,0.0,0.0,0.0,28.0,7.34,20.0,17.0,37.0,3.0,12.0,0.0,3.15,日本ハム
252,25,宮西尚生,20000,2.05,50.0,2.0,1.0,,0.667,0.0,0.0,8.0,21.0,53.0,9.87,12.0,11.0,34.0,4.0,22.0,4.0,4.1,日本ハム
253,27,N.マルティネス,8000,4.62,17.0,2.0,7.0,76.0,0.222,0.0,0.0,1.0,1.0,66.0,7.82,44.0,39.0,76.0,8.0,40.0,3.0,4.74,日本ハム
254,28,河野竜生,1500,5.07,12.0,3.0,5.0,,0.375,0.0,0.0,0.0,0.0,43.0,6.41,40.0,34.0,63.0,9.0,30.0,3.0,4.48,日本ハム
255,29,井口和朋,2650,4.1,29.0,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,18.0,6.15,14.0,12.0,27.0,5.0,8.0,2.0,2.73,日本ハム
256,31,村田透,4000,3.55,21.0,1.0,1.0,38.0,0.5,0.0,0.0,0.0,5.0,23.0,5.45,16.0,15.0,38.0,3.0,12.0,3.0,2.84,日本ハム
257,33,立野和明,1100,,,,,,,,,,,,,,,,,,,,日本ハム
258,34,堀瑞輝,2100,4.19,45.0,2.0,1.0,,0.667,0.0,0.0,1.0,14.0,45.0,10.47,20.0,18.0,30.0,2.0,22.0,6.0,5.12,日本ハム
259,35,西村天裕,2100,4.56,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,29.0,10.17,14.0,13.0,23.0,4.0,14.0,2.0,4.91,日本ハム
260,36,バーヘイゲン,11000,3.22,18.0,8.0,6.0,,0.571,1.0,1.0,0.0,0.0,115.0,9.27,45.0,40.0,91.0,7.0,29.0,6.0,2.34,日本ハム
261,37,柿木蓮,520,,,,,,,,,,,,,,,,,,,,日本ハム
262,39,秋吉亮,10000,6.37,33.0,1.0,2.0,,0.333,0.0,0.0,12.0,4.0,28.0,8.49,21.0,21.0,30.0,6.0,11.0,0.0,3.34,日本ハム
263,40,福田俊,700,3.26,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,27.0,8.01,12.0,11.0,29.0,4.0,14.0,0.0,4.15,日本ハム
264,41,B.ロドリゲス,7000,2.25,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,9.0,10.12,2.0,2.0,7.0,0.0,3.0,0.0,3.38,日本ハム
265,46,田中瑛斗,560,,,,,,,,,,,,,,,,,,,,日本ハム
266,47,鈴木健矢,850,7.94,11.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,11.0,8.74,10.0,10.0,15.0,0.0,7.0,0.0,5.56,日本ハム
267,49,公文克彦,6000,7.88,29.0,0.0,2.0,24.0,0.0,0.0,0.0,1.0,8.0,19.0,7.12,24.0,21.0,33.0,3.0,11.0,0.0,4.12,日本ハム
268,50,鈴木遼太郎,770,,,,,,,,,,,,,,,,,,,,日本ハム
269,51,石川直也,5600,,,,,,,,,,,,,,,,,,,,日本ハム
270,52,宮台康平,760,,,,,,,,,,,,,,,,,,,,日本ハム
271,54,玉井大翔,4400,3.46,49.0,4.0,4.0,,0.5,0.0,0.0,1.0,21.0,29.0,6.26,17.0,16.0,36.0,5.0,18.0,1.0,3.89,日本ハム
272,56,吉川光夫,3600,3.38,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.69,2.0,2.0,5.0,0.0,4.0,0.0,6.75,日本ハム
273,57,杉浦稔大,2000,3.13,17.0,7.0,5.0,,0.583,0.0,0.0,1.0,0.0,68.0,8.2,29.0,26.0,59.0,6.0,37.0,1.0,4.46,日本ハム
274,59,吉田侑樹,950,4.26,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,8.53,3.0,3.0,8.0,0.0,2.0,0.0,2.84,日本ハム
275,62,望月大希,770,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,日本ハム
276,63,北浦竜次,700,16.2,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,9.0,0.0,3.0,0.0,8.1,日本ハム
277,113,長谷川凌汰,240,,,,,,,,,,,,,,,,,,,,日本ハム
278,148,高山優希,440,,,,,,,,,,,,,,,,,,,,日本ハム
279,2,スチュワート.Jr,11000,,,,,,,,,,,,,,,,,,,,ソフトバンク
280,10,大竹耕太郎,2700,2.3,3.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,8.0,4.6,4.0,4.0,13.0,1.0,3.0,0.0,1.72,ソフトバンク
281,11,津森宥紀,1100,2.76,14.0,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,17.0,9.37,5.0,5.0,15.0,2.0,8.0,1.0,4.41,ソフトバンク
282,13,二保旭,2200,4.92,12.0,4.0,5.0,,0.444,0.0,0.0,0.0,0.0,28.0,4.45,40.0,31.0,63.0,5.0,24.0,6.0,3.81,ソフトバンク
283,14,加治屋蓮,4100,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,10.0,1.0,3.0,1.0,4.5,ソフトバンク
284,16,東浜巨,6700,2.34,19.0,9.0,2.0,119.0,0.818,0.0,0.0,0.0,0.0,102.0,7.71,32.0,31.0,83.0,10.0,49.0,2.0,3.71,ソフトバンク
285,17,岩嵜翔,7500,7.2,17.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,10.0,20.0,12.0,12.0,12.0,19.0,3.0,6.0,1.0,3.6,ソフトバンク
286,18,武田翔太,8000,6.48,7.0,2.0,2.0,25.0,0.5,0.0,0.0,0.0,0.0,23.0,8.28,19.0,18.0,34.0,7.0,14.0,1.0,5.04,ソフトバンク
287,20,甲斐野央,5000,,,,,,,,,,,,,,,,,,,,ソフトバンク
288,21,和田毅,10000,2.94,16.0,8.0,1.0,,0.889,0.0,0.0,0.0,0.0,75.0,7.88,30.0,28.0,66.0,7.0,31.0,1.0,3.26,ソフトバンク
289,25,田中正義,1300,,,,,,,,,,,,,,,,,,,,ソフトバンク
290,26,吉住晴斗,790,,,,,,,,,,,,,,,,,,,,ソフトバンク
291,28,高橋礼,5000,2.65,52.0,4.0,2.0,51.0,0.667,0.0,0.0,0.0,23.0,29.0,5.12,17.0,15.0,42.0,2.0,24.0,9.0,4.24,ソフトバンク
292,29,石川柊太,4800,2.42,18.0,11.0,3.0,,0.786,2.0,1.0,0.0,0.0,103.0,8.3,32.0,30.0,68.0,9.0,41.0,12.0,3.3,ソフトバンク
293,34,椎野新,2600,5.73,12.0,1.0,1.0,11.0,0.5,0.0,0.0,0.0,1.0,13.0,10.64,7.0,7.0,12.0,1.0,5.0,0.0,4.09,ソフトバンク
294,35,モイネロ,12000,1.69,50.0,2.0,3.0,48.0,0.4,0.0,0.0,1.0,38.0,77.0,14.44,9.0,9.0,26.0,1.0,25.0,2.0,4.69,ソフトバンク
295,37,ムーア,38400,2.65,13.0,6.0,3.0,78.0,0.667,0.0,0.0,0.0,0.0,89.0,10.27,32.0,23.0,64.0,7.0,22.0,4.0,2.54,ソフトバンク
296,38,森唯斗,46000,2.28,52.0,1.0,1.0,,0.5,0.0,0.0,32.0,6.0,40.0,7.01,14.0,13.0,39.0,4.0,13.0,2.0,2.28,ソフトバンク
297,39,尾形崇斗,320,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,3.0,3.0,2.0,0.0,3.0,0.0,27.0,ソフトバンク
298,40,杉山一樹,1200,2.16,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,22.0,11.88,5.0,4.0,15.0,1.0,6.0,0.0,3.24,ソフトバンク
299,41,千賀滉大,30000,2.16,18.0,11.0,6.0,121.0,0.647,1.0,0.0,0.0,0.0,149.0,11.08,37.0,29.0,90.0,4.0,57.0,2.0,4.24,ソフトバンク
300,42,松田遼馬,2500,,,,,,,,,,,,,,,,,,,,ソフトバンク
301,44,バンデンハーク,30000,6.92,5.0,2.0,2.0,26.0,0.5,0.0,0.0,0.0,0.0,20.0,6.92,21.0,20.0,28.0,6.0,10.0,0.0,3.46,ソフトバンク
302,47,高橋純平,3900,,,,,,,,,,,,,,,,,,,,ソフトバンク
303,49,古谷優人,700,3.18,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,14.29,3.0,2.0,5.0,0.0,6.0,0.0,9.53,ソフトバンク
304,50,板東湧梧,950,2.56,15.0,2.0,2.0,,0.5,0.0,0.0,0.0,2.0,29.0,8.24,9.0,9.0,26.0,4.0,10.0,0.0,2.84,ソフトバンク
305,53,泉圭輔,1250,2.08,40.0,0.0,1.0,,0.0,0.0,0.0,0.0,8.0,28.0,7.27,9.0,8.0,26.0,1.0,19.0,1.0,4.93,ソフトバンク
306,56,田浦文丸,580,,,,,,,,,,,,,,,,,,,,ソフトバンク
307,57,嘉弥真新也,11000,2.1,50.0,3.0,1.0,30.0,0.75,0.0,0.0,0.0,18.0,33.0,9.9,7.0,7.0,18.0,1.0,10.0,2.0,3.0,ソフトバンク
308,58,サファテ,50000,,,,,,,,,,,,,,,,,,,,ソフトバンク
309,61,奥村政稔,1000,2.08,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,14.54,1.0,1.0,3.0,0.0,3.0,2.0,6.23,ソフトバンク
310,63,川原弘之,1200,2.0,22.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,15.0,7.5,5.0,4.0,12.0,0.0,14.0,3.0,7.0,ソフトバンク
311,66,松本裕樹,1200,3.49,25.0,0.0,1.0,,0.0,0.0,0.0,0.0,6.0,27.0,8.58,11.0,11.0,20.0,4.0,19.0,0.0,6.04,ソフトバンク
312,67,笠谷俊介,590,2.84,20.0,4.0,4.0,57.0,0.5,0.0,0.0,0.0,0.0,67.0,10.58,21.0,18.0,44.0,2.0,31.0,4.0,4.89,ソフトバンク
313,122,大関友久,400,,,,,,,,,,,,,,,,,,,,ソフトバンク
314,123,小澤怜史,700,,,,,,,,,,,,,,,,,,,,ソフトバンク
315,129,野澤佑斗,270,,,,,,,,,,,,,,,,,,,,ソフトバンク
316,133,岡本直也,400,,,,,,,,,,,,,,,,,,,,ソフトバンク
317,137,渡辺健史,270,,,,,,,,,,,,,,,,,,,,ソフトバンク
318,138,重田倫明,400,,,,,,,,,,,,,,,,,,,,ソフトバンク
319,140,渡邉雄大,300,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,5.4,0.0,0.0,0.0,0.0,1.0,0.0,5.4,ソフトバンク
320,143,村上舜,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
321,11,佐々木千隼,1970,8.31,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,10.38,4.0,4.0,7.0,1.0,2.0,1.0,4.15,ロッテ
322,12,石川歩,10500,4.25,21.0,7.0,6.0,,0.538,0.0,0.0,0.0,0.0,77.0,5.2,65.0,63.0,138.0,19.0,26.0,4.0,1.75,ロッテ
323,14,大谷智久,4000,,,,,,,,,,,,,,,,,,,,ロッテ
324,15,美馬学,6500,3.95,19.0,10.0,4.0,123.0,0.714,1.0,0.0,0.0,0.0,88.0,6.44,62.0,54.0,130.0,9.0,25.0,0.0,1.83,ロッテ
325,16,種市篤暉,3000,3.47,7.0,3.0,2.0,,0.6,1.0,1.0,0.0,0.0,41.0,7.91,18.0,18.0,43.0,7.0,15.0,5.0,2.89,ロッテ
326,17,佐々木朗希,1600,,,,,,,,,,,,,,,,,,,,ロッテ
327,18,二木康太,4600,3.4,15.0,9.0,3.0,,0.75,1.0,1.0,0.0,0.0,79.0,7.67,36.0,35.0,72.0,7.0,12.0,3.0,1.17,ロッテ
328,19,唐川侑己,6200,1.19,32.0,1.0,1.0,,0.5,0.0,0.0,0.0,14.0,23.0,6.82,4.0,4.0,22.0,1.0,9.0,0.0,2.67,ロッテ
329,20,東條大樹,3000,2.54,39.0,1.0,1.0,,0.5,0.0,0.0,0.0,5.0,26.0,8.26,10.0,8.0,25.0,3.0,12.0,4.0,3.81,ロッテ
330,21,内竜也,3000,,,,,,,,,,,,,,,,,,,,ロッテ
331,24,東妻勇輔,1700,3.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,4.0,2.4,5.0,5.0,10.0,2.0,14.0,0.0,8.4,ロッテ
332,27,山本大貴,1000,2.63,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,4.61,4.0,4.0,11.0,1.0,6.0,0.0,3.95,ロッテ
333,28,松永昂大,7500,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,8.1,0.0,0.0,3.0,0.0,3.0,0.0,8.1,ロッテ
334,29,西野勇士,7000,,,,,,,,,,,,,,,,,,,,ロッテ
335,30,石崎剛,1340,9.0,12.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,2.0,19.0,12.21,14.0,14.0,12.0,2.0,15.0,0.0,9.64,ロッテ
336,33,南昌輝,3000,4.91,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,7.36,4.0,4.0,5.0,2.0,5.0,0.0,6.14,ロッテ
337,34,土肥星也,1530,,,,,,,,,,,,,,,,,,,,ロッテ
338,35,渡邉啓太,1000,,,,,,,,,,,,,,,,,,,,ロッテ
339,36,有吉優樹,3400,4.91,3.0,1.0,1.0,11.0,0.5,0.0,0.0,0.0,0.0,5.0,4.09,6.0,6.0,15.0,1.0,2.0,0.0,1.64,ロッテ
340,37,小野郁,600,3.23,40.0,2.0,2.0,39.0,0.5,0.0,0.0,0.0,4.0,32.0,7.38,18.0,14.0,31.0,2.0,18.0,1.0,4.15,ロッテ
341,41,成田翔,670,18.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.0,5.0,2.0,0.0,1.0,0.0,ロッテ
342,42,ハーマン,8800,2.15,38.0,3.0,2.0,,0.6,0.0,0.0,1.0,23.0,37.0,8.84,9.0,9.0,28.0,2.0,12.0,0.0,2.87,ロッテ
343,43,小島和哉,1700,3.73,20.0,7.0,8.0,,0.467,0.0,0.0,0.0,0.0,83.0,6.59,50.0,47.0,106.0,12.0,47.0,3.0,3.73,ロッテ
344,46,岩下大輝,2500,4.2,17.0,7.0,7.0,90.0,0.5,0.0,0.0,0.0,0.0,74.0,7.4,44.0,42.0,98.0,11.0,35.0,3.0,3.5,ロッテ
345,47,田中靖洋,3500,2.45,8.0,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,8.0,9.82,2.0,2.0,5.0,1.0,4.0,0.0,4.91,ロッテ
346,48,中村稔弥,1300,4.78,16.0,2.0,5.0,64.0,0.286,0.0,0.0,0.0,0.0,40.0,5.62,41.0,34.0,61.0,11.0,31.0,0.0,4.36,ロッテ
347,49,チェン・グァンユウ,2160,3.2,19.0,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,12.0,5.49,8.0,7.0,20.0,1.0,13.0,0.0,5.95,ロッテ
348,52,益田直也,20000,2.25,54.0,3.0,5.0,52.0,0.375,0.0,0.0,31.0,5.0,53.0,9.17,15.0,13.0,42.0,1.0,17.0,2.0,2.94,ロッテ
349,56,原嵩,500,,,,,,,,,,,,,,,,,,,,ロッテ
350,57,澤村拓一,15400,1.71,22.0,0.0,2.0,21.0,0.0,0.0,0.0,1.0,13.0,29.0,12.43,4.0,4.0,10.0,2.0,10.0,0.0,4.29,ロッテ
351,58,ジャクソン,12000,3.86,7.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,12.0,15.43,3.0,3.0,4.0,1.0,3.0,0.0,3.86,ロッテ
352,60,横山陸人,560,,,,,,,,,,,,,,,,,,,,ロッテ
353,62,永野将司,900,5.4,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,8.4,9.0,9.0,16.0,0.0,13.0,0.0,7.8,ロッテ
354,65,古谷拓郎,460,4.26,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,7.0,9.95,3.0,3.0,6.0,1.0,7.0,1.0,9.95,ロッテ
355,69,土居豪人,440,,,,,,,,,,,,,,,,,,,,ロッテ
356,86,フローレス,500,7.66,14.0,2.0,2.0,,0.5,0.0,0.0,0.0,1.0,25.0,10.07,19.0,19.0,27.0,3.0,16.0,0.0,6.45,ロッテ
357,120,本前郁也,300,,,,,,,,,,,,,,,,,,,,ロッテ
358,121,鎌田光津希,240,,,,,,,,,,,,,,,,,,,,ロッテ
359,123,森遼大朗,240,,,,,,,,,,,,,,,,,,,,ロッテ
360,126,大嶺祐太,1470,9.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,15.0,1.0,6.0,0.0,6.0,ロッテ
361,128,アコスタ,240,,,,,,,,,,,,,,,,,,,,ロッテ
362,130,サントス,500,,,,,,,,,,,,,,,,,,,,ロッテ
363,11,今井達也,3500,6.13,19.0,3.0,4.0,,0.429,0.0,0.0,0.0,0.0,44.0,6.42,49.0,42.0,72.0,5.0,52.0,5.0,7.59,西武
364,12,渡邉勇太朗,650,,,,,,,,,,,,,,,,,,,,西武
365,13,高橋光成,4000,3.74,20.0,8.0,8.0,,0.5,1.0,1.0,0.0,0.0,100.0,7.48,51.0,50.0,100.0,9.0,44.0,7.0,3.29,西武
366,14,増田達至,19000,2.02,48.0,5.0,0.0,49.0,1.0,0.0,0.0,33.0,1.0,42.0,7.71,11.0,11.0,41.0,3.0,10.0,2.0,1.84,西武
