,背番号,名前,年俸,防御率,試合数,勝利,敗戦,投球回数,勝率,完投,完封,セーブ,ホールド,奪三振,奪三振率,失点,自責点,被安打,被本塁打,与四球,与死球,与四球率,チーム
55,26,今村信貴,3000,3.57,55.0,2.0,4.0,53.0,0.333,0.0,0.0,0.0,21.0,34.0,5.77,24.0,21.0,45.0,3.0,22.0,4.0,3.74,巨人
56,28,山田龍聖,1200,,,,,,,,,,,,,,,,,,,,巨人
57,028,富田龍,400,,,,,,,,,,,,,,,,,,,,巨人
58,29,マット・アンドリース,22700,4.82,5.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,18.0,8.68,11.0,10.0,28.0,3.0,4.0,1.0,1.93,巨人
59,30,鍵谷陽平,7500,3.71,21.0,2.0,0.0,17.0,1.0,0.0,0.0,0.0,3.0,9.0,4.76,8.0,7.0,21.0,4.0,5.0,0.0,2.65,巨人
60,030,山崎友輔,410,,,,,,,,,,,,,,,,,,,,巨人
61,31,赤星優志,1000,4.04,31.0,5.0,5.0,78.0,0.5,0.0,0.0,0.0,5.0,52.0,6.0,50.0,35.0,81.0,8.0,32.0,4.0,3.69,巨人
62,33,太田龍,880,,,,,,,,,,,,,,,,,,,,巨人
63,35,桜井俊貴,2160,14.04,8.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,9.0,9.72,13.0,13.0,13.0,3.0,6.0,2.0,6.48,巨人
64,040,谷岡竜平,835,,,,,,,,,,,,,,,,,,,,巨人
65,41,中川皓太,9000,,,,,,,,,,,,,,,,,,,,巨人
66,42,C.C.メルセデス,4950,3.18,20.0,5.0,7.0,,0.417,0.0,0.0,0.0,0.0,74.0,6.04,44.0,39.0,107.0,7.0,31.0,3.0,2.53,巨人
67,45,畠世周,3630,3.14,27.0,3.0,0.0,,1.0,0.0,0.0,1.0,5.0,22.0,6.91,11.0,10.0,22.0,3.0,14.0,0.0,4.4,巨人
68,46,鍬原拓也,1060,5.16,49.0,3.0,2.0,,0.6,0.0,0.0,0.0,13.0,30.0,5.96,26.0,26.0,50.0,3.0,12.0,1.0,2.38,巨人
69,046,與那原大剛,410,,,,,,,,,,,,,,,,,,,,巨人
70,47,高橋優貴,3600,5.4,10.0,1.0,5.0,,0.167,0.0,0.0,0.0,0.0,21.0,7.09,20.0,16.0,34.0,1.0,18.0,0.0,6.08,巨人
71,047,鴨打瑛二,360,,,,,,,,,,,,,,,,,,,,巨人
72,49,チアゴ・ビエイラ,14300,9.82,9.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,8.0,9.82,9.0,8.0,9.0,3.0,8.0,1.0,9.82,巨人
73,50,戸根千明,2100,5.02,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,5.65,8.0,8.0,16.0,4.0,3.0,1.0,1.88,巨人
74,051,阿部剣友,370,,,,,,,,,,,,,,,,,,,,巨人
75,53,高梨雄平,7800,2.14,59.0,2.0,0.0,,1.0,0.0,0.0,0.0,25.0,44.0,8.55,13.0,11.0,32.0,1.0,19.0,4.0,3.69,巨人
76,54,直江大輔,760,3.38,9.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,16.0,7.71,9.0,7.0,12.0,2.0,8.0,3.0,3.86,巨人
77,56,石田隼都,600,,,,,,,,,,,,,,,,,,,,巨人
78,056,伊藤優輔,900,,,,,,,,,,,,,,,,,,,,巨人
79,57,高木京介,2000,2.79,17.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,13.0,6.05,9.0,6.0,19.0,1.0,8.0,0.0,3.72,巨人
80,58,山本一輝,690,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.5,巨人
81,059,田中豊樹,1900,,,,,,,,,,,,,,,,,,,,巨人
82,62,横川凱,650,15.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,0.0,1.0,0.0,3.0,巨人
83,63,花田侑樹,500,,,,,,,,,,,,,,,,,,,,巨人
84,64,大江竜聖,2800,1.69,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,8.44,2.0,1.0,5.0,1.0,3.0,1.0,5.06,巨人
85,65,イアン・クロール,3500,3.86,21.0,1.0,1.0,21.0,0.5,0.0,0.0,1.0,5.0,15.0,6.43,10.0,9.0,17.0,1.0,10.0,1.0,4.29,巨人
86,68,代木大和,540,,,,,,,,,,,,,,,,,,,,巨人
87,068,鈴木優,500,,,,,,,,,,,,,,,,,,,,巨人
88,90,戸田懐生,520,6.55,14.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,15.0,6.14,17.0,16.0,33.0,6.0,6.0,1.0,2.45,巨人
89,91,堀田賢慎,580,6.29,8.0,2.0,3.0,,0.4,0.0,0.0,0.0,0.0,24.0,6.29,24.0,24.0,38.0,5.0,16.0,1.0,4.19,巨人
90,092,沼田翔平,520,,,,,,,,,,,,,,,,,,,,巨人
91,095,堀岡隼人,670,,,,,,,,,,,,,,,,,,,,巨人
92,96,菊地大稀,400,5.6,16.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,21.0,10.7,13.0,11.0,16.0,2.0,13.0,1.0,6.62,巨人
93,97,井上温大,510,6.0,7.0,1.0,1.0,24.0,0.5,0.0,0.0,0.0,0.0,27.0,10.12,18.0,16.0,28.0,4.0,7.0,0.0,2.62,巨人
94,99,マット・シューメーカー,15000,4.25,18.0,4.0,8.0,,0.333,1.0,1.0,0.0,0.0,65.0,6.14,50.0,45.0,92.0,13.0,30.0,5.0,2.83,巨人
95,11,東克樹,2510,4.62,12.0,1.0,6.0,,0.143,0.0,0.0,0.0,0.0,41.0,7.28,30.0,26.0,67.0,5.0,10.0,2.0,1.78,DeNA
96,12,阪口皓亮,935,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,4.0,1.0,1.0,0.0,3.0,DeNA
97,13,伊勢大夢,2760,1.72,71.0,3.0,3.0,68.0,0.5,0.0,0.0,1.0,39.0,69.0,9.13,14.0,13.0,52.0,1.0,17.0,5.0,2.25,DeNA
98,14,石田健大,6490,2.95,15.0,7.0,4.0,,0.636,0.0,0.0,0.0,0.0,68.0,7.43,30.0,27.0,67.0,8.0,26.0,1.0,2.84,DeNA
99,15,徳山壮磨,1200,,,,,,,,,,,,,,,,,,,,DeNA
100,16,大貫晋一,5775,2.77,24.0,11.0,8.0,,0.579,0.0,0.0,0.0,0.0,118.0,7.77,48.0,42.0,126.0,13.0,36.0,8.0,2.37,DeNA
101,17,三嶋一輝,12000,2.84,13.0,2.0,2.0,,0.5,0.0,0.0,1.0,5.0,11.0,7.82,4.0,4.0,8.0,1.0,6.0,0.0,4.26,DeNA
102,18,小園健太,1320,,,,,,,,,,,,,,,,,,,,DeNA
103,19,山崎康晃,28000,1.33,56.0,0.0,2.0,,0.0,0.0,0.0,37.0,3.0,42.0,6.96,9.0,8.0,29.0,4.0,9.0,0.0,1.49,DeNA
104,20,坂本裕哉,2200,6.19,15.0,0.0,5.0,48.0,0.0,0.0,0.0,0.0,0.0,28.0,5.25,33.0,33.0,52.0,9.0,21.0,3.0,3.94,DeNA
105,21,今永昇太,10000,2.26,21.0,11.0,4.0,,0.733,3.0,2.0,0.0,0.0,132.0,8.27,37.0,36.0,106.0,14.0,29.0,3.0,1.82,DeNA
106,22,入江大生,1600,3.0,57.0,5.0,1.0,63.0,0.833,0.0,0.0,0.0,10.0,69.0,9.86,23.0,21.0,49.0,4.0,26.0,1.0,3.71,DeNA
107,26,濱口遥大,5830,3.36,19.0,8.0,7.0,,0.533,0.0,0.0,0.0,0.0,88.0,7.05,42.0,42.0,104.0,8.0,33.0,2.0,2.64,DeNA
108,27,上茶谷大河,3300,4.72,13.0,3.0,6.0,,0.333,1.0,1.0,0.0,0.0,49.0,6.62,40.0,35.0,65.0,8.0,17.0,2.0,2.29,DeNA
109,30,三浦銀二,870,10.8,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,8.64,10.0,10.0,16.0,2.0,1.0,0.0,1.08,DeNA
110,34,平田真吾,2300,4.29,47.0,4.0,3.0,42.0,0.571,0.0,0.0,0.0,10.0,39.0,8.36,21.0,20.0,47.0,5.0,8.0,2.0,1.71,DeNA
111,35,三上朋也,6500,3.65,19.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,19.0,6.93,10.0,10.0,28.0,3.0,8.0,1.0,2.92,DeNA
112,40,松本隆之介,560,,,,,,,,,,,,,,,,,,,,DeNA
113,41,櫻井周斗,1380,,,,,,,,,,,,,,,,,,,,DeNA
114,42,フェルナンド・ロメロ,12000,4.87,23.0,6.0,8.0,,0.429,0.0,0.0,0.0,0.0,54.0,5.26,59.0,50.0,100.0,8.0,35.0,9.0,3.41,DeNA
115,43,深沢鳳介,480,,,,,,,,,,,,,,,,,,,,DeNA
116,45,マイケル・ピープルズ,2500,15.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,5.0,5.0,9.0,0.0,1.0,0.0,3.0,DeNA
117,45,ロバート・ガゼルマン,4000,2.66,4.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,12.0,5.31,6.0,6.0,15.0,1.0,6.0,2.0,2.66,DeNA
118,46,田中健二朗,1300,2.63,47.0,3.0,0.0,,1.0,0.0,0.0,0.0,13.0,25.0,5.97,14.0,11.0,31.0,5.0,14.0,2.0,3.35,DeNA
119,47,砂田毅樹,5600,5.68,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,5.68,9.0,8.0,17.0,2.0,5.0,1.0,3.55,DeNA
120,48,京山将弥,2090,3.23,17.0,2.0,2.0,,0.5,0.0,0.0,0.0,1.0,39.0,6.31,24.0,20.0,56.0,4.0,30.0,5.0,4.85,DeNA
121,49,ブルックス・クリスキー,8000,2.57,18.0,1.0,1.0,21.0,0.5,0.0,0.0,1.0,4.0,26.0,11.14,7.0,6.0,15.0,2.0,13.0,0.0,5.57,DeNA
122,53,池谷蒼大,720,3.38,6.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,7.0,11.81,2.0,2.0,3.0,1.0,7.0,0.0,11.81,DeNA
123,54,浅田将汰,510,,,,,,,,,,,,,,,,,,,,DeNA
124,56,高田琢登,490,,,,,,,,,,,,,,,,,,,,DeNA
125,59,平良拳太郎,2700,,,,,,,,,,,,,,,,,,,,DeNA
126,62,エドウィン・エスコバー,20000,2.42,70.0,4.0,2.0,,0.667,0.0,0.0,2.0,34.0,51.0,7.25,17.0,17.0,48.0,4.0,29.0,5.0,4.12,DeNA
127,64,中川虎大,660,4.35,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,9.58,5.0,5.0,8.0,1.0,7.0,1.0,6.1,DeNA
128,65,宮國椋丞,840,8.71,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,13.0,5.66,20.0,20.0,35.0,6.0,5.0,1.0,2.18,DeNA
129,67,有吉優樹,2700,6.75,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,3.0,3.0,4.0,0.0,1.0,1.0,2.25,DeNA
130,68,森原康平,3500,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,DeNA
131,92,宮城滝太,370,,,,,,,,,,,,,,,,,,,,DeNA
132,95,石川達也,340,8.44,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,5.06,5.0,5.0,4.0,1.0,7.0,1.0,11.81,DeNA
133,102,加藤大,340,,,,,,,,,,,,,,,,,,,,DeNA
134,107,ハンセル・マルセリーノ,260,,,,,,,,,,,,,,,,,,,,DeNA
135,109,ジョフレック・ディアス,240,,,,,,,,,,,,,,,,,,,,DeNA
136,110,スターリン・コルデロ,370,,,,,,,,,,,,,,,,,,,,DeNA
137,13,岩崎優,15000,1.96,57.0,1.0,6.0,55.0,0.143,0.0,0.0,28.0,11.0,44.0,7.2,16.0,12.0,63.0,1.0,10.0,2.0,1.64,阪神
138,14,チェン・ウェイン,21000,,,,,,,,,,,,,,,,,,,,阪神
139,15,西純矢,1250,2.68,14.0,6.0,3.0,,0.667,1.0,0.0,0.0,0.0,60.0,6.98,24.0,23.0,67.0,7.0,19.0,1.0,2.21,阪神
140,16,西勇輝,20000,2.18,23.0,9.0,9.0,,0.5,2.0,2.0,0.0,0.0,93.0,5.64,40.0,36.0,132.0,8.0,26.0,5.0,1.58,阪神
141,17,岩貞祐太,4500,2.57,53.0,2.0,1.0,42.0,0.667,0.0,0.0,0.0,11.0,38.0,8.14,16.0,12.0,34.0,1.0,12.0,2.0,2.57,阪神
142,18,馬場皐輔,3400,5.14,7.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,4.0,12.0,1.0,3.0,0.0,3.86,阪神
143,19,藤浪晋太郎,4900,3.38,16.0,3.0,5.0,,0.375,0.0,0.0,0.0,0.0,65.0,8.78,28.0,25.0,58.0,6.0,21.0,3.0,2.83,阪神
144,20,森木大智,1200,6.23,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,6.0,6.23,8.0,6.0,9.0,0.0,3.0,0.0,3.12,阪神
145,21,秋山拓巳,11000,5.48,5.0,1.0,3.0,23.0,0.25,0.0,0.0,0.0,0.0,15.0,5.87,15.0,14.0,29.0,1.0,3.0,0.0,1.17,阪神
146,27,伊藤将司,4400,2.63,20.0,9.0,5.0,,0.643,6.0,2.0,0.0,0.0,92.0,6.06,45.0,40.0,119.0,10.0,22.0,2.0,1.45,阪神
147,28,鈴木勇斗,1200,,,,,,,,,,,,,,,,,,,,阪神
148,29,高橋遥人,3200,,,,,,,,,,,,,,,,,,,,阪神
149,30,佐藤蓮,940,,,,,,,,,,,,,,,,,,,,阪神
150,34,二保旭,2700,,,,,,,,,,,,,,,,,,,,阪神
151,35,才木浩人,700,1.53,9.0,4.0,1.0,47.0,0.8,1.0,1.0,0.0,0.0,43.0,8.23,10.0,8.0,40.0,4.0,11.0,0.0,2.11,阪神
152,36,浜地真澄,700,1.14,52.0,1.0,3.0,,0.25,0.0,0.0,0.0,21.0,38.0,7.23,9.0,6.0,38.0,3.0,5.0,0.0,0.95,阪神
153,37,及川雅貴,2000,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,阪神
154,40,尾仲祐哉,750,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,2.0,4.0,0.0,1.0,0.0,4.5,阪神
155,41,村上頌樹,750,,,,,,,,,,,,,,,,,,,,阪神
156,42,カイル・ケラー,12430,3.31,34.0,3.0,2.0,,0.6,0.0,0.0,3.0,5.0,46.0,12.67,12.0,12.0,25.0,2.0,5.0,2.0,1.38,阪神
157,43,守屋功輝,1500,,,,,,,,,,,,,,,,,,,,阪神
158,44,ラウル・アルカンタラ,21000,4.7,39.0,1.0,3.0,,0.25,0.0,0.0,1.0,17.0,29.0,6.81,21.0,20.0,38.0,5.0,8.0,1.0,1.88,阪神
159,46,島本浩也,2100,2.57,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,11.0,7.07,4.0,4.0,12.0,1.0,2.0,0.0,1.29,阪神
160,47,桐敷拓馬,1000,5.02,7.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,16.0,10.05,8.0,8.0,20.0,2.0,4.0,0.0,2.51,阪神
161,48,齋藤友貴哉,1200,5.01,20.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,27.0,10.41,14.0,13.0,23.0,2.0,10.0,3.0,3.86,阪神
162,49,ジョー・ガンケル,17000,2.73,16.0,5.0,5.0,,0.5,1.0,0.0,0.0,0.0,52.0,5.07,32.0,28.0,80.0,6.0,16.0,3.0,1.56,阪神
163,50,青柳晃洋,12000,2.05,24.0,13.0,4.0,,0.765,4.0,2.0,0.0,0.0,132.0,7.32,46.0,37.0,126.0,7.0,32.0,8.0,1.77,阪神
164,52,アーロン・ウィルカーソン,7300,4.08,14.0,5.0,5.0,,0.5,0.0,0.0,0.0,0.0,54.0,6.88,32.0,32.0,70.0,4.0,21.0,1.0,2.67,阪神
165,54,加治屋蓮,1500,2.43,39.0,0.0,2.0,,0.0,0.0,0.0,0.0,7.0,30.0,9.1,8.0,8.0,26.0,1.0,13.0,1.0,3.94,阪神
166,56,小林慶祐,1800,1.59,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,7.15,2.0,2.0,12.0,1.0,4.0,0.0,3.18,阪神
167,64,岡留英貴,720,,,,,,,,,,,,,,,,,,,,阪神
168,65,湯浅京己,500,1.09,59.0,2.0,3.0,58.0,0.4,0.0,0.0,0.0,43.0,67.0,10.4,7.0,7.0,38.0,1.0,12.0,0.0,1.86,阪神
169,66,小川一平,1400,4.38,6.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,22.0,8.03,12.0,12.0,16.0,3.0,9.0,3.0,3.28,阪神
170,69,石井大智,800,0.75,18.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,4.0,2.0,11.0,2.0,9.0,2.0,3.38,阪神
171,92,渡邉雄大,450,2.45,32.0,3.0,1.0,,0.75,0.0,0.0,0.0,10.0,18.0,8.84,5.0,5.0,16.0,2.0,4.0,1.0,1.96,阪神
172,93,岩田将貴,300,,,,,,,,,,,,,,,,,,,,阪神
173,98,小野泰己,1350,1.8,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,12.6,3.0,1.0,7.0,1.0,3.0,0.0,5.4,阪神
174,124,望月惇志,600,,,,,,,,,,,,,,,,,,,,阪神
175,125,伊藤稜,300,,,,,,,,,,,,,,,,,,,,阪神
176,126,牧丈一郎,450,,,,,,,,,,,,,,,,,,,,阪神
177,127,川原陸,420,,,,,,,,,,,,,,,,,,,,阪神
178,11,奥川恭伸,3600,2.25,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.75,1.0,1.0,2.0,1.0,1.0,0.0,2.25,ヤクルト
179,12,石山泰稚,15000,1.75,38.0,2.0,0.0,36.0,1.0,0.0,0.0,0.0,16.0,35.0,8.75,7.0,7.0,27.0,0.0,14.0,2.0,3.5,ヤクルト
180,14,高梨裕稔,3700,4.3,20.0,7.0,9.0,,0.438,1.0,1.0,0.0,0.0,84.0,7.36,51.0,49.0,103.0,11.0,41.0,6.0,3.59,ヤクルト
181,15,山下輝,1400,1.46,2.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,3.0,2.19,2.0,2.0,14.0,0.0,5.0,1.0,3.65,ヤクルト
182,16,原樹理,2600,4.85,22.0,8.0,7.0,,0.533,0.0,0.0,0.0,0.0,52.0,4.35,59.0,58.0,132.0,14.0,32.0,5.0,2.67,ヤクルト
183,17,清水昇,8800,1.16,50.0,5.0,4.0,,0.556,0.0,0.0,0.0,28.0,43.0,8.29,6.0,6.0,23.0,1.0,14.0,1.0,2.7,ヤクルト
184,017,丸山翔大,280,,,,,,,,,,,,,,,,,,,,ヤクルト
185,18,寺島成輝,1050,,,,,,,,,,,,,,,,,,,,ヤクルト
186,19,石川雅規,9000,4.5,16.0,6.0,4.0,84.0,0.6,0.0,0.0,0.0,0.0,39.0,4.18,45.0,42.0,93.0,16.0,15.0,3.0,1.61,ヤクルト
187,019,下慎之介,280,,,,,,,,,,,,,,,,,,,,ヤクルト
188,20,木澤尚文,1200,2.94,55.0,9.0,3.0,,0.75,0.0,0.0,0.0,8.0,52.0,6.65,28.0,23.0,57.0,3.0,21.0,3.0,2.69,ヤクルト
189,21,山野太一,950,,,,,,,,,,,,,,,,,,,,ヤクルト
190,24,星知弥,1700,4.38,7.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,12.0,8.76,6.0,6.0,14.0,2.0,6.0,1.0,4.38,ヤクルト
191,26,坂本光士郎,1400,9.28,7.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,11.0,9.28,14.0,11.0,15.0,4.0,9.0,1.0,7.59,ヤクルト
192,28,吉田大喜,1200,3.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,3.0,14.0,1.0,5.0,0.0,5.0,ヤクルト
193,29,小川泰弘,16000,2.82,25.0,8.0,8.0,,0.5,1.0,1.0,0.0,0.0,91.0,5.34,50.0,48.0,145.0,16.0,32.0,3.0,1.88,ヤクルト
194,34,田口麗斗,7000,1.25,45.0,1.0,1.0,36.0,0.5,0.0,0.0,2.0,18.0,31.0,7.75,7.0,5.0,30.0,0.0,8.0,3.0,2.0,ヤクルト
195,35,杉山晃基,700,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,ヤクルト
196,37,スコット・マクガフ,12400,2.35,55.0,2.0,2.0,,0.5,0.0,0.0,38.0,4.0,59.0,9.89,16.0,14.0,39.0,5.0,13.0,1.0,2.18,ヤクルト
197,38,梅野雄吾,2600,3.0,41.0,4.0,3.0,39.0,0.571,0.0,0.0,0.0,16.0,26.0,6.0,15.0,13.0,37.0,6.0,15.0,1.0,3.46,ヤクルト
198,40,市川悠太,570,7.5,6.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,10.0,10.0,17.0,1.0,6.0,1.0,4.5,ヤクルト
199,41,柴田大地,1200,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,5.0,1.0,5.0,0.0,1.0,0.0,9.0,ヤクルト
200,43,山本大貴,1000,7.94,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,6.35,5.0,5.0,10.0,3.0,1.0,0.0,1.59,ヤクルト
201,44,大西広樹,1400,4.45,43.0,3.0,2.0,,0.6,0.0,0.0,0.0,3.0,42.0,6.44,34.0,29.0,74.0,8.0,15.0,2.0,2.3,ヤクルト
202,47,高橋奎二,2200,2.63,17.0,8.0,2.0,,0.8,2.0,1.0,0.0,0.0,113.0,9.91,32.0,30.0,75.0,9.0,37.0,9.0,3.24,ヤクルト
203,48,金久保優斗,1200,7.71,3.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,4.0,3.86,8.0,8.0,13.0,3.0,2.0,0.0,1.93,ヤクルト
204,50,アンドリュー・スアレス,9000,6.23,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0,6.65,17.0,15.0,27.0,4.0,7.0,0.0,2.91,ヤクルト
205,52,近藤弘樹,1000,,,,,,,,,,,,,,,,,,,,ヤクルト
206,53,長谷川宙輝,850,,,,,,,,,,,,,,,,,,,,ヤクルト
207,54,サイスニード,9500,3.54,23.0,9.0,6.0,,0.6,0.0,0.0,0.0,0.0,96.0,6.53,66.0,52.0,140.0,17.0,26.0,5.0,1.77,ヤクルト
208,56,鈴木裕太,480,,,,,,,,,,,,,,,,,,,,ヤクルト
209,61,久保拓眞,650,2.7,29.0,1.0,0.0,,1.0,0.0,0.0,0.0,7.0,19.0,6.41,8.0,8.0,19.0,1.0,13.0,2.0,4.39,ヤクルト
210,62,竹山日向,500,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ヤクルト
211,63,A.J.コール,9100,2.75,34.0,2.0,0.0,36.0,1.0,0.0,0.0,0.0,6.0,32.0,8.0,13.0,11.0,25.0,3.0,14.0,1.0,3.5,ヤクルト
212,64,大下佑馬,1500,4.2,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,11.0,6.6,10.0,7.0,16.0,4.0,3.0,0.0,1.8,ヤクルト
213,67,嘉手苅浩太,510,,,,,,,,,,,,,,,,,,,,ヤクルト
214,68,宮台康平,620,19.29,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,15.43,5.0,5.0,4.0,0.0,1.0,0.0,3.86,ヤクルト
215,69,今野龍太,3200,3.72,51.0,1.0,2.0,46.0,0.333,0.0,0.0,1.0,16.0,37.0,7.24,22.0,19.0,45.0,4.0,16.0,2.0,3.13,ヤクルト
216,70,小澤怜史,400,4.11,10.0,2.0,1.0,46.0,0.667,0.0,0.0,0.0,0.0,44.0,8.61,21.0,21.0,48.0,4.0,17.0,6.0,3.33,ヤクルト
217,11,小笠原慎之介,3600,2.76,22.0,10.0,8.0,,0.556,0.0,0.0,0.0,0.0,142.0,8.71,47.0,45.0,127.0,9.0,39.0,1.0,2.39,中日
218,12,田島慎二,3500,4.57,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,9.0,3.74,13.0,11.0,22.0,2.0,8.0,1.0,3.32,中日
219,13,橋本侑樹,1350,9.72,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,5.4,9.0,9.0,12.0,2.0,3.0,3.0,3.24,中日
220,14,谷元圭介,4700,2.61,34.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,6.0,21.0,6.1,9.0,9.0,30.0,3.0,12.0,0.0,3.48,中日
221,16,岩嵜翔,6800,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,中日
222,17,柳裕也,10000,3.64,25.0,9.0,11.0,,0.45,3.0,1.0,0.0,0.0,124.0,7.28,64.0,62.0,154.0,17.0,37.0,5.0,2.17,中日
223,18,梅津晃大,1200,,,,,,,,,,,,,,,,,,,,中日
224,19,高橋宏斗,1400,2.47,19.0,6.0,7.0,,0.462,0.0,0.0,0.0,0.0,134.0,10.34,34.0,32.0,79.0,8.0,42.0,4.0,3.24,中日
225,21,岡田俊哉,2400,9.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5,6.0,6.0,9.0,1.0,4.0,0.0,6.0,中日
226,22,大野雄大,30000,2.46,23.0,8.0,8.0,157.0,0.5,4.0,2.0,0.0,0.0,108.0,6.19,50.0,43.0,126.0,7.0,37.0,6.0,2.12,中日
227,24,福谷浩司,2900,9.0,5.0,1.0,3.0,23.0,0.25,0.0,0.0,0.0,0.0,14.0,5.48,27.0,23.0,42.0,3.0,9.0,0.0,3.52,中日
228,25,佐藤優,1080,11.25,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.75,5.0,5.0,7.0,1.0,2.0,0.0,4.5,中日
229,26,石森大誠,1000,,,,,,,,,,,,,,,,,,,,中日
230,28,森博人,1100,2.67,30.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,23.0,6.82,9.0,9.0,29.0,4.0,14.0,3.0,4.15,中日
231,29,ヤリエル・ロドリゲス,6000,1.15,56.0,6.0,2.0,,0.75,0.0,0.0,0.0,39.0,60.0,9.88,9.0,7.0,32.0,0.0,18.0,4.0,2.96,中日
232,33,祖父江大輔,10000,3.8,46.0,4.0,3.0,,0.571,0.0,0.0,1.0,17.0,32.0,6.75,21.0,18.0,42.0,3.0,13.0,1.0,2.74,中日
233,34,福敬登,6000,4.55,36.0,2.0,2.0,,0.5,0.0,0.0,0.0,3.0,25.0,8.13,15.0,14.0,25.0,3.0,12.0,2.0,3.9,中日
234,36,岡野祐一郎,880,12.41,4.0,1.0,3.0,,0.25,0.0,0.0,0.0,0.0,7.0,5.11,17.0,17.0,20.0,3.0,7.0,1.0,5.11,中日
235,38,松葉貴大,2800,3.33,19.0,6.0,7.0,100.0,0.462,0.0,0.0,0.0,0.0,51.0,4.59,38.0,37.0,96.0,4.0,18.0,2.0,1.62,中日
